Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
145,March - M031994,Delhi,Delhi,NA,Industrial Area,46.8,24.2,NA,681
146,March - M031994,Delhi,Delhi,NA,"Residential, Rural and other Areas",67.5,43,NA,353
56,April - M041994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16.8,25,NA,296
57,April - M041994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,28,33.1,NA,372
60,April - M041994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",16.2,29.3,NA,322
59,April - M041994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",15.4,39.3,NA,337
55,April - M041994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.4,37.6,NA,326
58,April - M041994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.7,31,NA,339
145,April - M041994,Delhi,Delhi,NA,Industrial Area,39.4,23,NA,460
146,April - M041994,Delhi,Delhi,NA,"Residential, Rural and other Areas",63.5,49.5,NA,489
56,May - M051994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,20.2,27.6,NA,357
57,May - M051994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,42.7,38.5,NA,418
60,May - M051994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",10.3,27.4,NA,297
59,May - M051994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",20.4,47.3,NA,549
55,May - M051994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.9,38.2,NA,578
58,May - M051994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,21,30.4,NA,317
144,May - M051994,Delhi,Delhi,NA,"Residential, Rural and other Areas",41.1,21.5,NA,652
146,May - M051994,Delhi,Delhi,NA,"Residential, Rural and other Areas",64.7,38.6,NA,594
56,June - M061994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17,22.9,NA,343
57,June - M061994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,37.8,38.2,NA,344
60,June - M061994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",14.8,30.3,NA,343
59,June - M061994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13.5,32.4,NA,473
55,June - M061994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.6,31.5,NA,456
58,June - M061994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.8,27,NA,424
145,June - M061994,Delhi,Delhi,NA,Industrial Area,28.7,18.9,NA,658
146,June - M061994,Delhi,Delhi,NA,"Residential, Rural and other Areas",47,30.1,NA,467
56,July - M071994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,23.7,30.6,NA,395
57,July - M071994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,37.1,45.1,NA,430
60,July - M071994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",14.5,30.7,NA,307
59,July - M071994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",14.4,35.5,NA,392
55,July - M071994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.6,43.2,NA,523
58,July - M071994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,25.1,37.3,NA,306
144,July - M071994,Delhi,Delhi,NA,"Residential, Rural and other Areas",23.6,31.5,NA,313
146,July - M071994,Delhi,Delhi,NA,"Residential, Rural and other Areas",32.2,46.6,NA,187
56,August - M081994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.5,27.5,NA,220
57,August - M081994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,30.1,42.9,NA,348
60,August - M081994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",11.2,25.1,NA,298
59,August - M081994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12.2,27.9,NA,338
55,August - M081994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.9,38.6,NA,384
144,August - M081994,Delhi,Delhi,NA,"Residential, Rural and other Areas",11.1,29.6,NA,344
146,August - M081994,Delhi,Delhi,NA,"Residential, Rural and other Areas",11.7,37.2,NA,218
144,September - M091994,Delhi,Delhi,NA,"Residential, Rural and other Areas",12.2,29.2,NA,477
146,September - M091994,Delhi,Delhi,NA,"Residential, Rural and other Areas",12.3,57.7,NA,328
144,September - M091994,Delhi,Delhi,NA,"Residential, Rural and other Areas",12.2,29.2,NA,477
146,September - M091994,Delhi,Delhi,NA,"Residential, Rural and other Areas",12.3,57.7,NA,328
56,November - M111994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,23.4,33.9,NA,434
57,November - M111994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,25.9,40.3,NA,306
60,November - M111994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",9.3,27.1,NA,310
59,November - M111994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",24.6,35.8,NA,573
55,November - M111994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.4,34.3,NA,479
58,November - M111994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,24.2,36.1,NA,348
145,November - M111994,Delhi,Delhi,NA,Industrial Area,37.4,123.7,NA,1039
146,November - M111994,Delhi,Delhi,NA,"Residential, Rural and other Areas",55.2,139.8,NA,837
144,November - M111994,Delhi,Delhi,NA,"Residential, Rural and other Areas",26.1,88,NA,629
56,December - M121994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,23.7,34.7,NA,463
57,December - M121994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,25.4,42.9,NA,328
60,December - M121994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",15.6,30,NA,476
59,December - M121994,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",21,36.9,NA,466
55,December - M121994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.2,33.6,NA,477
58,December - M121994,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.4,28.2,NA,357
145,December - M121994,Delhi,Delhi,NA,Industrial Area,41.2,119,NA,943
146,December - M121994,Delhi,Delhi,NA,"Residential, Rural and other Areas",110.8,191.5,NA,705
144,December - M121994,Delhi,Delhi,NA,"Residential, Rural and other Areas",24.8,122.3,NA,638
