Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
19/1/2006,Delhi,Delhi,Shahdara,Industrial Areas,10.5,48.2,NA,437
24/1/2006,Delhi,Delhi,Shahdara,Industrial Areas,7.2,35.8,NA,316
30/1/2006,Delhi,Delhi,Shahdara,Industrial Areas,13.2,64.8,289,648
2/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,11.2,42.2,207,388
2/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,10.3,45.2,233,510
14/2/2006,Delhi,Delhi,Shahdara,Industrial Areas,12,40.8,184,444
17/2/2006,Delhi,Delhi,Shahdara,Industrial Areas,8.5,40.3,114,355
22/2/2006,Delhi,Delhi,Shahdara,Industrial Areas,10.2,37.2,119,262
27/2/2006,Delhi,Delhi,Shahdara,Industrial Areas,11,34.7,84,286
3/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,15,45.3,137,447
3/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,10.3,40.2,151,369
13/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.8,27.7,125,221
17/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,5,29.5,90,195
22/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,7.2,41.8,79,218
27/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,9,39.2,95,253
30/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.3,34,82,291
4/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.2,37,182,326
4/12/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.6,32.2,160,317
18/4/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.7,43.8,119,338
21/4/2006,Delhi,Delhi,Shahdara,Industrial Areas,15.8,67.2,292,937
26/4/2006,Delhi,Delhi,Shahdara,Industrial Areas,15.2,67.3,339,782
5/2/2006,Delhi,Delhi,Shahdara,Industrial Areas,7.3,30.3,178,382
5/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,8.3,43.8,110,347
5/10/2006,Delhi,Delhi,Shahdara,Industrial Areas,NA,NA,207,NA
15/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,8,39.7,111,263
18/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,8.3,41.3,88,407
23/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.7,28,74,160
26/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.8,46.7,103,373
6/1/2006,Delhi,Delhi,Shahdara,Industrial Areas,11.8,45.8,141,503
6/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.2,48,167,644
6/9/2006,Delhi,Delhi,Shahdara,Industrial Areas,12.8,54.3,333,712
14/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,10,56,258,731
19/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.3,38.8,107,321
22/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,7.7,37.7,143,347
27/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.5,37.2,126,286
7/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.7,29.3,238,500
7/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,7.2,39,144,324
7/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,6,34,147,303
14/7/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.8,30.2,446,1110
19/7/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.5,25.8,NA,196
24/7/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.2,24.2,93,206
27/7/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.6,31.4,65,228
8/2/2006,Delhi,Delhi,Shahdara,Industrial Areas,8.3,25.8,85,125
8/7/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.7,24.5,54,194
8/10/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.2,24,64,145
17/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,9,30.5,50,174
22/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,11,38.3,36,235
25/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,11.6,37.6,56,168
30/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.3,32.7,63,164
9/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,13.3,50.5,105,341
9/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,4.2,35.2,108,318
13/9/2006,Delhi,Delhi,Shahdara,Industrial Areas,4,27.3,65,308
18/9/2006,Delhi,Delhi,Shahdara,Industrial Areas,26.8,71.5,155,485
21/9/2006,Delhi,Delhi,Shahdara,Industrial Areas,43.5,47.5,86,364
26/9/2006,Delhi,Delhi,Shahdara,Industrial Areas,4.5,45,198,391
10/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,4.2,45.4,133,397
10/6/2006,Delhi,Delhi,Shahdara,Industrial Areas,13.5,51.5,151,428
10/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.2,39.5,140,431
16/10/2006,Delhi,Delhi,Shahdara,Industrial Areas,6,53.8,206,585
19/10/2006,Delhi,Delhi,Shahdara,Industrial Areas,44.3,40.8,82,321
25/10/2006,Delhi,Delhi,Shahdara,Industrial Areas,14.5,48.3,NA,532
30/10/2006,Delhi,Delhi,Shahdara,Industrial Areas,19.8,42.5,NA,718
11/3/2006,Delhi,Delhi,Shahdara,Industrial Areas,11.3,25.5,420,730
11/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,22.8,69.8,254,608
13/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,14.3,41.3,216,406
16/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,9.2,56.2,135,542
21/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,11,72.5,206,494
24/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,8.2,72,241,540
29/11/2006,Delhi,Delhi,Shahdara,Industrial Areas,4.2,28.8,338,372
12/5/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.2,48.8,223,438
12/8/2006,Delhi,Delhi,Shahdara,Industrial Areas,4,56.2,154,282
13/12/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.3,55.3,205,314
18/12/2006,Delhi,Delhi,Shahdara,Industrial Areas,8.3,64.2,152,447
21/12/2006,Delhi,Delhi,Shahdara,Industrial Areas,6.3,58.2,328,634
27/12/2006,Delhi,Delhi,Shahdara,Industrial Areas,5.2,56.2,131,269
1/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.8,41.2,163,NA
1/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.8,56.7,228,439
13/1/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.8,57.5,215,445
18/1/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7.2,45.5,226,523
23/1/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.2,50.8,219,NA
27/1/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7.7,47.8,211,NA
2/2/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9.7,62.7,184,NA
2/7/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10,61,171,NA
13/2/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.2,58,314,NA
16/2/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.2,45.2,189,NA
21/2/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.2,57.3,259,NA
24/2/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7.5,42.5,106,NA
3/7/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.8,64.8,150,398
3/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.8,44.8,150,330
16/3/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9.5,60.2,141,312
21/3/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.8,57.5,133,307
24/3/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.8,55.7,156,413
29/3/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.5,53.5,152,256
4/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.7,54.2,139,311
4/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9.5,59.7,144,521
17/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.3,54.5,238,582
20/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,12,64,176,306
5/1/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,13.5,52.3,143,394
5/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,136,393
5/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,216,588
5/12/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,211,659
17/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,109,291
22/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,15.2,32.2,100,320
25/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,18.2,37.5,196,470
30/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,14.8,35,140,523
6/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,14.3,40.2,NA,414
6/8/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,12.8,44,NA,506
13/6/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,12.2,39,NA,547
7/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,16,37.2,207,538
7/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,18,38.2,251,434
13/7/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,16.3,28.7,235,354
21/7/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,17.7,31.3,157,327
8/1/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9.2,22.3,43,152
8/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.8,33.8,55,283
8/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7.3,27.5,39,162
14/8/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,13.2,36.4,47,219
21/8/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.2,28.3,53,190
24/8/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,12.2,36.2,73,328
29/8/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,51,NA
9/2/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,83,NA
9/7/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,47.2,85,280
9/12/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,47,NA,340
15/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,66.8,NA,395
20/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,41.5,NA,385
25/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.5,88.8,118,447
28/9/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.8,59.5,114,451
10/5/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,46.3,149,555
10/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,49.5,114,574
13/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,22.8,130,629
18/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,84.2,182,538
23/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,15.3,74.5,161,409
27/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,58.7,365,635
11/7/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,44.7,136,333
11/10/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,40.2,253,452
15/11/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,34.7,212,435
20/11/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,37.5,187,335
23/11/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,34.5,98,239
28/11/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.8,65.5,150,316
12/4/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,34.3,209,413
12/12/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,39.5,189,387
15/12/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.5,60,231,525
20/12/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.3,59.5,NA,520
26/12/2006,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,46.7,NA,321
1/3/2006,Delhi,Delhi,Ashok Vihar,Residential and others,6.7,41.8,159,363
1/6/2006,Delhi,Delhi,Ashok Vihar,Residential and others,6.7,43.3,140,298
1/12/2006,Delhi,Delhi,Ashok Vihar,Residential and others,6.7,47.2,183,467
17/1/2006,Delhi,Delhi,Ashok Vihar,Residential and others,7.2,48.2,176,436
20/1/2006,Delhi,Delhi,Ashok Vihar,Residential and others,7,49.5,189,538
25/1/2006,Delhi,Delhi,Ashok Vihar,Residential and others,6.8,50.2,226,447
2/1/2006,Delhi,Delhi,Ashok Vihar,Residential and others,7.8,52.7,179,432
2/6/2006,Delhi,Delhi,Ashok Vihar,Residential and others,9.2,62,235,637
2/10/2006,Delhi,Delhi,Ashok Vihar,Residential and others,9.3,61,224,527
1/2/2006,Delhi,Delhi,Janakpuri,Residential and others,12.4,51.2,156,350
1/5/2006,Delhi,Delhi,Janakpuri,Residential and others,11.2,51,129,328
1/10/2006,Delhi,Delhi,Janakpuri,Residential and others,10.3,38.8,236,537
16/1/2006,Delhi,Delhi,Janakpuri,Residential and others,12.7,55.7,180,389
19/1/2006,Delhi,Delhi,Janakpuri,Residential and others,14.8,56.7,111,326
24/1/2006,Delhi,Delhi,Janakpuri,Residential and others,12,55,159,351
30/1/2006,Delhi,Delhi,Janakpuri,Residential and others,12.5,49.5,203,500
2/3/2006,Delhi,Delhi,Janakpuri,Residential and others,12.7,62.3,179,484
2/8/2006,Delhi,Delhi,Janakpuri,Residential and others,13.3,63.7,237,557
14/2/2006,Delhi,Delhi,Janakpuri,Residential and others,14,57.7,126,558
17/2/2006,Delhi,Delhi,Janakpuri,Residential and others,14.5,60,NA,349
22/2/2006,Delhi,Delhi,Janakpuri,Residential and others,13,65.7,NA,557
27/2/2006,Delhi,Delhi,Janakpuri,Residential and others,13.2,57.3,NA,344
3/3/2006,Delhi,Delhi,Janakpuri,Residential and others,12,46.5,NA,325
13/3/2006,Delhi,Delhi,Janakpuri,Residential and others,12,43.8,NA,369
17/3/2006,Delhi,Delhi,Janakpuri,Residential and others,10.8,48.3,NA,338
22/3/2006,Delhi,Delhi,Janakpuri,Residential and others,11.5,47.8,NA,241
27/3/2006,Delhi,Delhi,Janakpuri,Residential and others,14,51.8,98,262
30/3/2006,Delhi,Delhi,Janakpuri,Residential and others,12,44.5,98,275
4/5/2006,Delhi,Delhi,Janakpuri,Residential and others,13,51.5,118,172
4/12/2006,Delhi,Delhi,Janakpuri,Residential and others,11,48,135,242
18/4/2006,Delhi,Delhi,Janakpuri,Residential and others,13.8,50.3,89,187
21/4/2006,Delhi,Delhi,Janakpuri,Residential and others,14.3,45.3,237,594
26/4/2006,Delhi,Delhi,Janakpuri,Residential and others,12.5,45.8,173,372
5/2/2006,Delhi,Delhi,Janakpuri,Residential and others,15.8,49.5,349,366
5/5/2006,Delhi,Delhi,Janakpuri,Residential and others,14.3,51.8,143,357
5/10/2006,Delhi,Delhi,Janakpuri,Residential and others,14.5,52.2,134,439
15/5/2006,Delhi,Delhi,Janakpuri,Residential and others,14.8,48.3,118,285
18/5/2006,Delhi,Delhi,Janakpuri,Residential and others,14.3,49.2,86,377
23/5/2006,Delhi,Delhi,Janakpuri,Residential and others,15.5,48.3,60,248
26/5/2006,Delhi,Delhi,Janakpuri,Residential and others,13.8,53.5,114,313
6/1/2006,Delhi,Delhi,Janakpuri,Residential and others,10.2,54.8,210,446
6/6/2006,Delhi,Delhi,Janakpuri,Residential and others,10.8,58.7,207,446
6/9/2006,Delhi,Delhi,Janakpuri,Residential and others,11.7,61.3,289,743
14/6/2006,Delhi,Delhi,Janakpuri,Residential and others,12.3,57.7,224,589
19/6/2006,Delhi,Delhi,Janakpuri,Residential and others,11.7,57.5,139,425
22/6/2006,Delhi,Delhi,Janakpuri,Residential and others,12.8,57.3,175,423
27/6/2006,Delhi,Delhi,Janakpuri,Residential and others,9.2,47.2,51,268
7/3/2006,Delhi,Delhi,Janakpuri,Residential and others,10.7,52.2,63,235
7/6/2006,Delhi,Delhi,Janakpuri,Residential and others,10.8,49.5,106,226
7/11/2006,Delhi,Delhi,Janakpuri,Residential and others,11.3,45.3,NA,205
14/7/2006,Delhi,Delhi,Janakpuri,Residential and others,12,55,330,NA
19/7/2006,Delhi,Delhi,Janakpuri,Residential and others,11,55,111,NA
24/7/2006,Delhi,Delhi,Janakpuri,Residential and others,9.2,51.8,160,NA
27/7/2006,Delhi,Delhi,Janakpuri,Residential and others,7.8,43.3,120,NA
8/2/2006,Delhi,Delhi,Janakpuri,Residential and others,8.5,39.5,198,NA
8/7/2006,Delhi,Delhi,Janakpuri,Residential and others,8,43.2,183,NA
8/10/2006,Delhi,Delhi,Janakpuri,Residential and others,12.3,55,30,135
17/8/2006,Delhi,Delhi,Janakpuri,Residential and others,8.7,53.7,116,214
22/8/2006,Delhi,Delhi,Janakpuri,Residential and others,10.2,50.3,71,171
25/8/2006,Delhi,Delhi,Janakpuri,Residential and others,6.8,54,36,126
30/8/2006,Delhi,Delhi,Janakpuri,Residential and others,10.7,54,31,106
9/2/2006,Delhi,Delhi,Janakpuri,Residential and others,4.2,47.8,21,156
9/7/2006,Delhi,Delhi,Janakpuri,Residential and others,4,58.2,57,270
9/12/2006,Delhi,Delhi,Janakpuri,Residential and others,4.2,35,66,254
15/9/2006,Delhi,Delhi,Janakpuri,Residential and others,5.3,55.8,84,262
20/9/2006,Delhi,Delhi,Janakpuri,Residential and others,4.5,60,81,356
25/9/2006,Delhi,Delhi,Janakpuri,Residential and others,4.4,62.5,113,358
28/9/2006,Delhi,Delhi,Janakpuri,Residential and others,4,35.7,84,347
10/5/2006,Delhi,Delhi,Janakpuri,Residential and others,4.5,46.8,167,468
10/10/2006,Delhi,Delhi,Janakpuri,Residential and others,4.2,45.7,158,576
13/10/2006,Delhi,Delhi,Janakpuri,Residential and others,4,39.7,117,589
18/10/2006,Delhi,Delhi,Janakpuri,Residential and others,4.2,58.8,181,546
23/10/2006,Delhi,Delhi,Janakpuri,Residential and others,5.2,35.5,238,399
27/10/2006,Delhi,Delhi,Janakpuri,Residential and others,5,50.3,333,640
11/2/2006,Delhi,Delhi,Janakpuri,Residential and others,4.3,40.3,232,555
11/7/2006,Delhi,Delhi,Janakpuri,Residential and others,4,32.5,226,523
11/10/2006,Delhi,Delhi,Janakpuri,Residential and others,4,33,168,468
15/11/2006,Delhi,Delhi,Janakpuri,Residential and others,4.5,50.7,181,484
20/11/2006,Delhi,Delhi,Janakpuri,Residential and others,4.3,36.5,255,529
23/11/2006,Delhi,Delhi,Janakpuri,Residential and others,4.3,38,224,351
28/11/2006,Delhi,Delhi,Janakpuri,Residential and others,4.7,52,346,561
12/4/2006,Delhi,Delhi,Janakpuri,Residential and others,4,74.5,203,513
12/7/2006,Delhi,Delhi,Janakpuri,Residential and others,4,53.3,189,347
12/12/2006,Delhi,Delhi,Janakpuri,Residential and others,4.7,58.2,142,418
15/12/2006,Delhi,Delhi,Janakpuri,Residential and others,4.7,52.3,135,483
20/12/2006,Delhi,Delhi,Janakpuri,Residential and others,6.5,50.5,193,538
26/12/2006,Delhi,Delhi,Janakpuri,Residential and others,5.3,64.3,152,262
1/3/2006,Delhi,Delhi,N.Y. School,Residential and others,NA,47.4,170,271
1/4/2006,Delhi,Delhi,N.Y. School,Residential and others,NA,41.4,153,267
13/1/2006,Delhi,Delhi,N.Y. School,Residential and others,10.7,86.7,304,541
14/1/2006,Delhi,Delhi,N.Y. School,Residential and others,8.5,85.7,260,442
17/1/2006,Delhi,Delhi,N.Y. School,Residential and others,9.8,83.9,263,751
18/1/2006,Delhi,Delhi,N.Y. School,Residential and others,7.8,74,219,470
27/1/2006,Delhi,Delhi,N.Y. School,Residential and others,6.9,66.6,285,459
28/1/2006,Delhi,Delhi,N.Y. School,Residential and others,5.9,83.6,371,569
2/1/2006,Delhi,Delhi,N.Y. School,Residential and others,7.6,66.4,228,457
2/2/2006,Delhi,Delhi,N.Y. School,Residential and others,7.8,75.4,256,550
14/2/2006,Delhi,Delhi,N.Y. School,Residential and others,8.7,82.2,246,659
15/2/2006,Delhi,Delhi,N.Y. School,Residential and others,6.3,66.4,220,596
21/2/2006,Delhi,Delhi,N.Y. School,Residential and others,9.9,52.3,138,356
22/2/2006,Delhi,Delhi,N.Y. School,Residential and others,8.9,51,148,390
24/2/2006,Delhi,Delhi,N.Y. School,Residential and others,12.4,61.2,176,427
25/2/2006,Delhi,Delhi,N.Y. School,Residential and others,18.7,78.7,230,514
3/1/2006,Delhi,Delhi,N.Y. School,Residential and others,9.1,66.2,180,403
3/2/2006,Delhi,Delhi,N.Y. School,Residential and others,9.6,60.9,268,387
3/8/2006,Delhi,Delhi,N.Y. School,Residential and others,9.8,34.7,129,469
3/9/2006,Delhi,Delhi,N.Y. School,Residential and others,10,47.5,125,306
17/3/2006,Delhi,Delhi,N.Y. School,Residential and others,NA,31.3,126,181
18/3/2006,Delhi,Delhi,N.Y. School,Residential and others,7,38.8,166,258
21/3/2006,Delhi,Delhi,N.Y. School,Residential and others,2.6,24.9,66,243
22/3/2006,Delhi,Delhi,N.Y. School,Residential and others,8.4,42,139,322
4/4/2006,Delhi,Delhi,N.Y. School,Residential and others,8.3,41.4,189,392
4/5/2006,Delhi,Delhi,N.Y. School,Residential and others,9.3,51.6,246,506
14/4/2006,Delhi,Delhi,N.Y. School,Residential and others,14,56.6,221,429
15/4/2006,Delhi,Delhi,N.Y. School,Residential and others,16.1,39.3,236,538
18/4/2006,Delhi,Delhi,N.Y. School,Residential and others,11.5,28.4,121,439
19/4/2006,Delhi,Delhi,N.Y. School,Residential and others,9.3,35.1,139,473
24/4/2006,Delhi,Delhi,N.Y. School,Residential and others,4.8,67.1,193,491
25/4/2006,Delhi,Delhi,N.Y. School,Residential and others,4,50,473,766
5/10/2006,Delhi,Delhi,N.Y. School,Residential and others,6.6,32.8,276,805
5/11/2006,Delhi,Delhi,N.Y. School,Residential and others,9.8,33,194,527
16/5/2006,Delhi,Delhi,N.Y. School,Residential and others,2.5,25.8,117,292
17/5/2006,Delhi,Delhi,N.Y. School,Residential and others,7.8,48.9,123,456
23/5/2006,Delhi,Delhi,N.Y. School,Residential and others,2.8,50.5,116,319
24/5/2006,Delhi,Delhi,N.Y. School,Residential and others,4.9,38.2,182,501
29/5/2006,Delhi,Delhi,N.Y. School,Residential and others,4.6,27.1,124,355
30/5/2006,Delhi,Delhi,N.Y. School,Residential and others,6.2,36.2,316,683
1/4/2006,Delhi,Delhi,Nizamuddin,Residential and others,11,44,107,230
1/9/2006,Delhi,Delhi,Nizamuddin,Residential and others,13,53.2,176,390
13/1/2006,Delhi,Delhi,Nizamuddin,Residential and others,12.5,48.3,139,597
18/1/2006,Delhi,Delhi,Nizamuddin,Residential and others,11.4,38.3,171,427
