Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
145,April - M041991,Delhi,Delhi,NA,Industrial Area,40.8,36.6,NA,567
146,April - M041991,Delhi,Delhi,NA,"Residential, Rural and other Areas",35.7,39.5,NA,736
58,May - M051991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.6,22.2,NA,445
55,May - M051991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,3.5,34.2,NA,360
59,May - M051991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13.2,36.7,NA,518
60,May - M051991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",4.4,25.1,NA,285
57,May - M051991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4.8,36,NA,556
56,May - M051991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,18.5,31.4,NA,379
144,May - M051991,Delhi,Delhi,NA,"Residential, Rural and other Areas",15.9,43.4,NA,484
145,May - M051991,Delhi,Delhi,NA,Industrial Area,35,44,NA,620
146,May - M051991,Delhi,Delhi,NA,"Residential, Rural and other Areas",66.1,84.8,NA,598
58,June - M061991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,26.2,28,NA,315
55,June - M061991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,31,20.5,NA,194
59,June - M061991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",16.6,36.3,NA,510
60,June - M061991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",7.1,25,NA,354
57,June - M061991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,25.2,NA,586
56,June - M061991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9.8,27.7,NA,196
144,June - M061991,Delhi,Delhi,NA,"Residential, Rural and other Areas",8.8,35.4,NA,553
145,June - M061991,Delhi,Delhi,NA,Industrial Area,26.9,36.5,NA,684
146,June - M061991,Delhi,Delhi,NA,"Residential, Rural and other Areas",53.8,88.7,NA,585
58,July - M071991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,20.2,28.2,NA,262
55,July - M071991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,36.7,25.7,NA,232
59,July - M071991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",11.8,34.3,NA,384
60,July - M071991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",11.7,30,NA,263
57,July - M071991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,37.5,NA,365
56,July - M071991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9.1,24.1,NA,255
144,July - M071991,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,28.6,NA,481
145,July - M071991,Delhi,Delhi,NA,Industrial Area,25.4,34.2,NA,473
146,July - M071991,Delhi,Delhi,NA,"Residential, Rural and other Areas",14.9,28,NA,720
58,August - M081991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,18.1,29.4,NA,234
55,August - M081991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.6,16.5,NA,165
59,August - M081991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13.3,29.4,NA,341
60,August - M081991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",10.3,27.6,NA,203
57,August - M081991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5.5,18.5,NA,202
56,August - M081991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.8,28.2,NA,223
144,August - M081991,Delhi,Delhi,NA,"Residential, Rural and other Areas",19.2,36.3,NA,241
145,August - M081991,Delhi,Delhi,NA,Industrial Area,8.9,33.6,NA,417
146,August - M081991,Delhi,Delhi,NA,"Residential, Rural and other Areas",33,44.9,NA,333
58,September - M091991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.4,21.3,NA,333
55,September - M091991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.8,13.7,NA,247
59,September - M091991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",11.8,32.3,NA,379
60,September - M091991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",8.8,19,NA,207
56,September - M091991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.6,31.6,NA,252
57,September - M091991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16.6,17.7,NA,206
144,September - M091991,Delhi,Delhi,NA,"Residential, Rural and other Areas",4.7,25.9,NA,307
145,September - M091991,Delhi,Delhi,NA,Industrial Area,14.1,29.4,NA,385
146,September - M091991,Delhi,Delhi,NA,"Residential, Rural and other Areas",8.2,38.7,NA,443
56,October - M101991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.2,39.2,NA,269
57,October - M101991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,18.1,22,NA,269
60,October - M101991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",9.8,22,NA,244
59,October - M101991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12.2,30.4,NA,479
55,October - M101991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.6,16.9,NA,399
58,October - M101991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.6,24.6,NA,300
144,October - M101991,Delhi,Delhi,NA,"Residential, Rural and other Areas",23.4,45.4,NA,521
145,October - M101991,Delhi,Delhi,NA,Industrial Area,53.2,53.5,NA,765
146,October - M101991,Delhi,Delhi,NA,"Residential, Rural and other Areas",36.6,59.6,NA,742
56,November - M111991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,24.2,37.4,NA,254
57,November - M111991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,20.6,18.7,NA,223
60,November - M111991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12.8,28.4,NA,320
59,November - M111991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12.2,29.9,NA,412
55,November - M111991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10.1,16.8,NA,271
58,November - M111991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11.5,26.9,NA,446
144,November - M111991,Delhi,Delhi,NA,"Residential, Rural and other Areas",16,35.4,NA,347
145,November - M111991,Delhi,Delhi,NA,Industrial Area,36.8,56.3,NA,823
146,November - M111991,Delhi,Delhi,NA,"Residential, Rural and other Areas",46.5,51.6,NA,762
56,December - M121991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.1,34.4,NA,346
57,December - M121991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,25.3,21.8,NA,281
60,December - M121991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12,18.3,NA,333
59,December - M121991,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12.3,28.6,NA,436
55,December - M121991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.8,21.5,NA,327
58,December - M121991,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9.5,24.5,NA,321
144,December - M121991,Delhi,Delhi,NA,"Residential, Rural and other Areas",27.9,42.5,NA,665
145,December - M121991,Delhi,Delhi,NA,Industrial Area,54.4,55.8,NA,NA
146,December - M121991,Delhi,Delhi,NA,"Residential, Rural and other Areas",74.4,56.5,NA,958
