Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
59,10/12/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,125,NA
59,17/10/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,109,NA
59,20/10/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,323,NA
59,11/3/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,284,NA
59,11/9/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,49,338,NA
59,15/11/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,262,NA
59,18/11/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,93,NA
59,23/11/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,185,NA
59,28/11/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,314,NA
59,12/2/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,254,NA
59,12/8/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,188,NA
59,13/12/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,269,NA
59,16/12/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,405,NA
59,21/12/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,211,NA
59,26/12/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,496,NA
59,29/12/2011,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,218,NA
55,1/4/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,NA,NA
55,1/7/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,556,NA
55,1/12/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,357,NA
55,17/01/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,63,293,NA
55,20/01/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,284,NA
55,25/01/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,252,NA
55,2/1/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,227,NA
55,2/4/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,336,NA
55,2/9/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,57,280,NA
55,14/02/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,158,NA
55,18/02/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,67,309,NA
55,23/02/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,179,NA
55,3/1/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,198,NA
55,3/7/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,167,NA
55,3/10/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,102,NA
55,15/03/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,113,NA
55,18/03/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,146,NA
55,23/03/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,152,NA
55,28/03/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,117,NA
55,4/1/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,129,NA
55,4/6/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,134,NA
55,4/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,59,160,NA
55,18/04/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,236,NA
55,21/04/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,60,218,NA
55,27/04/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,190,NA
55,5/3/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,244,NA
55,5/6/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,204,NA
55,5/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,198,NA
55,16/05/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,50,206,NA
55,20/05/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,206,NA
55,25/05/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,308,NA
55,30/05/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,202,NA
55,6/3/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,58,203,NA
55,6/8/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,55,157,NA
55,13/06/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,166,NA
55,16/06/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,153,NA
55,21/06/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,237,NA
55,24/06/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,133,NA
55,29/06/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,130,NA
55,7/5/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,129,NA
55,7/8/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,97,NA
55,13/07/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,79,NA
55,18/07/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,81,NA
55,21/07/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,106,NA
55,8/3/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,93,NA
55,8/8/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,73,NA
55,8/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,25,75,NA
55,17/08/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,22,58,NA
55,26/08/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,135,NA
55,9/2/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,54,NA
55,9/7/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,108,NA
55,9/12/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,70,NA
55,20/09/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,75,NA
55,23/09/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,80,NA
55,28/09/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,80,NA
55,10/4/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,110,NA
55,10/10/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,162,NA
55,13/10/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,44,164,NA
55,18/10/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,220,NA
55,21/10/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,300,NA
55,27/10/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,151,NA
55,11/1/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,50,210,NA
55,11/4/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,65,365,NA
55,11/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,196,NA
55,16/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,51,244,NA
55,21/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,250,NA
55,24/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,46,255,NA
55,29/11/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,249,NA
55,12/5/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,170,NA
55,12/9/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,266,NA
55,14/12/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,184,NA
55,19/12/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,474,NA
55,27/12/2011,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,55,451,NA
57,1/5/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,48,260,NA
57,1/10/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,66,267,NA
57,13/01/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,57,511,NA
57,18/01/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,69,301,NA
57,21/01/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,43,306,NA
57,27/01/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,53,452,NA
57,2/2/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,49,330,NA
57,2/7/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,54,370,NA
57,2/10/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,60,344,NA
57,15/02/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,40,83,NA
57,24/02/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,46,NA,NA
57,3/3/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,42,NA,NA
57,3/8/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,56,174,NA
57,3/11/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,56,254,NA
57,16/03/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,65,233,NA
57,21/03/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,69,180,NA
57,24/03/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,63,247,NA
57,29/03/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,69,275,NA
57,4/4/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,72,339,NA
57,4/7/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,312,NA
57,13/04/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,60,331,NA
57,19/04/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,57,281,NA
57,25/04/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,56,364,NA
57,28/04/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,51,394,NA
57,5/4/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,48,279,NA
57,5/9/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,74,323,NA
57,5/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,74,335,NA
57,18/05/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,55,301,NA
57,23/05/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,76,228,NA
57,26/05/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,203,NA
57,6/1/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,68,139,NA
57,6/6/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,65,280,NA
57,6/9/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,66,169,NA
57,14/06/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,57,191,NA
57,17/06/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,61,151,NA
57,22/06/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,70,153,NA
57,27/06/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,37,161,NA
57,7/1/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,67,232,NA
57,7/6/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,64,159,NA
57,7/11/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,43,162,NA
57,14/07/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,55,141,NA
57,19/07/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,136,NA
57,22/07/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,70,203,NA
57,27/07/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,63,134,NA
57,8/4/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,39,157,NA
57,8/9/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,49,89,NA
57,8/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,34,73,NA
57,18/08/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,53,98,NA
57,24/08/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,54,172,NA
57,29/08/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,53,122,NA
57,9/5/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,47,71,NA
57,9/8/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,49,88,NA
57,13/09/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,50,143,NA
57,21/09/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,57,119,NA
57,26/09/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,67,126,NA
57,29/09/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,56,148,NA
57,10/5/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,55,163,NA
57,14/10/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,53,304,NA
57,18/10/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,58,301,NA
57,20/10/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,60,355,NA
57,11/2/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,50,411,NA
57,11/8/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,46,478,NA
57,14/11/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,7,50,438,NA
57,17/11/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,59,285,NA
57,22/11/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,6,50,362,NA
57,25/11/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,52,392,NA
57,12/1/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,46,529,NA
57,12/7/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,52,303,NA
57,12/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,48,465,NA
57,15/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,47,519,NA
57,20/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,53,251,NA
57,23/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,5,58,289,NA
57,28/12/2011,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,4,58,351,NA
58,1/3/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,52,417,NA
58,1/6/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,55,273,NA
58,1/11/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,49,365,NA
58,14/01/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,54,375,NA
58,19/01/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,42,331,NA
58,24/01/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,55,384,NA
58,28/01/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,6,53,417,NA
58,2/3/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,66,404,NA
58,2/8/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,56,229,NA
58,2/11/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,47,202,NA
58,17/02/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,61,248,NA
58,22/02/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,272,NA
58,25/02/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,272,NA
58,3/4/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,52,158,NA
58,3/9/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,51,276,NA
58,14/03/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,51,205,NA
58,17/03/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,374,NA
58,22/03/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,60,387,NA
58,25/03/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,63,245,NA
58,30/03/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,70,212,NA
58,4/5/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,61,272,NA
58,4/8/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,61,142,NA
58,15/04/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,62,409,NA
58,20/04/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,59,271,NA
58,26/04/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,273,NA
58,5/2/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,58,202,NA
58,5/5/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,48,192,NA
58,5/10/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,57,299,NA
58,13/05/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,62,278,NA
58,19/05/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,59,221,NA
58,24/05/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,56,210,NA
58,27/05/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,40,157,NA
58,6/2/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,6,70,252,NA
58,6/7/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,61,213,NA
58,6/10/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,46,141,NA
58,15/06/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,61,110,NA
58,20/06/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,54,171,NA
58,23/06/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,57,177,NA
58,28/06/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,58,107,NA
58,7/4/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,61,223,NA
58,7/7/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,57,132,NA
58,7/12/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,57,217,NA
58,15/07/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,45,78,NA
58,20/07/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,60,133,NA
58,25/07/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,58,136,NA
58,28/07/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,37,114,NA
58,8/2/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,45,97,NA
58,8/5/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,49,129,NA
58,8/10/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,35,140,NA
58,16/08/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,42,91,NA
58,19/08/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,54,51,NA
58,25/08/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,42,178,NA
58,9/1/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,51,155,NA
58,9/6/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,36,135,NA
58,14/09/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,48,89,NA
58,19/09/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,44,109,NA
58,22/09/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,49,97,NA
58,27/09/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,4,52,87,NA
58,10/3/2011,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,5,61,158,NA
