Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
57,25-08-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,45,89
57,30-08-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,97.67,234
57,9/3/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,130,251
57,9/9/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,112.5,268
57,14-09-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,109.5,361
57,17-09-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,62,187
57,22-09-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,93,316
57,27-09-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,115,304
57,10/1/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,100,280
57,10/6/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,121.67,233
57,10/11/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,42.67,116
57,14-10-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,88.67,283
57,19-10-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,126.5,432
57,25-10-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,286,497
57,28-10-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,164.33,300
57,11/3/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,145.67,NA
57,11/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,216.33,NA
57,18-11-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,303.33,552
57,23-11-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,151.67,301
57,29-11-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,239,NA
57,12/3/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,243,NA
57,12/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,229,NA
57,13-12-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,100.33,NA
57,16-12-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,291.67,NA
57,21-12-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,174,NA
57,24-12-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,290,NA
57,29-12-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,267,NA
58,1/1/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,297.33,NA
58,1/6/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,176.67,359
58,1/9/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,116.33,317
58,14-01-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,237.67,470
58,19-01-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,112,316
58,22-01-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,74.33,187
58,28-01-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,116,297
58,2/4/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,93,253
58,2/9/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,146,458
58,2/12/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,108.67,270
58,17-02-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,161.67,178
58,23-02-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,110.33,NA
58,26-02-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,206,NA
58,3/4/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,126.67,NA
58,3/9/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,118.67,311
58,3/12/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,102,313
58,17-03-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,113.33,326
58,22-03-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,115,407
58,25-03-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,187.67,490
58,4/1/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,119.33,376
58,4/6/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,97,343
58,4/12/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,144.67,454
58,16-04-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,98.67,392
58,21-04-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,251.67,683
58,26-04-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,112.67,276
58,29-04-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,113.33,446
58,5/7/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,146.33,543
58,13-05-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,184.67,554
58,18-05-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,176.33,389
58,21-05-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,239,787
58,26-05-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,79,262
58,6/4/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,105,375
58,6/9/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,84.67,247
58,14-06-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,66.67,215
58,17-06-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,80.33,188
58,22-06-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,94,507
58,25-06-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,87.67,400
58,7/1/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,128.67,421
58,7/6/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,54.67,247
58,14-07-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,105.67,631
58,19-07-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,317.67,956
58,22-07-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,170,571
58,27-07-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,110.67,262
58,8/2/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,59,187
58,8/5/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,74.67,NA
58,8/10/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,114.67,157
58,13-08-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,33,114
58,18-08-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,44.67,161
58,23-08-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,47.5,297
58,26-08-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,61.33,250
58,9/1/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,103.67,NA
58,9/6/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,50.67,166
58,9/7/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,168,589
58,9/10/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,78.33,330
58,15-09-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,32,55
58,20-09-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,72.33,176
58,23-09-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,78.67,122
58,28-09-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,107.5,222
58,10/4/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,52,96
58,10/7/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,77,194
58,10/12/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,41,166
58,15-10-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,92.67,230
58,20-10-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,126,424
58,26-10-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,153,304
58,11/1/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,148.33,291
58,11/4/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,192.67,378
58,11/9/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,201.67,437
58,16-11-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,153,369
58,19-11-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,204.67,358
58,24-11-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,141,393
58,12/1/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,138.33,433
58,12/6/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,141,428
58,12/9/2004,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,143.5,502
58,14-12-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,246.67,408
58,17-12-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,190.33,377
58,22-12-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,245.5,507
58,27-12-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,281.5,478
58,30-12-04,Delhi,Delhi,"Shahadra, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,208,501
59,1/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,179.33,398
59,1/6/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,106,208
59,1/9/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,90.67,265
59,14-01-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,76.33,176
59,19-01-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,121.67,266
59,22-01-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,63,213
59,28-01-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,142,348
59,2/4/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,82.67,289
59,2/9/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,85,348
59,2/12/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,59.33,152
59,17-02-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,107.33,312
59,23-02-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,71.67,369
59,26-02-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,112.67,344
59,3/4/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,140,406
59,3/9/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,131.67,261
59,3/12/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,209.67,359
59,17-03-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,201.67,397
59,22-03-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,242,519
59,25-03-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,182.5,280
59,4/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,287.33,502
59,4/12/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,221,505
59,16-04-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,211.67,347
59,21-04-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,224,673
59,26-04-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,199,405
59,29-04-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,282.67,542
59,13-05-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,174.33,410
59,18-05-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,56,328
59,6/4/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,320.67,564
59,7/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,217.33,528
59,7/5/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,124,291
59,7/6/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,115,282
59,7/9/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,173,424
59,14-07-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,194.67,385
59,19-07-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,193,451
59,22-07-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,234.33,436
59,27-07-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,248,542
59,8/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,41,77
59,8/2/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,89,235
59,8/5/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,48,118
59,13-08-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,35.5,135
59,18-08-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,17,91
59,23-08-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,32,68
59,26-08-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,48.5,190
59,9/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,170.33,287
59,9/6/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,120,315
59,9/10/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,60.67,234
59,15-09-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,91,202
59,20-09-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,61,140
59,23-09-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,90.5,356
59,28-09-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,106,246
59,10/4/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,78,239
59,10/7/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,80,223
59,10/12/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,86.67,221
59,15-10-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,171,312
59,20-10-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,157,336
59,26-10-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,119,298
59,11/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,133,407
59,11/4/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,52.5,297
59,11/9/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,154,387
59,16-11-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,103.5,472
59,19-11-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,146,288
59,24-11-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,162.5,413
59,12/1/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,115,308
59,12/6/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,224
59,12/9/2004,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,268.5,325
59,14-12-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,135.5,182
59,17-12-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,182.67,501
59,22-12-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,132.33,320
59,30-12-04,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,95.5,125
60,1/2/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,167.33,369
60,1/7/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,90.67,206
60,1/12/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,106.67,238
60,15-01-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,104,246
60,20-01-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,101,223
60,23-01-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,72,141
60,29-01-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,96.67,264
60,2/5/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,65.33,218
60,2/10/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,81,218
60,13-02-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,87.67,252
60,19-02-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,120,276
60,24-02-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,140,239
60,3/1/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,191.33,399
60,3/10/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,99.33,320
60,15-03-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,179.67,468
60,18-03-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,115,375
60,23-03-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,139.5,332
60,26-03-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,107.67,456
60,4/2/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,122.67,303
60,4/7/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,130.33,465
60,13-04-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,105.33,481
60,19-04-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,320
60,22-04-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,572
60,27-04-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,238
60,5/3/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,119,204
60,5/5/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,265
60,5/11/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,272
60,14-05-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,371
60,19-05-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,837
60,24-05-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,156.5,516
60,27-05-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,119,304
60,6/2/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,65.67,366
60,6/7/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,129.33,223
60,6/10/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,60.67,208
60,15-06-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,138.33,413
60,18-06-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,45.5,162
60,23-06-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,147,706
60,28-06-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,131,425
60,7/2/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,67.33,269
60,7/7/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,106,560
60,7/12/2004,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,160.67,624
60,15-07-04,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,181,382
