Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
55,23-04-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,93,352
55,28-04-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,98,231
55,5/6/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,254.67,424
55,5/12/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,260,560
55,17-05-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,178,426
55,20-05-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,415.5,1008
55,25-05-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,113.67,387
55,28-05-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,159.33,241
55,6/8/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,112.33,369
55,6/11/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,109,154
55,16-06-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,70.33,344
55,21-06-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,107.33,276
55,24-06-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,256.67,490
55,29-06-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,79.5,178
55,7/5/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,50.33,203
55,7/8/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,51.67,406
55,13-07-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,103.33,448
55,16-07-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,201,465
55,21-07-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,219,430
55,26-07-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,65.33,362
55,29-07-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,133,262
55,8/4/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,53.33,137
55,8/9/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,95,206
55,8/12/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,59,178
55,17-08-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,77.67,265
55,20-08-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,58.33,224
55,25-08-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,37,85
55,30-08-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,75.67,201
55,9/3/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,101,164
55,9/9/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,99.33,311
55,14-09-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,125,245
55,17-09-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,135.33,220
55,22-09-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,84,205
55,27-09-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,133.33,364
55,10/1/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,104,220
55,10/6/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,81,158
55,10/11/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,73,119
55,14-10-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,108,262
55,19-10-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,150.67,396
55,25-10-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,221,445
55,28-10-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,233.67,536
55,11/3/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,131.67,266
55,11/8/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,139.5,286
55,23-11-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,137,479
55,29-11-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,156,456
55,12/3/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,133.5,394
55,12/8/2004,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,134.5,494
55,13-12-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,110.5,363
55,16-12-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,116.5,376
55,21-12-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,193.5,361
55,24-12-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,203,418
55,29-12-04,Delhi,Delhi,"Nizamuddin, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,231,547
56,1/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,198.5,324
56,1/7/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,149.67,312
56,1/12/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,136.5,360
56,15-01-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,208.67,348
56,20-01-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,245.5,429
56,23-01-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,184,411
56,29-01-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,136.67,249
56,2/5/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,134.33,300
56,2/10/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,129.33,243
56,13-02-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,141,359
56,19-02-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,150,326
56,24-02-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,95.33,316
56,3/1/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,100.33,283
56,3/5/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,115,261
56,3/10/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,115,262
56,15-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,106,NA
56,18-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,89.33,272
56,23-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,472,601
56,24-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,481.67,718
56,25-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,411.33,539
56,26-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,378,451
56,27-03-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,469.33,651
56,4/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,112.33,401
56,4/7/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,160.33,347
56,13-04-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,114.67,685
56,19-04-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,126.33,473
56,22-04-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,121,505
56,27-04-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,125.67,295
56,5/5/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,111,151
56,5/11/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,198,554
56,14-05-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,85,NA
56,19-05-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,257.33,NA
56,24-05-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,274,NA
56,27-05-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,75,NA
56,6/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,58,NA
56,6/10/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,NA,166
56,15-06-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,74,157
56,18-06-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,87,189
56,23-06-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,330,1885
56,28-06-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,104,174
56,7/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,78,257
56,7/7/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,81.5,346
56,7/12/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,165,512
56,15-07-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,78,368
56,20-07-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,143.5,744
56,23-07-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,94,NA
56,28-07-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,77,NA
56,8/3/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,60.33,NA
56,8/6/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,42.67,73
56,8/11/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,23.67,55
56,16-08-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,38,101
56,19-08-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,50,71
56,24-08-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,53,73
56,27-08-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,93.33,273
56,9/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,73,314
56,9/8/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,78,316
56,13-09-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,46.5,309
56,16-09-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,46,108
56,21-09-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,73.5,185
56,24-09-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,87,220
56,29-09-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,110,350
56,10/5/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,56.33,128
56,10/8/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,103,274
56,13-10-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,100,172
56,18-10-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,147.5,319
56,21-10-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,189,NA
56,27-10-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,108.33,283
56,11/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,122,316
56,11/5/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,151,344
56,17-11-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,203.67,548
56,22-11-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,164.33,428
56,25-11-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,135.33,225
56,12/2/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,141.33,353
56,12/7/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,104.33,332
56,12/10/2004,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,59.33,140
56,15-12-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,116.33,275
56,20-12-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,130.67,257
56,23-12-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,144,281
56,28-12-04,Delhi,Delhi,"Ashok Vihar, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,226,405
57,1/5/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,184,357
57,1/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,153.33,323
57,13-01-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,118,294
57,16-01-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,138.33,257
57,21-01-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,77,156
57,27-01-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,136,321
57,2/3/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,113.33,258
57,2/6/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,149.33,334
57,2/11/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,111.33,288
57,16-02-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,138.33,330
57,20-02-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,117.67,301
57,25-02-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,126.67,268
57,3/3/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,165,368
57,3/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,122.67,380
57,3/11/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,159.67,337
57,16-03-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,178,550
57,19-03-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,166,438
57,24-03-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,190,478
57,29-03-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,101,281
57,4/5/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,140.67,331
57,4/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,127.33,459
57,15-04-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,186.33,515
57,20-04-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,181.33,NA
57,23-04-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,135.33,NA
57,5/6/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,NA,343
57,5/12/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,NA,320
57,17-05-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,NA,354
57,20-05-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,NA,1204
57,25-05-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,74.5,343
57,28-05-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,142,338
57,6/3/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,171.67,375
57,6/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,83.67,349
57,6/11/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,138.67,282
57,16-06-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,108.67,281
57,21-06-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,63,185
57,24-06-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,35.5,410
57,29-06-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,116.5,135
57,7/5/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,58.5,NA
57,7/8/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,127,NA
57,13-07-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,125.5,NA
57,16-07-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,80.5,NA
57,21-07-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,139.5,NA
57,26-07-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,197.5,NA
57,29-07-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,144,NA
57,8/4/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,72,NA
57,8/9/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,249.33,NA
57,8/12/2004,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,89,NA
57,17-08-04,Delhi,Delhi,"Shahzada Bagh, Delhi",Central Pollution Control Board,Industrial Area,NA,NA,88.5,NA
