Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
1/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.4,96.9,374,663
1/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,20.3,115.4,406,673
1/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,32.4,115,323,607
1/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.2,114.4,267,469
15/1/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,28.2,80.3,267,484
16/1/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,34.9,91.7,287,519
22/1/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22.4,86.3,282,507
23/1/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.6,105.9,175,380
2/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.1,68.8,328,601
2/6/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,26.9,110.7,275,520
2/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,21.3,62.6,208,450
13/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,18,80.5,216,510
23/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,26.4,85.7,272,707
24/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.8,56.1,264,695
25/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,13.8,50.4,213,595
26/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22.1,73.9,304,574
3/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,24,129.8,344,751
3/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.8,109.3,349,652
3/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,20.9,47.3,205,528
3/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,21.1,58.2,249,548
25/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22.7,81.7,359,592
26/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,24.3,58,282,502
28/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.4,82.3,236,659
29/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,32,104.2,243,538
4/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,19.9,89.6,288,449
13/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,19.8,93.3,292,471
14/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,24.6,71.1,266,436
17/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.3,91.1,240,451
18/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.6,85.4,251,509
23/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,24.2,71.1,391,678
24/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,30.8,88.4,270,515
25/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,31.3,105.3,240,528
5/1/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,12,48.2,633,1096
5/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.1,74.1,506,760
5/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.2,66.9,509,847
5/7/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.6,87.9,363,634
5/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.5,36.8,348,782
20/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,10.8,79.8,121,186
21/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5,80.6,77,127
22/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,4,76.2,77,131
6/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,91.5,235,377
6/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,74.9,208,541
6/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,75.8,198,415
6/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.8,55.3,115,286
6/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,4.5,77.6,140,371
6/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,15.4,85.2,130,301
17/6/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,13.5,64.5,99,188
18/6/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,6.2,49.7,131,254
7/1/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.6,50,164,233
7/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3,52.8,225,403
7/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.6,30.4,239,478
22/7/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,54.4,194,448
23/7/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.2,45.8,142,395
24/7/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,4.9,74.7,176,437
29/7/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.3,49.3,188,303
30/7/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,56.2,110,220
8/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,25,62,141
13/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,34.2,49,73
19/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.9,26.1,143,424
20/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,8.5,31.3,107,356
21/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,10,58.2,107,379
26/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.2,59.8,123,410
27/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,4.4,37.3,140,482
28/8/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.7,20.1,121,383
9/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.2,47.8,185,382
9/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,15.8,56.7,195,440
9/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.4,67.3,140,292
16/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.6,68.3,144,333
17/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,9.1,56.9,77,160
23/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.5,49.9,199,443
24/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.9,43.4,280,480
25/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,4,45.7,281,537
10/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.9,58,207,451
10/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,10.3,49.4,171,401
10/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.9,73.5,294,549
10/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.1,87.8,323,600
21/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,14.1,118.3,419,911
22/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,9.4,101.3,390,760
23/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.6,125.7,395,882
24/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,13.7,138.7,388,742
11/4/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,94.1,497,939
11/5/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.4,102.9,451,847
11/6/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.4,99.4,465,853
18/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.1,91.1,399,755
19/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,10.2,91.1,261,619
20/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,14,44.1,193,388
22/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,4.8,73,231,567
23/11/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,6.4,63.8,269,586
12/2/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.5,117.3,478,970
12/3/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,13.7,107,474,921
12/9/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,9.2,94.6,463,818
12/10/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.7,68.5,286,551
23/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,15.2,65.8,307,695
24/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.9,91,440,819
27/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.9,90.5,371,741
28/12/2008,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,21.4,83.6,439,755
1/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.8,52.2,194,607
1/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.7,75.5,162,612
1/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,45.8,59,249
16/1/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,53,92,361
21/1/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,46.7,143,290
24/1/2008,Delhi,Delhi,Shahdara,Industrial Areas,5,70,225,319
29/1/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.5,48.8,227,408
2/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,52.7,172,433
2/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.8,58,177,429
2/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.8,70.7,236,643
15/2/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,63.3,225,436
20/2/2008,Delhi,Delhi,Shahdara,Industrial Areas,5.2,62.8,387,424
25/2/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.7,79.2,327,867
28/2/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.5,70.3,208,468
3/5/2008,Delhi,Delhi,Shahdara,Industrial Areas,5.5,82.3,373,688
3/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,62.8,184,482
14/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,73,255,500
19/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,85.3,196,569
25/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,60,238,455
28/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,6,46,333,725
4/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,50.2,132,255
4/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,56.7,197,316
4/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,61.3,143,435
17/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,53,195,276
23/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.3,65.7,222,498
28/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,60.7,347,611
5/2/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.5,69.7,269,733
5/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.7,69.7,277,610
5/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.3,74,199,503
15/5/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.5,57,NA,411
21/5/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,72.2,131,343
26/5/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,61,218,487
29/5/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,55.5,251,551
6/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.3,56,166,596
6/9/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,54.7,132,421
6/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,54.8,221,460
17/6/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,36.8,NA,193
20/6/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,42.2,202,471
25/6/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,46.5,118,459
7/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.7,36.2,155,364
7/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,37.8,120,223
7/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,38,123,278
16/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,38,89,261
21/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,33.2,98,224
24/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,38,108,246
29/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,34.3,118,184
8/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,37.3,99,193
8/7/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,35.5,109,296
8/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,40.3,113,265
18/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,41.5,105,263
21/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,37.8,93,211
26/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,44.2,176,340
9/4/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,45.3,157,322
9/9/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.3,38.7,120,329
9/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,45.5,124,272
17/9/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,37.8,84,260
22/9/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,36.2,95,262
25/9/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,41.2,124,296
10/1/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,60.3,140,485
16/10/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,53,178,378
21/10/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.2,56,222,455
24/10/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,64.7,354,557
30/10/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,60.7,551,989
11/5/2008,Delhi,Delhi,Shahdara,Industrial Areas,4,51.7,308,537
11/10/2008,Delhi,Delhi,Shahdara,Industrial Areas,15.7,108.8,470,912
14/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,15.8,108.5,337,754
19/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,15,110,343,709
24/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,6.3,81.2,300,579
27/11/2008,Delhi,Delhi,Shahdara,Industrial Areas,14.3,104.3,283,632
12/3/2008,Delhi,Delhi,Shahdara,Industrial Areas,6.2,81.5,394,861
12/8/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.8,77.7,337,746
12/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.7,59,211,419
17/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.5,68,305,528
22/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,4.3,60.8,181,374
26/12/2008,Delhi,Delhi,Shahdara,Industrial Areas,6.2,78.7,354,830
1/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,42.3,309,496
1/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,56,377,743
1/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,42,178,418
18/1/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,40.8,216,569
23/1/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,41.8,127,337
28/1/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,39.3,195,359
2/1/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,37.8,200,544
2/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,41.8,216,370
2/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10.2,48.3,125,370
14/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8.8,53.3,171,454
19/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,38.2,143,449
22/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,45.2,147,604
27/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.3,41.8,205,484
3/4/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,35.7,523,787
3/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.5,33.7,166,604
13/3/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,31.8,192,529
18/3/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.3,36.7,174,668
24/3/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.3,43,140,385
27/3/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,41.8,156,593
4/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,35.2,122,297
4/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,34,138,231
4/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,36.8,119,327
16/4/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,44,69,256
22/4/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,42,105,315
25/4/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,39,130,290
5/1/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,40.3,457,NA
5/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.3,37.8,NA,483
5/9/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7.3,37.5,NA,426
19/5/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,150,NA
23/5/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,150,NA
28/5/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,30.5,110,315
6/3/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,33,146,296
6/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,34,152,299
6/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.2,31.2,125,293
19/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,33.6,136,306
24/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,40.2,224,414
27/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,134,NA
7/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,141,NA
7/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,NA,NA,136,NA
7/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,35.2,129,267
15/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,34.2,114,290
18/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,36.7,115,291
23/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,39.7,117,305
28/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,36,122,302
8/1/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,36,142,319
8/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,35.5,124,330
8/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,33.8,114,294
20/8/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,38.8,129,312
25/8/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,41.8,126,298
28/8/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.5,55.7,280,443
9/3/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,40.2,146,315
9/8/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,44.7,127,292
9/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,44.3,150,329
16/9/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,46.7,126,302
19/9/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,43.2,71,262
29/9/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,41.3,81,261
10/6/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,50.2,175,349
10/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,56.8,205,432
15/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,50.7,201,525
20/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,54.8,188,438
23/10/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,55.2,384,828
11/4/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,61.7,312,507
11/7/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,11.5,98.2,376,812
11/12/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,13.2,108.5,508,871
18/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,15.5,114.7,552,995
21/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.3,70.5,296,585
26/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,13.3,112.3,433,888
12/2/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,12,108.8,450,832
12/5/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9.8,101.2,374,800
12/11/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,59.2,215,473
16/12/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.3,72.8,339,708
19/12/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,13.8,72.2,260,783
24/12/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.2,66,328,521
30/12/2008,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.3,66.5,135,422
1/2/2008,Delhi,Delhi,Janakpuri,Residential and others,4.3,63.8,319,464
1/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4.3,60.3,387,962
1/10/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,64.2,260,425
15/1/2008,Delhi,Delhi,Janakpuri,Residential and others,4,49.7,192,284
18/1/2008,Delhi,Delhi,Janakpuri,Residential and others,4,44.3,159,325
23/1/2008,Delhi,Delhi,Janakpuri,Residential and others,4,43.7,105,234
28/1/2008,Delhi,Delhi,Janakpuri,Residential and others,4,42.5,117,185
2/1/2008,Delhi,Delhi,Janakpuri,Residential and others,4.5,57.7,160,303
2/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4.8,62.5,239,461
2/11/2008,Delhi,Delhi,Janakpuri,Residential and others,4,56.3,127,279
14/2/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,62,214,364
22/2/2008,Delhi,Delhi,Janakpuri,Residential and others,4.3,64.7,245,444
27/2/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,57.7,193,315
3/4/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,74.3,257,558
3/10/2008,Delhi,Delhi,Janakpuri,Residential and others,4,54.3,185,430
13/3/2008,Delhi,Delhi,Janakpuri,Residential and others,4,62.2,247,510
18/3/2008,Delhi,Delhi,Janakpuri,Residential and others,4,56.7,271,343
24/3/2008,Delhi,Delhi,Janakpuri,Residential and others,4,59.7,197,392
27/3/2008,Delhi,Delhi,Janakpuri,Residential and others,4.7,43.3,290,519
4/2/2008,Delhi,Delhi,Janakpuri,Residential and others,5.5,35,193,429
4/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4,46.7,96,182
4/10/2008,Delhi,Delhi,Janakpuri,Residential and others,4,49.5,173,400
16/4/2008,Delhi,Delhi,Janakpuri,Residential and others,4,50.5,154,535
22/4/2008,Delhi,Delhi,Janakpuri,Residential and others,4,55.3,286,431
25/4/2008,Delhi,Delhi,Janakpuri,Residential and others,4.3,64.2,237,451
5/1/2008,Delhi,Delhi,Janakpuri,Residential and others,4.7,72,322,699
5/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4.5,67.3,382,355
5/9/2008,Delhi,Delhi,Janakpuri,Residential and others,4.7,72.2,256,524
14/5/2008,Delhi,Delhi,Janakpuri,Residential and others,4.5,66.5,132,213
19/5/2008,Delhi,Delhi,Janakpuri,Residential and others,4.8,62.8,117,298
23/5/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,62,115,352
28/5/2008,Delhi,Delhi,Janakpuri,Residential and others,4,54.5,239,609
6/3/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,54,137,406
6/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,55.2,200,485
6/11/2008,Delhi,Delhi,Janakpuri,Residential and others,4.7,48.5,133,343
16/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4,44.7,70,121
19/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4,48.3,154,486
24/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4.5,44.5,178,240
27/6/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,57.3,193,344
7/3/2008,Delhi,Delhi,Janakpuri,Residential and others,4,48.5,92,407
7/8/2008,Delhi,Delhi,Janakpuri,Residential and others,4,43,72,138
7/11/2008,Delhi,Delhi,Janakpuri,Residential and others,4,41.5,135,389
16/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4,41.7,78,224
21/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,39.2,76,238
24/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,42.8,106,342
29/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4,39.2,118,217
8/7/2008,Delhi,Delhi,Janakpuri,Residential and others,5.5,55,143,266
8/12/2008,Delhi,Delhi,Janakpuri,Residential and others,4,40.3,123,212
18/8/2008,Delhi,Delhi,Janakpuri,Residential and others,4,48.7,125,294
21/8/2008,Delhi,Delhi,Janakpuri,Residential and others,4,42,170,338
26/8/2008,Delhi,Delhi,Janakpuri,Residential and others,4.8,47.8,142,482
9/1/2008,Delhi,Delhi,Janakpuri,Residential and others,5,45.3,371,493
9/4/2008,Delhi,Delhi,Janakpuri,Residential and others,5.2,47.8,206,429
9/9/2008,Delhi,Delhi,Janakpuri,Residential and others,4.8,46.8,96,228
9/12/2008,Delhi,Delhi,Janakpuri,Residential and others,6.3,51,74,185
17/9/2008,Delhi,Delhi,Janakpuri,Residential and others,6.2,47.3,NA,193
22/9/2008,Delhi,Delhi,Janakpuri,Residential and others,5.3,47.5,NA,199
25/9/2008,Delhi,Delhi,Janakpuri,Residential and others,5.5,48.2,110,372
10/1/2008,Delhi,Delhi,Janakpuri,Residential and others,5,50.5,307,589
10/7/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,50.8,286,478
13/10/2008,Delhi,Delhi,Janakpuri,Residential and others,5.7,51.2,444,570
16/10/2008,Delhi,Delhi,Janakpuri,Residential and others,4.2,50.2,323,592
21/10/2008,Delhi,Delhi,Janakpuri,Residential and others,5,54,530,640
24/10/2008,Delhi,Delhi,Janakpuri,Residential and others,5,56.5,511,700
