Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
24/4/2008,Delhi,Delhi,Town Hall,Residential and others,25.6,99.5,288,558
25/4/2008,Delhi,Delhi,Town Hall,Residential and others,23.9,75,224,534
5/7/2008,Delhi,Delhi,Town Hall,Residential and others,7.4,83,339,736
5/8/2008,Delhi,Delhi,Town Hall,Residential and others,NA,42.9,472,734
13/5/2008,Delhi,Delhi,Town Hall,Residential and others,14.5,100.2,325,649
14/5/2008,Delhi,Delhi,Town Hall,Residential and others,4.9,105.2,249,569
15/5/2008,Delhi,Delhi,Town Hall,Residential and others,3.9,87.6,453,889
27/5/2008,Delhi,Delhi,Town Hall,Residential and others,4.7,77.1,240,622
28/5/2008,Delhi,Delhi,Town Hall,Residential and others,4.4,88.5,300,674
29/5/2008,Delhi,Delhi,Town Hall,Residential and others,4.4,58.9,238,467
6/10/2008,Delhi,Delhi,Town Hall,Residential and others,5,62.2,141,277
6/11/2008,Delhi,Delhi,Town Hall,Residential and others,11,81.7,162,314
6/12/2008,Delhi,Delhi,Town Hall,Residential and others,5.5,78.6,116,260
24/6/2008,Delhi,Delhi,Town Hall,Residential and others,6.6,68.7,96,265
25/6/2008,Delhi,Delhi,Town Hall,Residential and others,NA,72.2,134,299
26/6/2008,Delhi,Delhi,Town Hall,Residential and others,2.8,73.4,165,293
27/6/2008,Delhi,Delhi,Town Hall,Residential and others,12.1,65.3,96,192
28/6/2008,Delhi,Delhi,Town Hall,Residential and others,4.8,66.5,94,199
7/1/2008,Delhi,Delhi,Town Hall,Residential and others,4.5,38.5,110,247
7/2/2008,Delhi,Delhi,Town Hall,Residential and others,3,56.8,174,361
7/3/2008,Delhi,Delhi,Town Hall,Residential and others,NA,34.6,133,405
15/7/2008,Delhi,Delhi,Town Hall,Residential and others,NA,39.3,234,432
16/7/2008,Delhi,Delhi,Town Hall,Residential and others,NA,40.1,180,515
17/7/2008,Delhi,Delhi,Town Hall,Residential and others,NA,40.5,148,441
22/7/2008,Delhi,Delhi,Town Hall,Residential and others,NA,50.7,191,365
23/7/2008,Delhi,Delhi,Town Hall,Residential and others,NA,40.7,146,375
8/5/2008,Delhi,Delhi,Town Hall,Residential and others,2.5,39.3,126,242
8/6/2008,Delhi,Delhi,Town Hall,Residential and others,NA,33.8,54,90
8/7/2008,Delhi,Delhi,Town Hall,Residential and others,NA,33.8,96,140
19/8/2008,Delhi,Delhi,Town Hall,Residential and others,NA,31.6,98,303
26/8/2008,Delhi,Delhi,Town Hall,Residential and others,NA,53.9,187,313
27/8/2008,Delhi,Delhi,Town Hall,Residential and others,NA,45.4,231,392
28/8/2008,Delhi,Delhi,Town Hall,Residential and others,NA,31.6,202,301
29/8/2008,Delhi,Delhi,Town Hall,Residential and others,NA,27.6,200,312
9/2/2008,Delhi,Delhi,Town Hall,Residential and others,NA,53.3,98,307
9/3/2008,Delhi,Delhi,Town Hall,Residential and others,4.4,66.6,161,321
9/4/2008,Delhi,Delhi,Town Hall,Residential and others,5.6,59.3,202,330
9/9/2008,Delhi,Delhi,Town Hall,Residential and others,NA,51.9,101,282
9/10/2008,Delhi,Delhi,Town Hall,Residential and others,NA,60.2,174,365
9/11/2008,Delhi,Delhi,Town Hall,Residential and others,4,50.3,139,241
16/9/2008,Delhi,Delhi,Town Hall,Residential and others,3.6,61.7,128,356
17/9/2008,Delhi,Delhi,Town Hall,Residential and others,2.4,43.9,79,161
14/10/2008,Delhi,Delhi,Town Hall,Residential and others,2.6,69.5,411,612
15/10/2008,Delhi,Delhi,Town Hall,Residential and others,4.2,66.3,397,502
16/10/2008,Delhi,Delhi,Town Hall,Residential and others,7.8,77.8,342,627
21/10/2008,Delhi,Delhi,Town Hall,Residential and others,4.6,119.5,501,789
22/10/2008,Delhi,Delhi,Town Hall,Residential and others,8.6,123.9,526,726
23/10/2008,Delhi,Delhi,Town Hall,Residential and others,8.4,86.3,495,810
29/10/2008,Delhi,Delhi,Town Hall,Residential and others,6.8,75.9,256,787
30/10/2008,Delhi,Delhi,Town Hall,Residential and others,8,65.4,320,768
11/4/2008,Delhi,Delhi,Town Hall,Residential and others,10.1,106.7,415,593
11/5/2008,Delhi,Delhi,Town Hall,Residential and others,6.7,110.5,453,635
11/6/2008,Delhi,Delhi,Town Hall,Residential and others,22.9,91,630,900
11/11/2008,Delhi,Delhi,Town Hall,Residential and others,6.1,95.3,593,812
11/12/2008,Delhi,Delhi,Town Hall,Residential and others,19.1,84.6,525,657
13/11/2008,Delhi,Delhi,Town Hall,Residential and others,15.7,81.4,400,487
18/11/2008,Delhi,Delhi,Town Hall,Residential and others,13.8,83.2,428,692
19/11/2008,Delhi,Delhi,Town Hall,Residential and others,13.5,72,326,498
12/2/2008,Delhi,Delhi,Town Hall,Residential and others,8.5,108.5,522,808
12/3/2008,Delhi,Delhi,Town Hall,Residential and others,3.6,107.1,482,660
12/4/2008,Delhi,Delhi,Town Hall,Residential and others,7.5,113.8,509,755
12/10/2008,Delhi,Delhi,Town Hall,Residential and others,9.4,88.6,336,553
12/11/2008,Delhi,Delhi,Town Hall,Residential and others,7.7,81,257,414
16/12/2008,Delhi,Delhi,Town Hall,Residential and others,7.3,87.7,361,510
17/12/2008,Delhi,Delhi,Town Hall,Residential and others,3.9,93.5,292,433
18/12/2008,Delhi,Delhi,Town Hall,Residential and others,3.5,72,288,597
