Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
144,September - M091996,Delhi,Delhi,NA,"Residential, Rural and other Areas",7.7,29.6,NA,184
59,September - M091996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",15.6,28.4,NA,348
56,September - M091996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12.6,19.7,NA,242
60,September - M091996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13.2,28.2,NA,257
58,September - M091996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.9,29.5,NA,285
57,September - M091996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,NA,331
55,September - M091996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.1,39.6,NA,320
145,October - M101996,Delhi,Delhi,NA,Industrial Area,30.6,51.4,NA,722
146,October - M101996,Delhi,Delhi,NA,"Residential, Rural and other Areas",13,41.2,NA,671
144,October - M101996,Delhi,Delhi,NA,"Residential, Rural and other Areas",11.8,50.6,NA,356
59,October - M101996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",18.9,34.1,NA,274
56,October - M101996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.1,26.2,NA,338
60,October - M101996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13.8,29.8,NA,345
58,October - M101996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16.5,27.2,NA,379
57,October - M101996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,21.1,42.4,NA,352
55,October - M101996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.1,38.4,NA,402
145,November - M111996,Delhi,Delhi,NA,Industrial Area,26.2,41.7,NA,850
146,November - M111996,Delhi,Delhi,NA,"Residential, Rural and other Areas",17.6,42.8,NA,712
144,November - M111996,Delhi,Delhi,NA,"Residential, Rural and other Areas",15.2,45.2,NA,412
59,November - M111996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",17.5,35.7,NA,413
55,November - M111996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.8,39.5,NA,654
57,November - M111996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,23.1,42.8,NA,387
58,November - M111996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.8,30.8,NA,357
60,November - M111996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",16.5,29.6,NA,489
56,November - M111996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.7,24.3,NA,311
145,December - M121996,Delhi,Delhi,NA,Industrial Area,19.6,53.1,NA,980
146,December - M121996,Delhi,Delhi,NA,"Residential, Rural and other Areas",30.3,62.4,NA,813
144,December - M121996,Delhi,Delhi,NA,"Residential, Rural and other Areas",15.2,40.8,NA,408
56,December - M121996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,21,22.8,NA,346
57,December - M121996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.2,43.4,NA,433
60,December - M121996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",15,28.2,NA,459
59,December - M121996,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",18.4,35.2,NA,420
55,December - M121996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,20.3,30.2,NA,612
58,December - M121996,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.7,38.1,NA,396
