Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
57,June - M061998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.6,35.4,NA,414
55,June - M061998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.9,34.6,NA,378
59,June - M061998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",20.5,33.8,NA,315
60,June - M061998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",14.9,34.1,NA,343
56,June - M061998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.6,20,NA,289
145,June - M061998,Delhi,Delhi,NA,Industrial Area,9.6,21.2,NA,444
146,June - M061998,Delhi,Delhi,NA,"Residential, Rural and other Areas",9.3,22.9,NA,310
144,June - M061998,Delhi,Delhi,NA,"Residential, Rural and other Areas",7.7,27.6,NA,358
58,July - M071998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19.8,25.8,NA,374
55,July - M071998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.1,35,NA,297
59,July - M071998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",17.7,31.7,NA,276
60,July - M071998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13,32.3,NA,277
56,July - M071998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16.1,17.5,NA,343
57,July - M071998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.5,31.3,NA,311
145,July - M071998,Delhi,Delhi,NA,Industrial Area,8.3,26.5,NA,281
146,July - M071998,Delhi,Delhi,NA,"Residential, Rural and other Areas",8.6,28,NA,211
144,July - M071998,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,18.5,NA,196
56,August - M081998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.6,19.4,NA,293
60,August - M081998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12.8,30.8,NA,315
59,August - M081998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",22.1,34.5,NA,333
55,August - M081998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.6,36.2,NA,246
57,August - M081998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.5,31.5,NA,316
58,August - M081998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11.7,19.8,NA,285
145,August - M081998,Delhi,Delhi,NA,Industrial Area,10.9,29.2,NA,316
146,August - M081998,Delhi,Delhi,NA,"Residential, Rural and other Areas",6.5,26.9,NA,178
144,August - M081998,Delhi,Delhi,NA,"Residential, Rural and other Areas",7.1,20,NA,201
56,September - M091998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17,19.6,NA,291
60,September - M091998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",14.4,22,NA,355
59,September - M091998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",17.9,32.3,NA,291
55,September - M091998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.5,32.2,NA,271
57,September - M091998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,22.1,40.8,NA,332
58,September - M091998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.3,20.8,NA,341
145,September - M091998,Delhi,Delhi,NA,Industrial Area,10.5,27.7,NA,262
146,September - M091998,Delhi,Delhi,NA,"Residential, Rural and other Areas",8.9,31,NA,222
144,September - M091998,Delhi,Delhi,NA,"Residential, Rural and other Areas",6,22.1,NA,126
56,October - M101998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17.4,26.9,NA,372
55,October - M101998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15.3,34.1,NA,407
60,October - M101998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",22.7,16.9,NA,453
59,October - M101998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",15.2,22.3,NA,513
58,October - M101998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,18.1,22.7,NA,382
57,October - M101998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,25.7,44,NA,465
145,October - M101998,Delhi,Delhi,NA,Industrial Area,13.9,47.5,NA,675
146,October - M101998,Delhi,Delhi,NA,"Residential, Rural and other Areas",11.9,53.9,NA,473
144,October - M101998,Delhi,Delhi,NA,"Residential, Rural and other Areas",6.6,41.9,NA,371
58,November - M111998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,20.7,24.3,NA,413
56,November - M111998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.9,25.7,NA,377
60,November - M111998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",17.1,19.9,NA,356
59,November - M111998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",17.7,28.2,NA,248
55,November - M111998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16.5,33.9,NA,453
57,November - M111998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,24.7,43.7,NA,515
145,November - M111998,Delhi,Delhi,NA,Industrial Area,20,61.6,NA,895
146,November - M111998,Delhi,Delhi,NA,"Residential, Rural and other Areas",14.5,85.1,NA,774
144,November - M111998,Delhi,Delhi,NA,"Residential, Rural and other Areas",9,67.2,NA,553
60,December - M121998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",20,25.3,NA,428
55,December - M121998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.1,33.2,NA,486
57,December - M121998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,25,47.5,NA,497
59,December - M121998,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",19.7,33.2,NA,356
56,December - M121998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13.4,21.8,NA,320
58,December - M121998,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14.9,16.7,NA,596
