Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
16-08-05,Delhi,Delhi,BSZ Marg,Residential and others,9,86,149,290
17-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,73,144,316
18-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,77,115,390
19-08-05,Delhi,Delhi,BSZ Marg,Residential and others,9,77,163,368
20-08-05,Delhi,Delhi,BSZ Marg,Residential and others,9,86,101,220
21-08-05,Delhi,Delhi,BSZ Marg,Residential and others,9,67,92,389
22-08-05,Delhi,Delhi,BSZ Marg,Residential and others,9,81,153,364
23-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,59,137,350
24-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,60,276,385
25-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,71,235,567
26-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,60,197,439
27-08-05,Delhi,Delhi,BSZ Marg,Residential and others,7,64,276,410
28-08-05,Delhi,Delhi,BSZ Marg,Residential and others,6,52,192,493
29-08-05,Delhi,Delhi,BSZ Marg,Residential and others,6,55,176,387
30-08-05,Delhi,Delhi,BSZ Marg,Residential and others,6,49,148,406
31-08-05,Delhi,Delhi,BSZ Marg,Residential and others,6,56,180,449
9/1/2005,Delhi,Delhi,BSZ Marg,Residential and others,6,61,152,506
9/2/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,76,159,450
9/3/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,74,130,426
9/4/2005,Delhi,Delhi,BSZ Marg,Residential and others,11,75,156,428
9/5/2005,Delhi,Delhi,BSZ Marg,Residential and others,10,74,100,407
9/6/2005,Delhi,Delhi,BSZ Marg,Residential and others,11,67,152,511
9/7/2005,Delhi,Delhi,BSZ Marg,Residential and others,15,82,192,497
9/8/2005,Delhi,Delhi,BSZ Marg,Residential and others,14,69,146,424
6/11/2005,Delhi,Delhi,DCE,Residential and others,12.3,28.2,NA,NA
6/12/2005,Delhi,Delhi,DCE,Residential and others,4.8,16.8,NA,NA
13-06-05,Delhi,Delhi,DCE,Residential and others,8.5,15.9,NA,NA
14-06-05,Delhi,Delhi,DCE,Residential and others,NA,25.5,NA,NA
15-06-05,Delhi,Delhi,DCE,Residential and others,11.8,22.2,NA,NA
16-06-05,Delhi,Delhi,DCE,Residential and others,16.7,25,NA,NA
17-06-05,Delhi,Delhi,DCE,Residential and others,17.5,32.8,NA,NA
18-06-05,Delhi,Delhi,DCE,Residential and others,11.5,NA,NA,NA
19-06-05,Delhi,Delhi,DCE,Residential and others,7.9,30.1,NA,NA
20-06-05,Delhi,Delhi,DCE,Residential and others,6.3,17.7,NA,NA
21-06-05,Delhi,Delhi,DCE,Residential and others,NA,26.8,NA,NA
22-06-05,Delhi,Delhi,DCE,Residential and others,NA,22.3,NA,NA
23-06-05,Delhi,Delhi,DCE,Residential and others,NA,22.5,NA,NA
24-06-05,Delhi,Delhi,DCE,Residential and others,7.7,18.9,NA,NA
25-06-05,Delhi,Delhi,DCE,Residential and others,NA,18.8,NA,NA
26-06-05,Delhi,Delhi,DCE,Residential and others,NA,16.8,NA,NA
27-06-05,Delhi,Delhi,DCE,Residential and others,NA,15.3,NA,NA
28-06-05,Delhi,Delhi,DCE,Residential and others,NA,17.5,NA,NA
30-06-05,Delhi,Delhi,DCE,Residential and others,7.7,13.6,NA,NA
7/1/2005,Delhi,Delhi,DCE,Residential and others,5.4,13.1,NA,NA
7/2/2005,Delhi,Delhi,DCE,Residential and others,NA,36,NA,NA
7/3/2005,Delhi,Delhi,DCE,Residential and others,NA,29.9,NA,NA
7/4/2005,Delhi,Delhi,DCE,Residential and others,NA,23,NA,NA
7/5/2005,Delhi,Delhi,DCE,Residential and others,5.1,29.1,NA,NA
7/6/2005,Delhi,Delhi,DCE,Residential and others,NA,13,NA,NA
7/7/2005,Delhi,Delhi,DCE,Residential and others,NA,33.3,NA,NA
1/5/2005,Delhi,Delhi,Janakpuri,Residential and others,8,39,93,216
1/10/2005,Delhi,Delhi,Janakpuri,Residential and others,8,31,152,234
13-01-05,Delhi,Delhi,Janakpuri,Residential and others,10,40,119,234
18-01-05,Delhi,Delhi,Janakpuri,Residential and others,8,36,77,179
28-01-05,Delhi,Delhi,Janakpuri,Residential and others,8,50,128,240
2/3/2005,Delhi,Delhi,Janakpuri,Residential and others,9,53,82,207
2/8/2005,Delhi,Delhi,Janakpuri,Residential and others,9,54,57,174
2/11/2005,Delhi,Delhi,Janakpuri,Residential and others,9,50,78,332
16-02-05,Delhi,Delhi,Janakpuri,Residential and others,11,53,112,220
21-02-05,Delhi,Delhi,Janakpuri,Residential and others,11,47,45,135
24-02-05,Delhi,Delhi,Janakpuri,Residential and others,10,54,76,242
3/2/2005,Delhi,Delhi,Janakpuri,Residential and others,10,47,127,285
3/7/2005,Delhi,Delhi,Janakpuri,Residential and others,10,46,188,641
3/11/2005,Delhi,Delhi,Janakpuri,Residential and others,11,57,123,207
16-03-05,Delhi,Delhi,Janakpuri,Residential and others,9,47,227,278
21-03-05,Delhi,Delhi,Janakpuri,Residential and others,11,50,170,311
24-03-05,Delhi,Delhi,Janakpuri,Residential and others,11,58,83,175
30-03-05,Delhi,Delhi,Janakpuri,Residential and others,13,55,142,230
4/5/2005,Delhi,Delhi,Janakpuri,Residential and others,10,53,153,288
4/8/2005,Delhi,Delhi,Janakpuri,Residential and others,9,48,316,582
19-04-05,Delhi,Delhi,Janakpuri,Residential and others,12,49,197,NA
21-04-05,Delhi,Delhi,Janakpuri,Residential and others,9,55,NA,260
5/3/2005,Delhi,Delhi,Janakpuri,Residential and others,11,46,84,232
5/6/2005,Delhi,Delhi,Janakpuri,Residential and others,10,54,163,372
5/11/2005,Delhi,Delhi,Janakpuri,Residential and others,9,44,136,262
16-05-05,Delhi,Delhi,Janakpuri,Residential and others,12,51,66,196
19-05-05,Delhi,Delhi,Janakpuri,Residential and others,12,45,90,161
25-05-05,Delhi,Delhi,Janakpuri,Residential and others,8,46,79,298
30-05-05,Delhi,Delhi,Janakpuri,Residential and others,10,40,61,144
6/3/2005,Delhi,Delhi,Janakpuri,Residential and others,10,41,175,575
6/8/2005,Delhi,Delhi,Janakpuri,Residential and others,9,42,191,572
13-06-05,Delhi,Delhi,Janakpuri,Residential and others,11,36,140,345
16-06-05,Delhi,Delhi,Janakpuri,Residential and others,9,39,136,265
21-06-05,Delhi,Delhi,Janakpuri,Residential and others,7,40,146,256
24-06-05,Delhi,Delhi,Janakpuri,Residential and others,8,45,77,275
29-06-05,Delhi,Delhi,Janakpuri,Residential and others,8,39,117,177
7/5/2005,Delhi,Delhi,Janakpuri,Residential and others,11,35,202,328
7/8/2005,Delhi,Delhi,Janakpuri,Residential and others,9,47,108,173
8/4/2005,Delhi,Delhi,Janakpuri,Residential and others,12,56,83,232
8/9/2005,Delhi,Delhi,Janakpuri,Residential and others,9,46,112,306
8/12/2005,Delhi,Delhi,Janakpuri,Residential and others,10,40,148,427
18-08-05,Delhi,Delhi,Janakpuri,Residential and others,12,55,51,239
23-08-05,Delhi,Delhi,Janakpuri,Residential and others,12,52,87,368
26-08-05,Delhi,Delhi,Janakpuri,Residential and others,11,52,163,403
9/1/2005,Delhi,Delhi,Janakpuri,Residential and others,11,46,107,325
9/6/2005,Delhi,Delhi,Janakpuri,Residential and others,10,51,163,235
9/9/2005,Delhi,Delhi,Janakpuri,Residential and others,9,40,96,237
14-09-05,Delhi,Delhi,Janakpuri,Residential and others,11,44,86,198
19-09-05,Delhi,Delhi,Janakpuri,Residential and others,10,39,63,150
22-09-05,Delhi,Delhi,Janakpuri,Residential and others,9,41,71,118
27-09-05,Delhi,Delhi,Janakpuri,Residential and others,8,27,90,521
10/3/2005,Delhi,Delhi,Janakpuri,Residential and others,12,55,116,233
10/6/2005,Delhi,Delhi,Janakpuri,Residential and others,10,59,80,288
13-10-05,Delhi,Delhi,Janakpuri,Residential and others,13,60,109,236
18-10-05,Delhi,Delhi,Janakpuri,Residential and others,12,62,96,NA
21-10-05,Delhi,Delhi,Janakpuri,Residential and others,11,54,92,145
26-10-05,Delhi,Delhi,Janakpuri,Residential and others,13,56,117,355
1/7/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,69,192,287
1/8/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,85.3,250,376
1/11/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,78.1,219,346
1/12/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,82.7,223,356
21-01-05,Delhi,Delhi,N.Y. School,Residential and others,7.3,79.6,221,356
22-01-05,Delhi,Delhi,N.Y. School,Residential and others,5.3,40.8,130,178
28-01-05,Delhi,Delhi,N.Y. School,Residential and others,6.6,63.6,93,178
29-01-05,Delhi,Delhi,N.Y. School,Residential and others,3.1,70.7,113,190
2/1/2005,Delhi,Delhi,N.Y. School,Residential and others,2.4,76.6,138,240
2/2/2005,Delhi,Delhi,N.Y. School,Residential and others,5.5,94.8,174,262
2/11/2005,Delhi,Delhi,N.Y. School,Residential and others,2.4,83.8,169,264
2/12/2005,Delhi,Delhi,N.Y. School,Residential and others,2.8,77.8,104,212
15-02-05,Delhi,Delhi,N.Y. School,Residential and others,NA,77.3,99,263
16-02-05,Delhi,Delhi,N.Y. School,Residential and others,NA,64.2,113,232
25-02-05,Delhi,Delhi,N.Y. School,Residential and others,NA,84.6,109,235
26-02-05,Delhi,Delhi,N.Y. School,Residential and others,NA,76.2,103,222
3/11/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,53.2,76,149
3/12/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,53.3,116,198
15-03-05,Delhi,Delhi,N.Y. School,Residential and others,3.7,22.2,138,255
16-03-05,Delhi,Delhi,N.Y. School,Residential and others,7.3,26.5,166,286
21-03-05,Delhi,Delhi,N.Y. School,Residential and others,3.4,38.2,63,119
22-03-05,Delhi,Delhi,N.Y. School,Residential and others,9.3,60.8,81,167
29-03-05,Delhi,Delhi,N.Y. School,Residential and others,12.4,32.9,101,313
30-03-05,Delhi,Delhi,N.Y. School,Residential and others,NA,32.3,68,196
5/3/2005,Delhi,Delhi,N.Y. School,Residential and others,5.6,34.1,94,388
5/4/2005,Delhi,Delhi,N.Y. School,Residential and others,5.3,32.6,68,255
5/10/2005,Delhi,Delhi,N.Y. School,Residential and others,9.2,42.3,82,287
17-05-05,Delhi,Delhi,N.Y. School,Residential and others,2.6,61.5,187,580
18-05-05,Delhi,Delhi,N.Y. School,Residential and others,6.3,40.7,123,357
24-05-05,Delhi,Delhi,N.Y. School,Residential and others,6.2,81.1,130,402
25-05-05,Delhi,Delhi,N.Y. School,Residential and others,12.4,60.9,130,382
6/11/2005,Delhi,Delhi,N.Y. School,Residential and others,4.9,26.6,NA,NA
7/12/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,50.3,96,143
13-07-05,Delhi,Delhi,N.Y. School,Residential and others,NA,43.9,36,82
15-07-05,Delhi,Delhi,N.Y. School,Residential and others,2.4,24.5,33,72
16-07-05,Delhi,Delhi,N.Y. School,Residential and others,2.6,19.9,42,73
22-07-05,Delhi,Delhi,N.Y. School,Residential and others,NA,24.9,117,258
23-07-05,Delhi,Delhi,N.Y. School,Residential and others,6.3,25.2,74,215
29-07-05,Delhi,Delhi,N.Y. School,Residential and others,8,29.8,55,103
30-07-05,Delhi,Delhi,N.Y. School,Residential and others,13.5,47.2,76,149
8/2/2005,Delhi,Delhi,N.Y. School,Residential and others,3,31.4,40,135
8/3/2005,Delhi,Delhi,N.Y. School,Residential and others,2.4,28.3,53,134
8/9/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,24.8,64,229
8/10/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,22.4,77,270
19-08-05,Delhi,Delhi,N.Y. School,Residential and others,NA,23,54,143
20-08-05,Delhi,Delhi,N.Y. School,Residential and others,NA,22.3,32,159
29-08-05,Delhi,Delhi,N.Y. School,Residential and others,NA,21.2,50,289
30-08-05,Delhi,Delhi,N.Y. School,Residential and others,NA,26.6,55,329
9/2/2005,Delhi,Delhi,N.Y. School,Residential and others,6.9,29.3,109,329
9/3/2005,Delhi,Delhi,N.Y. School,Residential and others,4.8,31.2,84,256
9/6/2005,Delhi,Delhi,N.Y. School,Residential and others,6.3,25.5,74,176
9/7/2005,Delhi,Delhi,N.Y. School,Residential and others,NA,23,33,137
13-09-05,Delhi,Delhi,N.Y. School,Residential and others,2.5,20.6,38,94
14-09-05,Delhi,Delhi,N.Y. School,Residential and others,8.7,19.3,26,62
27-09-05,Delhi,Delhi,N.Y. School,Residential and others,4.3,31.5,63,229
28-09-05,Delhi,Delhi,N.Y. School,Residential and others,NA,26.2,53,209
10/4/2005,Delhi,Delhi,N.Y. School,Residential and others,3.2,50.7,115,328
10/5/2005,Delhi,Delhi,N.Y. School,Residential and others,2.9,50.9,115,419
10/10/2005,Delhi,Delhi,N.Y. School,Residential and others,4.1,50.9,139,339
10/11/2005,Delhi,Delhi,N.Y. School,Residential and others,5.4,43,93,291
18-10-05,Delhi,Delhi,N.Y. School,Residential and others,3.5,82.1,170,401
19-10-05,Delhi,Delhi,N.Y. School,Residential and others,3.4,60.2,140,349
25-10-05,Delhi,Delhi,N.Y. School,Residential and others,6.4,79.2,216,536
26-10-05,Delhi,Delhi,N.Y. School,Residential and others,9,66.3,164,465
11/3/2005,Delhi,Delhi,N.Y. School,Residential and others,4.9,44,94,240
11/4/2005,Delhi,Delhi,N.Y. School,Residential and others,4.3,61,170,394
11/11/2005,Delhi,Delhi,N.Y. School,Residential and others,15.8,99.4,198,538
11/12/2005,Delhi,Delhi,N.Y. School,Residential and others,9.4,77.3,134,451
14-11-05,Delhi,Delhi,N.Y. School,Residential and others,5.6,52.4,173,398
15-11-05,Delhi,Delhi,N.Y. School,Residential and others,7.4,58.4,131,390
22-11-05,Delhi,Delhi,N.Y. School,Residential and others,9.2,96.6,245,543
23-11-05,Delhi,Delhi,N.Y. School,Residential and others,8,78.7,221,515
12/2/2005,Delhi,Delhi,N.Y. School,Residential and others,8.9,77.2,241,527
12/3/2005,Delhi,Delhi,N.Y. School,Residential and others,11,74.5,192,472
12/6/2005,Delhi,Delhi,N.Y. School,Residential and others,7.4,97.4,288,571
12/7/2005,Delhi,Delhi,N.Y. School,Residential and others,7.4,86.7,286,574
13-12-05,Delhi,Delhi,N.Y. School,Residential and others,NA,90.7,210,517
14-12-05,Delhi,Delhi,N.Y. School,Residential and others,3.7,95,319,599
20-12-05,Delhi,Delhi,N.Y. School,Residential and others,2.6,117.2,502,835
21-12-05,Delhi,Delhi,N.Y. School,Residential and others,4.4,98.8,353,630
1/4/2005,Delhi,Delhi,Nizamuddin,Residential and others,11,44,150,554
1/7/2005,Delhi,Delhi,Nizamuddin,Residential and others,7,36,104,297
1/12/2005,Delhi,Delhi,Nizamuddin,Residential and others,7,31,190,307
17-01-05,Delhi,Delhi,Nizamuddin,Residential and others,7,29,104,228
20-01-05,Delhi,Delhi,Nizamuddin,Residential and others,8,31,105,507
27-01-05,Delhi,Delhi,Nizamuddin,Residential and others,6,31,104,274
2/2/2005,Delhi,Delhi,Nizamuddin,Residential and others,7,48,90,295
2/7/2005,Delhi,Delhi,Nizamuddin,Residential and others,6,43,63,130
2/10/2005,Delhi,Delhi,Nizamuddin,Residential and others,6,42,62,238
15-02-05,Delhi,Delhi,Nizamuddin,Residential and others,7,51,66,214
18-02-05,Delhi,Delhi,Nizamuddin,Residential and others,9,52,119,292
23-02-05,Delhi,Delhi,Nizamuddin,Residential and others,7,59,112,235
3/1/2005,Delhi,Delhi,Nizamuddin,Residential and others,10,25,100,207
3/4/2005,Delhi,Delhi,Nizamuddin,Residential and others,8,36,126,266
3/10/2005,Delhi,Delhi,Nizamuddin,Residential and others,10,53,84,170
15-03-05,Delhi,Delhi,Nizamuddin,Residential and others,10,51,93,364
18-03-05,Delhi,Delhi,Nizamuddin,Residential and others,9,51,71,245
23-03-05,Delhi,Delhi,Nizamuddin,Residential and others,9,34,78,198
29-03-05,Delhi,Delhi,Nizamuddin,Residential and others,9,52,76,202
4/4/2005,Delhi,Delhi,Nizamuddin,Residential and others,10,51,97,190
4/7/2005,Delhi,Delhi,Nizamuddin,Residential and others,11,49,182,597
4/12/2005,Delhi,Delhi,Nizamuddin,Residential and others,9,45,146,367
15-04-05,Delhi,Delhi,Nizamuddin,Residential and others,10,46,111,432
26-04-05,Delhi,Delhi,Nizamuddin,Residential and others,8,42,100,228
5/2/2005,Delhi,Delhi,Nizamuddin,Residential and others,7,41,75,267
5/5/2005,Delhi,Delhi,Nizamuddin,Residential and others,8,31,65,221
5/10/2005,Delhi,Delhi,Nizamuddin,Residential and others,6,28,71,157
13-05-05,Delhi,Delhi,Nizamuddin,Residential and others,9,45,139,329
18-05-05,Delhi,Delhi,Nizamuddin,Residential and others,8,37,175,353
24-05-05,Delhi,Delhi,Nizamuddin,Residential and others,9,26,108,194
27-05-05,Delhi,Delhi,Nizamuddin,Residential and others,7,25,63,156
6/2/2005,Delhi,Delhi,Nizamuddin,Residential and others,8,48,103,221
6/7/2005,Delhi,Delhi,Nizamuddin,Residential and others,8,51,90,197
6/10/2005,Delhi,Delhi,Nizamuddin,Residential and others,9,44,53,254
15-06-05,Delhi,Delhi,Nizamuddin,Residential and others,8,41,96,318
20-06-05,Delhi,Delhi,Nizamuddin,Residential and others,9,41,91,235
23-06-05,Delhi,Delhi,Nizamuddin,Residential and others,9,47,86,216
28-06-05,Delhi,Delhi,Nizamuddin,Residential and others,8,39,53,223
7/4/2005,Delhi,Delhi,Nizamuddin,Residential and others,9,37,82,153
7/7/2005,Delhi,Delhi,Nizamuddin,Residential and others,9,47,53,111
7/12/2005,Delhi,Delhi,Nizamuddin,Residential and others,11,43,37,97
15-07-05,Delhi,Delhi,Nizamuddin,Residential and others,9,38,50,99
20-07-05,Delhi,Delhi,Nizamuddin,Residential and others,10,44,66,140
25-07-05,Delhi,Delhi,Nizamuddin,Residential and others,10,44,83,128
28-07-05,Delhi,Delhi,Nizamuddin,Residential and others,9,36,63,155
8/3/2005,Delhi,Delhi,Nizamuddin,Residential and others,10,54,60,106
8/8/2005,Delhi,Delhi,Nizamuddin,Residential and others,11,52,50,208
8/11/2005,Delhi,Delhi,Nizamuddin,Residential and others,11,48,70,222
17-08-05,Delhi,Delhi,Nizamuddin,Residential and others,9,54,82,257
22-08-05,Delhi,Delhi,Nizamuddin,Residential and others,11,58,73,149
25-08-05,Delhi,Delhi,Nizamuddin,Residential and others,12,57,106,260
30-08-05,Delhi,Delhi,Nizamuddin,Residential and others,11,46,90,215
9/5/2005,Delhi,Delhi,Nizamuddin,Residential and others,9,39,68,157
9/8/2005,Delhi,Delhi,Nizamuddin,Residential and others,9,37,52,162
13-09-05,Delhi,Delhi,Nizamuddin,Residential and others,10,40,50,151
21-09-05,Delhi,Delhi,Nizamuddin,Residential and others,11,50,63,151
26-09-05,Delhi,Delhi,Nizamuddin,Residential and others,11,51,104,246
29-09-05,Delhi,Delhi,Nizamuddin,Residential and others,9,48,85,240
10/5/2005,Delhi,Delhi,Nizamuddin,Residential and others,13,53,116,399
10/10/2005,Delhi,Delhi,Nizamuddin,Residential and others,11,44,69,221
17-10-05,Delhi,Delhi,Nizamuddin,Residential and others,9,43,164,462
20-10-05,Delhi,Delhi,Nizamuddin,Residential and others,13,49,138,305
25-10-05,Delhi,Delhi,Nizamuddin,Residential and others,12,57,142,354
28-10-05,Delhi,Delhi,Nizamuddin,Residential and others,13,50,224,368
1/6/2005,Delhi,Delhi,Siri Fort,Residential and others,8,35,134,309
1/11/2005,Delhi,Delhi,Siri Fort,Residential and others,7,38,114,306
14-01-05,Delhi,Delhi,Siri Fort,Residential and others,7,36,156,360
19-01-05,Delhi,Delhi,Siri Fort,Residential and others,6,28,104,481
25-01-05,Delhi,Delhi,Siri Fort,Residential and others,5,21,NA,209
2/1/2005,Delhi,Delhi,Siri Fort,Residential and others,10,26,NA,305
2/4/2005,Delhi,Delhi,Siri Fort,Residential and others,11,28,88,265
2/9/2005,Delhi,Delhi,Siri Fort,Residential and others,10,27,77,218
14-02-05,Delhi,Delhi,Siri Fort,Residential and others,9,27,80,215
17-02-05,Delhi,Delhi,Siri Fort,Residential and others,13,36,124,259
22-02-05,Delhi,Delhi,Siri Fort,Residential and others,13,42,66,307
25-02-05,Delhi,Delhi,Siri Fort,Residential and others,8,30,82,306
3/3/2005,Delhi,Delhi,Siri Fort,Residential and others,14,42,209,708
3/9/2005,Delhi,Delhi,Siri Fort,Residential and others,7,24,49,213
14-03-05,Delhi,Delhi,Siri Fort,Residential and others,9,31,58,226
17-03-05,Delhi,Delhi,Siri Fort,Residential and others,10,35,58,285
22-03-05,Delhi,Delhi,Siri Fort,Residential and others,6,21,46,194
28-03-05,Delhi,Delhi,Siri Fort,Residential and others,9,35,136,338
4/1/2005,Delhi,Delhi,Siri Fort,Residential and others,8,44,148,302
4/6/2005,Delhi,Delhi,Siri Fort,Residential and others,9,38,66,293
4/11/2005,Delhi,Delhi,Siri Fort,Residential and others,12,44,163,571
20-04-05,Delhi,Delhi,Siri Fort,Residential and others,9,32,121,343
25-04-05,Delhi,Delhi,Siri Fort,Residential and others,7,26,102,253
28-04-05,Delhi,Delhi,Siri Fort,Residential and others,9,32,98,281
5/4/2005,Delhi,Delhi,Siri Fort,Residential and others,9,33,96,290
5/9/2005,Delhi,Delhi,Siri Fort,Residential and others,9,32,57,244
5/12/2005,Delhi,Delhi,Siri Fort,Residential and others,8,27,64,239
17-05-05,Delhi,Delhi,Siri Fort,Residential and others,9,36,147,411
20-05-05,Delhi,Delhi,Siri Fort,Residential and others,7,30,79,280
26-05-05,Delhi,Delhi,Siri Fort,Residential and others,7,43,106,407
6/1/2005,Delhi,Delhi,Siri Fort,Residential and others,10,35,93,416
6/6/2005,Delhi,Delhi,Siri Fort,Residential and others,10,41,134,581
6/9/2005,Delhi,Delhi,Siri Fort,Residential and others,8,34,107,373
14-06-05,Delhi,Delhi,Siri Fort,Residential and others,9,31,179,366
17-06-05,Delhi,Delhi,Siri Fort,Residential and others,9,36,140,411
22-06-05,Delhi,Delhi,Siri Fort,Residential and others,10,36,85,317
27-06-05,Delhi,Delhi,Siri Fort,Residential and others,7,30,58,184
7/1/2005,Delhi,Delhi,Siri Fort,Residential and others,7,31,77,239
7/6/2005,Delhi,Delhi,Siri Fort,Residential and others,6,23,78,158
7/11/2005,Delhi,Delhi,Siri Fort,Residential and others,7,24,41,64
14-07-05,Delhi,Delhi,Siri Fort,Residential and others,5,17,31,87
19-07-05,Delhi,Delhi,Siri Fort,Residential and others,9,33,50,290
22-07-05,Delhi,Delhi,Siri Fort,Residential and others,13,42,109,515
27-07-05,Delhi,Delhi,Siri Fort,Residential and others,9,31,56,180
8/2/2005,Delhi,Delhi,Siri Fort,Residential and others,4,23,69,NA
8/5/2005,Delhi,Delhi,Siri Fort,Residential and others,6,26,41,139
8/10/2005,Delhi,Delhi,Siri Fort,Residential and others,7,32,61,201
16-08-05,Delhi,Delhi,Siri Fort,Residential and others,8,33,58,171
19-08-05,Delhi,Delhi,Siri Fort,Residential and others,9,37,45,227
24-08-05,Delhi,Delhi,Siri Fort,Residential and others,9,39,108,329
29-08-05,Delhi,Delhi,Siri Fort,Residential and others,8,34,75,324
9/2/2005,Delhi,Delhi,Siri Fort,Residential and others,6,29,89,274
9/7/2005,Delhi,Delhi,Siri Fort,Residential and others,5,27,45,151
20-09-05,Delhi,Delhi,Siri Fort,Residential and others,7,27,56,175
23-09-05,Delhi,Delhi,Siri Fort,Residential and others,4,18,56,122
28-09-05,Delhi,Delhi,Siri Fort,Residential and others,7,28,71,237
10/4/2005,Delhi,Delhi,Siri Fort,Residential and others,6,35,51,282
10/7/2005,Delhi,Delhi,Siri Fort,Residential and others,6,25,79,238
14-10-05,Delhi,Delhi,Siri Fort,Residential and others,12,42,145,400
24-10-05,Delhi,Delhi,Siri Fort,Residential and others,9,48,201,611
27-10-05,Delhi,Delhi,Siri Fort,Residential and others,8,38,148,419
1/5/2005,Delhi,Delhi,Town Hall,Residential and others,3.7,104.4,191,428
1/11/2005,Delhi,Delhi,Town Hall,Residential and others,4.7,120.3,244,536
1/12/2005,Delhi,Delhi,Town Hall,Residential and others,NA,51.2,281,471
18-01-05,Delhi,Delhi,Town Hall,Residential and others,NA,62.3,300,519
19-01-05,Delhi,Delhi,Town Hall,Residential and others,NA,128.5,242,489
28-01-05,Delhi,Delhi,Town Hall,Residential and others,NA,118.5,223,420
29-01-05,Delhi,Delhi,Town Hall,Residential and others,9.7,79.5,115,272
2/1/2005,Delhi,Delhi,Town Hall,Residential and others,12.2,75.4,126,266
2/2/2005,Delhi,Delhi,Town Hall,Residential and others,6.9,94.4,154,350
2/8/2005,Delhi,Delhi,Town Hall,Residential and others,7.4,101.8,185,387
2/9/2005,Delhi,Delhi,Town Hall,Residential and others,13.8,96.1,126,263
15-02-05,Delhi,Delhi,Town Hall,Residential and others,7,79.3,160,381
16-02-05,Delhi,Delhi,Town Hall,Residential and others,2.4,74.6,139,345
22-02-05,Delhi,Delhi,Town Hall,Residential and others,NA,63.8,136,311
23-02-05,Delhi,Delhi,Town Hall,Residential and others,2.4,63.3,57,289
3/1/2005,Delhi,Delhi,Town Hall,Residential and others,NA,52,125,300
3/2/2005,Delhi,Delhi,Town Hall,Residential and others,8.2,51.5,93,268
3/9/2005,Delhi,Delhi,Town Hall,Residential and others,7,58.1,97,269
3/10/2005,Delhi,Delhi,Town Hall,Residential and others,6.4,46.8,91,182
15-03-05,Delhi,Delhi,Town Hall,Residential and others,3,51.3,141,283
16-03-05,Delhi,Delhi,Town Hall,Residential and others,8,27.8,179,423
21-03-05,Delhi,Delhi,Town Hall,Residential and others,11.8,22.6,179,391
22-03-05,Delhi,Delhi,Town Hall,Residential and others,6.6,45.6,71,203
4/5/2005,Delhi,Delhi,Town Hall,Residential and others,12.3,55.4,131,328
4/6/2005,Delhi,Delhi,Town Hall,Residential and others,18.5,90,143,546
4/12/2005,Delhi,Delhi,Town Hall,Residential and others,16,61.7,125,524
13-04-05,Delhi,Delhi,Town Hall,Residential and others,15.2,57.8,141,524
19-04-05,Delhi,Delhi,Town Hall,Residential and others,16.7,62,173,754
20-04-05,Delhi,Delhi,Town Hall,Residential and others,19.2,96.5,274,909
26-04-05,Delhi,Delhi,Town Hall,Residential and others,18.5,100.5,389,619
27-04-05,Delhi,Delhi,Town Hall,Residential and others,16,70.5,112,467
5/3/2005,Delhi,Delhi,Town Hall,Residential and others,9.7,42.8,112,442
5/4/2005,Delhi,Delhi,Town Hall,Residential and others,10.4,44.7,91,332
18-05-05,Delhi,Delhi,Town Hall,Residential and others,10.4,61.2,110,564
19-05-05,Delhi,Delhi,Town Hall,Residential and others,12,66.2,127,659
24-05-05,Delhi,Delhi,Town Hall,Residential and others,5.7,81.7,130,597
25-05-05,Delhi,Delhi,Town Hall,Residential and others,10.3,79.3,134,599
28-05-05,Delhi,Delhi,Town Hall,Residential and others,NA,58.8,123,617
29-05-05,Delhi,Delhi,Town Hall,Residential and others,NA,52.6,125,685
6/1/2005,Delhi,Delhi,Town Hall,Residential and others,2.7,43.5,113,511
6/2/2005,Delhi,Delhi,Town Hall,Residential and others,4.2,37.7,139,816
6/7/2005,Delhi,Delhi,Town Hall,Residential and others,4.5,53.3,177,817
6/8/2005,Delhi,Delhi,Town Hall,Residential and others,2.3,45.3,191,834
14-06-05,Delhi,Delhi,Town Hall,Residential and others,3.2,47.2,179,710
15-06-05,Delhi,Delhi,Town Hall,Residential and others,4,40,154,700
21-06-05,Delhi,Delhi,Town Hall,Residential and others,3.3,42.8,139,722
