Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
15-07-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,6.2,39,48,133
16-07-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,15.7,29.5,45,149
19-07-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.3,26.9,156,502
20-07-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.7,33.2,171,665
26-07-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,6.1,35.5,89,264
27-07-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,28.6,62,147
8/2/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.5,33.5,64,208
8/3/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,35.3,68,171
8/9/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.8,25.8,93,429
8/10/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,8.7,21.6,145,492
22-08-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,13.3,24.1,105,445
23-08-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,12.6,30.4,85,460
26-08-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.7,19.8,88,431
27-08-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.8,24,59,381
9/6/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.6,34.1,59,162
9/7/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,34.9,51,169
13-09-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,3.4,34,59,133
14-09-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.7,24.1,75,149
20-09-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,12.6,37.1,147,302
21-09-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,5.6,21.1,87,174
27-09-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.8,24.4,121,454
28-09-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16,23.9,142,526
10/4/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,28.5,50.8,237,681
10/5/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,19.1,49.6,248,797
14-10-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.3,63.7,324,695
15-10-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.6,65.5,231,500
18-10-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22.8,88.5,310,647
19-10-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,14.7,72,214,503
28-10-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,19.8,64.5,322,780
29-10-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.5,49,320,754
11/3/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.1,50.9,259,439
11/4/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,21.8,57.5,335,607
11/8/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,17.8,44.1,466,910
11/9/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,19.5,39.5,437,772
25-11-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,17.5,102.1,364,859
26-11-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,20.2,97.1,312,645
28-11-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.5,87.8,340,788
29-11-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,19.2,45.6,314,746
12/9/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,20.9,92,530,912
12/10/2005,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.1,80.7,425,925
13-12-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,9.5,65.1,458,743
14-12-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,12.7,69.6,529,896
20-12-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,11.2,106.2,664,1104
21-12-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,17.5,110.4,602,1068
27-12-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,20.2,98,543,717
28-12-05,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22,95.5,711,1036
1/5/2005,Delhi,Delhi,Shahdara,Industrial Areas,11,36,165,261
1/10/2005,Delhi,Delhi,Shahdara,Industrial Areas,8,31,152,234
13-01-05,Delhi,Delhi,Shahdara,Industrial Areas,9,33,121,258
18-01-05,Delhi,Delhi,Shahdara,Industrial Areas,8,33,113,191
24-01-05,Delhi,Delhi,Shahdara,Industrial Areas,8,29,64,135
28-01-05,Delhi,Delhi,Shahdara,Industrial Areas,9,30,73,145
2/3/2005,Delhi,Delhi,Shahdara,Industrial Areas,11,36,135,249
2/8/2005,Delhi,Delhi,Shahdara,Industrial Areas,9,27,80,173
2/11/2005,Delhi,Delhi,Shahdara,Industrial Areas,11,35,128,270
16-02-05,Delhi,Delhi,Shahdara,Industrial Areas,11,28,142,207
21-02-05,Delhi,Delhi,Shahdara,Industrial Areas,9,32,181,232
24-02-05,Delhi,Delhi,Shahdara,Industrial Areas,10,40,148,217
3/2/2005,Delhi,Delhi,Shahdara,Industrial Areas,7,25,71,195
3/7/2005,Delhi,Delhi,Shahdara,Industrial Areas,10,34,137,298
3/11/2005,Delhi,Delhi,Shahdara,Industrial Areas,7,24,61,197
16-03-05,Delhi,Delhi,Shahdara,Industrial Areas,8,34,169,295
21-03-05,Delhi,Delhi,Shahdara,Industrial Areas,10,40,142,284
24-03-05,Delhi,Delhi,Shahdara,Industrial Areas,7,24,162,219
30-03-05,Delhi,Delhi,Shahdara,Industrial Areas,7,27,NA,NA
4/5/2005,Delhi,Delhi,Shahdara,Industrial Areas,7,24,167,263
4/8/2005,Delhi,Delhi,Shahdara,Industrial Areas,19,53,567,981
13-04-05,Delhi,Delhi,Shahdara,Industrial Areas,10,40,281,339
19-04-05,Delhi,Delhi,Shahdara,Industrial Areas,10,35,162,307
21-04-05,Delhi,Delhi,Shahdara,Industrial Areas,9,37,162,321
27-04-05,Delhi,Delhi,Shahdara,Industrial Areas,6,31,181,340
5/3/2005,Delhi,Delhi,Shahdara,Industrial Areas,4,25,48,183
5/6/2005,Delhi,Delhi,Shahdara,Industrial Areas,8,35,123,294
5/11/2005,Delhi,Delhi,Shahdara,Industrial Areas,7,21,99,185
16-05-05,Delhi,Delhi,Shahdara,Industrial Areas,9,38,317,488
19-05-05,Delhi,Delhi,Shahdara,Industrial Areas,8,30,215,307
25-05-05,Delhi,Delhi,Shahdara,Industrial Areas,6,26,113,221
30-05-05,Delhi,Delhi,Shahdara,Industrial Areas,7,32,135,245
6/3/2005,Delhi,Delhi,Shahdara,Industrial Areas,6,31,188,437
6/8/2005,Delhi,Delhi,Shahdara,Industrial Areas,8,32,169,269
13-06-05,Delhi,Delhi,Shahdara,Industrial Areas,9,43,NA,255
16-06-05,Delhi,Delhi,Shahdara,Industrial Areas,10,37,151,352
21-06-05,Delhi,Delhi,Shahdara,Industrial Areas,7,31,80,273
24-06-05,Delhi,Delhi,Shahdara,Industrial Areas,10,41,77,232
29-06-05,Delhi,Delhi,Shahdara,Industrial Areas,11,40,147,294
7/5/2005,Delhi,Delhi,Shahdara,Industrial Areas,5,18,85,140
7/8/2005,Delhi,Delhi,Shahdara,Industrial Areas,7,25,111,226
13-07-05,Delhi,Delhi,Shahdara,Industrial Areas,5,20,58,97
18-07-05,Delhi,Delhi,Shahdara,Industrial Areas,9,35,103,226
21-07-05,Delhi,Delhi,Shahdara,Industrial Areas,13,49,183,673
26-07-05,Delhi,Delhi,Shahdara,Industrial Areas,7,33,63,195
8/1/2005,Delhi,Delhi,Shahdara,Industrial Areas,6,30,54,181
8/4/2005,Delhi,Delhi,Shahdara,Industrial Areas,8,29,77,238
8/9/2005,Delhi,Delhi,Shahdara,Industrial Areas,8,29,74,230
8/12/2005,Delhi,Delhi,Shahdara,Industrial Areas,9,35,115,311
18-08-05,Delhi,Delhi,Shahdara,Industrial Areas,11,35,75,274
23-08-05,Delhi,Delhi,Shahdara,Industrial Areas,7,31,71,217
26-08-05,Delhi,Delhi,Shahdara,Industrial Areas,8,39,144,308
9/1/2005,Delhi,Delhi,Shahdara,Industrial Areas,10,41,97,319
9/6/2005,Delhi,Delhi,Shahdara,Industrial Areas,9,37,102,215
9/9/2005,Delhi,Delhi,Shahdara,Industrial Areas,8,30,87,244
14-09-05,Delhi,Delhi,Shahdara,Industrial Areas,8,26,61,178
19-09-05,Delhi,Delhi,Shahdara,Industrial Areas,7,30,71,175
22-09-05,Delhi,Delhi,Shahdara,Industrial Areas,9,34,61,164
27-09-05,Delhi,Delhi,Shahdara,Industrial Areas,6,28,62,183
10/3/2005,Delhi,Delhi,Shahdara,Industrial Areas,12,45,66,294
10/6/2005,Delhi,Delhi,Shahdara,Industrial Areas,12,42,126,357
13-10-05,Delhi,Delhi,Shahdara,Industrial Areas,13,49,111,311
18-10-05,Delhi,Delhi,Shahdara,Industrial Areas,9,41,122,300
21-10-05,Delhi,Delhi,Shahdara,Industrial Areas,12,51,134,373
26-10-05,Delhi,Delhi,Shahdara,Industrial Areas,17,55,259,543
1/4/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,37,126,267
1/7/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,40,154,295
1/12/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,46,106,236
17-01-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,44,161,394
20-01-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,37,102,206
27-01-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,33,110,307
2/2/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,35,106,251
2/7/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,22,95,175
2/10/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,29,85,191
15-02-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,25,71,153
18-02-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,36,137,251
23-02-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,44,110,202
3/1/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,48,103,229
3/4/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,47,107,277
3/10/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,49,65,199
18-03-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,45,84,342
23-03-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,42,102,273
29-03-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,39,138,247
4/4/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,59,103,249
4/7/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,11,68,199,NA
4/12/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,61,178,NA
19-04-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,48,77,NA
26-04-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,60,113,249
5/2/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10,63,65,262
5/5/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10,67,111,291
5/10/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10,67,105,273
13-05-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,12,72,157,570
18-05-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10,58,274,404
24-05-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,56,120,322
27-05-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,53,121,257
6/2/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,10,59,119,323
6/7/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,11,70,108,352
6/10/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,11,68,158,455
15-06-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,11,65,80,271
20-06-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,51,130,275
23-06-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,51,119,508
28-06-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,51,88,241
7/4/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,44,93,250
7/7/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,35,71,140
7/12/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,35,80,166
15-07-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,9,39,59,NA
20-07-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,37,114,NA
25-07-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,35,130,NA
28-07-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,36,96,NA
8/3/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,32,89,NA
8/8/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,33,69,NA
8/11/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,34,139,NA
17-08-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,30,86,NA
22-08-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,39,78,NA
25-08-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,42,87,305
30-08-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,46,97,234
9/5/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,41,63,233
9/8/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,39,74,183
13-09-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,27,41,139
21-09-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,30,96,201
29-09-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6,35,117,268
10/5/2005,Delhi,Delhi,Shahzada Bagh,Industrial Areas,7,39,110,448
17-10-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,46,90,255
20-10-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,8,47,160,306
25-10-05,Delhi,Delhi,Shahzada Bagh,Industrial Areas,11,66,204,512
1/3/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,42,90,218
1/6/2005,Delhi,Delhi,Ashok Vihar,Residential and others,9,54,99,213
1/11/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,47,90,287
14-01-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,47,62,223
25-01-05,Delhi,Delhi,Ashok Vihar,Residential and others,6,32,96,233
2/1/2005,Delhi,Delhi,Ashok Vihar,Residential and others,5,36,108,280
2/4/2005,Delhi,Delhi,Ashok Vihar,Residential and others,6,40,122,348
2/9/2005,Delhi,Delhi,Ashok Vihar,Residential and others,6,42,99,267
14-02-05,Delhi,Delhi,Ashok Vihar,Residential and others,5,38,74,239
17-02-05,Delhi,Delhi,Ashok Vihar,Residential and others,5,37,74,215
22-02-05,Delhi,Delhi,Ashok Vihar,Residential and others,4,33,97,234
25-02-05,Delhi,Delhi,Ashok Vihar,Residential and others,5,37,61,178
3/3/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,54,89,312
3/9/2005,Delhi,Delhi,Ashok Vihar,Residential and others,6,41,29,53
17-03-05,Delhi,Delhi,Ashok Vihar,Residential and others,7,44,59,208
22-03-05,Delhi,Delhi,Ashok Vihar,Residential and others,6,38,65,161
28-03-05,Delhi,Delhi,Ashok Vihar,Residential and others,6,49,66,245
4/1/2005,Delhi,Delhi,Ashok Vihar,Residential and others,9,61,61,165
4/6/2005,Delhi,Delhi,Ashok Vihar,Residential and others,10,65,86,349
4/11/2005,Delhi,Delhi,Ashok Vihar,Residential and others,10,72,134,388
15-04-05,Delhi,Delhi,Ashok Vihar,Residential and others,10,71,77,292
20-04-05,Delhi,Delhi,Ashok Vihar,Residential and others,10,66,60,235
25-04-05,Delhi,Delhi,Ashok Vihar,Residential and others,11,75,73,245
28-04-05,Delhi,Delhi,Ashok Vihar,Residential and others,10,71,82,290
5/4/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,50,81,275
5/9/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,59,NA,248
5/12/2005,Delhi,Delhi,Ashok Vihar,Residential and others,10,70,NA,267
17-05-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,56,NA,375
20-05-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,55,NA,296
26-05-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,58,82,319
6/1/2005,Delhi,Delhi,Ashok Vihar,Residential and others,10,63,137,319
6/6/2005,Delhi,Delhi,Ashok Vihar,Residential and others,11,69,55,364
6/9/2005,Delhi,Delhi,Ashok Vihar,Residential and others,10,62,NA,404
14-06-05,Delhi,Delhi,Ashok Vihar,Residential and others,9,57,NA,338
17-06-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,50,NA,279
22-06-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,50,NA,517
27-06-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,49,NA,265
7/1/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,44,65,NA
7/11/2005,Delhi,Delhi,Ashok Vihar,Residential and others,5,27,75,NA
19-07-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,47,89,292
22-07-05,Delhi,Delhi,Ashok Vihar,Residential and others,7,43,135,594
27-07-05,Delhi,Delhi,Ashok Vihar,Residential and others,7,40,113,197
8/2/2005,Delhi,Delhi,Ashok Vihar,Residential and others,6,36,59,136
8/5/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,47,46,170
8/10/2005,Delhi,Delhi,Ashok Vihar,Residential and others,10,56,104,231
16-08-05,Delhi,Delhi,Ashok Vihar,Residential and others,7,41,44,142
19-08-05,Delhi,Delhi,Ashok Vihar,Residential and others,7,41,94,146
24-08-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,48,103,288
29-08-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,52,128,383
9/2/2005,Delhi,Delhi,Ashok Vihar,Residential and others,7,36,72,211
9/7/2005,Delhi,Delhi,Ashok Vihar,Residential and others,6,32,50,172
15-09-05,Delhi,Delhi,Ashok Vihar,Residential and others,5,22,36,62
20-09-05,Delhi,Delhi,Ashok Vihar,Residential and others,8,43,71,152
23-09-05,Delhi,Delhi,Ashok Vihar,Residential and others,6,33,54,127
10/4/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,41,96,397
10/7/2005,Delhi,Delhi,Ashok Vihar,Residential and others,8,45,110,370
14-10-05,Delhi,Delhi,Ashok Vihar,Residential and others,9,50,121,270
19-10-05,Delhi,Delhi,Ashok Vihar,Residential and others,9,50,159,427
24-10-05,Delhi,Delhi,Ashok Vihar,Residential and others,10,59,254,653
27-10-05,Delhi,Delhi,Ashok Vihar,Residential and others,10,63,246,557
7/1/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,74,126,346
7/2/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,77,212,344
7/3/2005,Delhi,Delhi,BSZ Marg,Residential and others,6,48,243,371
7/4/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,62,204,302
7/5/2005,Delhi,Delhi,BSZ Marg,Residential and others,5,45,118,225
7/7/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,60,57,187
7/8/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,58,111,378
7/9/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,61,113,390
7/10/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,78,103,399
7/11/2005,Delhi,Delhi,BSZ Marg,Residential and others,5,57,106,286
7/12/2005,Delhi,Delhi,BSZ Marg,Residential and others,6,53,81,164
13-07-05,Delhi,Delhi,BSZ Marg,Residential and others,9,69,78,206
14-07-05,Delhi,Delhi,BSZ Marg,Residential and others,10,75,73,250
15-07-05,Delhi,Delhi,BSZ Marg,Residential and others,8,81,114,288
16-07-05,Delhi,Delhi,BSZ Marg,Residential and others,7,80,61,242
17-07-05,Delhi,Delhi,BSZ Marg,Residential and others,9,65,72,222
18-07-05,Delhi,Delhi,BSZ Marg,Residential and others,8,89,110,342
19-07-05,Delhi,Delhi,BSZ Marg,Residential and others,7,67,81,353
20-07-05,Delhi,Delhi,BSZ Marg,Residential and others,6,66,105,431
21-07-05,Delhi,Delhi,BSZ Marg,Residential and others,6,58,185,924
22-07-05,Delhi,Delhi,BSZ Marg,Residential and others,5,57,145,745
23-07-05,Delhi,Delhi,BSZ Marg,Residential and others,5,61,118,457
24-07-05,Delhi,Delhi,BSZ Marg,Residential and others,7,62,98,347
25-07-05,Delhi,Delhi,BSZ Marg,Residential and others,7,66,114,300
26-07-05,Delhi,Delhi,BSZ Marg,Residential and others,11,62,92,314
27-07-05,Delhi,Delhi,BSZ Marg,Residential and others,8,66,123,297
28-07-05,Delhi,Delhi,BSZ Marg,Residential and others,8,64,138,362
29-07-05,Delhi,Delhi,BSZ Marg,Residential and others,7,71,79,292
30-07-05,Delhi,Delhi,BSZ Marg,Residential and others,6,66,109,328
31-07-05,Delhi,Delhi,BSZ Marg,Residential and others,5,62,160,277
8/1/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,68,119,339
8/2/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,70,148,282
8/3/2005,Delhi,Delhi,BSZ Marg,Residential and others,10,84,211,334
8/4/2005,Delhi,Delhi,BSZ Marg,Residential and others,9,86,233,434
8/5/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,83,237,428
8/6/2005,Delhi,Delhi,BSZ Marg,Residential and others,6,81,156,302
8/7/2005,Delhi,Delhi,BSZ Marg,Residential and others,7,72,102,439
8/8/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,77,136,283
8/9/2005,Delhi,Delhi,BSZ Marg,Residential and others,8,89,148,300
8/10/2005,Delhi,Delhi,BSZ Marg,Residential and others,6,78,201,351
8/11/2005,Delhi,Delhi,BSZ Marg,Residential and others,6,93,165,506
8/12/2005,Delhi,Delhi,BSZ Marg,Residential and others,5,83,156,483
13-08-05,Delhi,Delhi,BSZ Marg,Residential and others,5,72,155,463
14-08-05,Delhi,Delhi,BSZ Marg,Residential and others,5,80,217,489
15-08-05,Delhi,Delhi,BSZ Marg,Residential and others,5,74,135,400
