Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
9/2/2009,Delhi,Delhi,Town Hall,Residential and others,5.8,49,115,208
9/3/2009,Delhi,Delhi,Town Hall,Residential and others,3,43.8,77,135
9/8/2009,Delhi,Delhi,Town Hall,Residential and others,NA,37.5,141,198
9/9/2009,Delhi,Delhi,Town Hall,Residential and others,2.7,32,51,92
9/10/2009,Delhi,Delhi,Town Hall,Residential and others,NA,31.5,48,60
15/9/2009,Delhi,Delhi,Town Hall,Residential and others,3.2,44.3,249,517
16/9/2009,Delhi,Delhi,Town Hall,Residential and others,2.3,39.2,191,405
10/3/2009,Delhi,Delhi,Town Hall,Residential and others,3.5,32.2,160,292
10/4/2009,Delhi,Delhi,Town Hall,Residential and others,2.3,28.2,95,177
10/5/2009,Delhi,Delhi,Town Hall,Residential and others,3.8,27.2,83,173
10/8/2009,Delhi,Delhi,Town Hall,Residential and others,6,75.2,352,661
10/9/2009,Delhi,Delhi,Town Hall,Residential and others,8.8,78.3,334,637
20/10/2009,Delhi,Delhi,Town Hall,Residential and others,5.7,87.7,343,616
21/10/2009,Delhi,Delhi,Town Hall,Residential and others,10.5,94.5,348,696
22/10/2009,Delhi,Delhi,Town Hall,Residential and others,8.3,90.7,402,687
11/3/2009,Delhi,Delhi,Town Hall,Residential and others,12.7,93.8,438,684
11/4/2009,Delhi,Delhi,Town Hall,Residential and others,22,99.3,486,775
11/5/2009,Delhi,Delhi,Town Hall,Residential and others,23.3,96.2,571,866
11/10/2009,Delhi,Delhi,Town Hall,Residential and others,5.5,64.2,612,835
11/11/2009,Delhi,Delhi,Town Hall,Residential and others,12.8,86,573,789
11/12/2009,Delhi,Delhi,Town Hall,Residential and others,9.2,64.3,294,412
17/11/2009,Delhi,Delhi,Town Hall,Residential and others,15.8,83.8,441,733
18/11/2009,Delhi,Delhi,Town Hall,Residential and others,16.5,75.8,293,529
12/8/2009,Delhi,Delhi,Town Hall,Residential and others,12.3,96.2,466,817
12/9/2009,Delhi,Delhi,Town Hall,Residential and others,19,94.7,619,950
12/10/2009,Delhi,Delhi,Town Hall,Residential and others,10.5,102.5,513,812
23/12/2009,Delhi,Delhi,Town Hall,Residential and others,13.7,94,587,976
24/12/2009,Delhi,Delhi,Town Hall,Residential and others,15.7,80.7,474,659
25/12/2009,Delhi,Delhi,Town Hall,Residential and others,9.2,98.5,537,869
26/12/2009,Delhi,Delhi,Town Hall,Residential and others,16.8,97.3,586,821
27/12/2009,Delhi,Delhi,Town Hall,Residential and others,28.5,87.7,468,647
