Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
4/8/2009,Delhi,Delhi,N.Y. School,Residential and others,2.7,29.3,153,391
4/9/2009,Delhi,Delhi,N.Y. School,Residential and others,3.5,29.8,74,192
14/4/2009,Delhi,Delhi,N.Y. School,Residential and others,2.3,47.3,277,477
15/4/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,37.7,462,821
16/4/2009,Delhi,Delhi,N.Y. School,Residential and others,3.8,34.2,309,543
24/4/2009,Delhi,Delhi,N.Y. School,Residential and others,7.7,41.8,351,501
25/4/2009,Delhi,Delhi,N.Y. School,Residential and others,5,42.3,296,517
5/8/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,48.2,175,394
5/9/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,50.5,197,468
5/10/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,37.3,159,412
5/12/2009,Delhi,Delhi,N.Y. School,Residential and others,5.3,48,181,432
13/5/2009,Delhi,Delhi,N.Y. School,Residential and others,5.3,27.8,159,449
14/5/2009,Delhi,Delhi,N.Y. School,Residential and others,5.3,36.5,188,458
26/5/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,55.8,151,395
27/5/2009,Delhi,Delhi,N.Y. School,Residential and others,3.8,49.5,199,586
16/6/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,18.3,186,306
17/6/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,23.4,158,344
18/6/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,23.6,248,641
19/6/2009,Delhi,Delhi,N.Y. School,Residential and others,2.7,31.7,248,535
23/6/2009,Delhi,Delhi,N.Y. School,Residential and others,3.7,32.3,263,549
24/6/2009,Delhi,Delhi,N.Y. School,Residential and others,3.3,33,238,440
25/6/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,27.5,230,511
26/6/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,33.5,208,389
14/7/2009,Delhi,Delhi,N.Y. School,Residential and others,4.2,40.3,133,260
15/7/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,36.8,80,153
16/7/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,23.7,75,188
25/7/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,25.5,60,115
26/7/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,19.8,108,199
28/7/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,25.3,87,231
29/7/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,31,83,216
8/11/2009,Delhi,Delhi,N.Y. School,Residential and others,3.2,34.7,134,292
8/12/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,29.2,116,229
13/8/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,16.3,66,162
18/8/2009,Delhi,Delhi,N.Y. School,Residential and others,2.3,21,80,226
19/8/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,36.2,85,260
20/8/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,23,52,207
25/8/2009,Delhi,Delhi,N.Y. School,Residential and others,4.8,33.3,63,160
26/8/2009,Delhi,Delhi,N.Y. School,Residential and others,6.2,36.2,68,156
9/8/2009,Delhi,Delhi,N.Y. School,Residential and others,7.2,24.8,42,111
9/9/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,26.2,28,72
14/9/2009,Delhi,Delhi,N.Y. School,Residential and others,4.3,36,154,323
15/9/2009,Delhi,Delhi,N.Y. School,Residential and others,3.2,30,127,352
16/9/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,29.2,102,314
23/9/2009,Delhi,Delhi,N.Y. School,Residential and others,2.5,54.2,155,411
24/9/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,37.3,147,406
25/9/2009,Delhi,Delhi,N.Y. School,Residential and others,2.8,36.8,121,385
10/9/2009,Delhi,Delhi,N.Y. School,Residential and others,3.7,61.8,195,423
10/10/2009,Delhi,Delhi,N.Y. School,Residential and others,2.8,54.5,119,279
13/10/2009,Delhi,Delhi,N.Y. School,Residential and others,2.7,80.3,273,470
14/10/2009,Delhi,Delhi,N.Y. School,Residential and others,10.3,78.8,298,546
15/10/2009,Delhi,Delhi,N.Y. School,Residential and others,7.8,76,298,539
20/10/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,92,227,440
21/10/2009,Delhi,Delhi,N.Y. School,Residential and others,4,74.7,256,484
22/10/2009,Delhi,Delhi,N.Y. School,Residential and others,3.3,85.3,266,503
11/3/2009,Delhi,Delhi,N.Y. School,Residential and others,3.5,84.7,309,539
11/4/2009,Delhi,Delhi,N.Y. School,Residential and others,8,76,317,523
11/10/2009,Delhi,Delhi,N.Y. School,Residential and others,2.3,46.8,390,592
11/11/2009,Delhi,Delhi,N.Y. School,Residential and others,6.7,75.2,413,665
11/12/2009,Delhi,Delhi,N.Y. School,Residential and others,4.7,58.2,212,301
24/11/2009,Delhi,Delhi,N.Y. School,Residential and others,6.5,89.8,NA,474
25/11/2009,Delhi,Delhi,N.Y. School,Residential and others,12.2,91.2,215,462
26/11/2009,Delhi,Delhi,N.Y. School,Residential and others,7.3,89,255,485
12/8/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,84.7,249,541
12/9/2009,Delhi,Delhi,N.Y. School,Residential and others,7.2,86.7,483,831
12/10/2009,Delhi,Delhi,N.Y. School,Residential and others,NA,86.3,438,757
16/12/2009,Delhi,Delhi,N.Y. School,Residential and others,3.2,89,275,461
17/12/2009,Delhi,Delhi,N.Y. School,Residential and others,3.8,83.2,236,484
18/12/2009,Delhi,Delhi,N.Y. School,Residential and others,2.7,80.3,180,389
19/12/2009,Delhi,Delhi,N.Y. School,Residential and others,3.2,93.7,207,373
20/12/2009,Delhi,Delhi,N.Y. School,Residential and others,4.3,83.8,267,497
1/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,7.3,52,NA,665
1/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,5,48.5,306,543
13/1/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.2,50.5,221,492
16/1/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.3,52.2,373,536
21/1/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.8,51.8,236,372
27/1/2009,Delhi,Delhi,Nizamuddin,Residential and others,7.7,48,191,431
2/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.8,59.8,784,NA
2/5/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.5,55.3,256,413
2/10/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.2,54.8,281,617
13/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.5,52.8,467,630
18/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.3,54.2,279,497
23/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,55.3,499,844
26/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.7,51.7,357,550
3/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.8,53,266,630
3/9/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.8,48.5,361,632
16/3/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.7,52.2,390,650
19/3/2009,Delhi,Delhi,Nizamuddin,Residential and others,7,50,405,1184
24/3/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.5,53.2,301,759
27/3/2009,Delhi,Delhi,Nizamuddin,Residential and others,5,51.2,367,799
4/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.8,53.3,353,550
4/9/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.5,47.2,366,523
15/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.2,46.5,327,486
20/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.2,57.3,315,450
23/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,57,260,540
28/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,58.8,NA,847
5/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.2,43,297,817
5/12/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.7,56.7,134,375
15/5/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.5,49.5,256,474
20/5/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.8,46.5,396,732
25/5/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.2,51.2,281,507
28/5/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.2,42.3,185,595
6/3/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.8,54.8,265,844
6/8/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.3,50.5,221,489
6/11/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.7,54.3,178,521
16/6/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.3,56,283,595
19/6/2009,Delhi,Delhi,Nizamuddin,Residential and others,6,65,404,774
24/6/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,58,506,863
29/6/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.7,54.2,445,634
7/3/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.8,57.8,362,542
7/8/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.7,57.5,127,333
13/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,6,61.5,251,496
16/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,61,200,331
21/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.2,61.5,369,476
24/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.8,57.5,359,439
29/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.2,62.7,190,411
8/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.2,53.2,158,357
8/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.2,54.3,94,311
8/12/2009,Delhi,Delhi,Nizamuddin,Residential and others,6.8,54.2,169,341
18/8/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.7,50.2,192,316
21/8/2009,Delhi,Delhi,Nizamuddin,Residential and others,5,47.2,197,330
26/8/2009,Delhi,Delhi,Nizamuddin,Residential and others,6,49.5,51,174
9/2/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.7,46.2,71,264
9/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.3,48.8,110,283
15/9/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.5,48.2,129,308
18/9/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.8,52.3,219,392
24/9/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.3,50.8,430,629
10/1/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.5,53.8,141,407
10/7/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,54.3,266,463
10/12/2009,Delhi,Delhi,Nizamuddin,Residential and others,NA,NA,365,NA
15/10/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.8,54.8,274,704
20/10/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.2,51.3,241,443
23/10/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.3,60.8,330,483
28/10/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.2,50,336,501
11/4/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.8,68.3,273,505
11/9/2009,Delhi,Delhi,Nizamuddin,Residential and others,5,49.2,220,434
11/12/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.5,57.8,300,663
17/11/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.3,51.8,334,460
20/11/2009,Delhi,Delhi,Nizamuddin,Residential and others,5.3,53.8,205,330
25/11/2009,Delhi,Delhi,Nizamuddin,Residential and others,4.7,54.5,417,562
1/2/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,56.2,315,618
1/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,33.8,143,312
13/1/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,36,192,375
16/1/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,45.8,235,531
21/1/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,40.7,141,258
27/1/2009,Delhi,Delhi,Pritampura,Residential and others,4.8,38,141,302
2/2/2009,Delhi,Delhi,Pritampura,Residential and others,4.3,39.3,159,340
2/5/2009,Delhi,Delhi,Pritampura,Residential and others,4.3,42.3,237,519
2/10/2009,Delhi,Delhi,Pritampura,Residential and others,4.3,34.8,260,681
13/2/2009,Delhi,Delhi,Pritampura,Residential and others,4,30.7,226,388
18/2/2009,Delhi,Delhi,Pritampura,Residential and others,4,30.2,180,388
23/2/2009,Delhi,Delhi,Pritampura,Residential and others,4,26.7,156,403
26/2/2009,Delhi,Delhi,Pritampura,Residential and others,4,26.2,160,336
3/4/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,29.7,222,462
3/9/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,35,210,432
16/3/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,36.7,236,560
19/3/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,42.5,213,528
24/3/2009,Delhi,Delhi,Pritampura,Residential and others,4,34.2,208,442
27/3/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,35,194,407
4/2/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,32.5,221,495
4/9/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,29.5,181,334
15/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,28.5,200,418
20/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,23.7,203,445
23/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,25.5,215,432
28/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,28.3,220,604
5/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,17.2,161,318
5/12/2009,Delhi,Delhi,Pritampura,Residential and others,4,26.8,188,567
20/5/2009,Delhi,Delhi,Pritampura,Residential and others,4,27.5,233,572
25/5/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,24,142,385
28/5/2009,Delhi,Delhi,Pritampura,Residential and others,4,21.3,128,341
6/3/2009,Delhi,Delhi,Pritampura,Residential and others,4,22.8,121,347
6/8/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,27.5,167,432
6/11/2009,Delhi,Delhi,Pritampura,Residential and others,4,28,146,349
16/6/2009,Delhi,Delhi,Pritampura,Residential and others,4,26.7,199,339
19/6/2009,Delhi,Delhi,Pritampura,Residential and others,4.3,34.3,204,473
24/6/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,31,213,498
29/6/2009,Delhi,Delhi,Pritampura,Residential and others,4,26,155,419
7/3/2009,Delhi,Delhi,Pritampura,Residential and others,4,32,166,416
7/8/2009,Delhi,Delhi,Pritampura,Residential and others,4,22,122,319
13/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,23,128,340
16/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,28.2,131,297
21/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,25,152,312
24/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,29.5,139,330
29/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,25.7,112,292
8/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,24.8,171,402
8/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,29.2,119,368
8/12/2009,Delhi,Delhi,Pritampura,Residential and others,4,26.7,129,331
18/8/2009,Delhi,Delhi,Pritampura,Residential and others,4,31.8,141,359
21/8/2009,Delhi,Delhi,Pritampura,Residential and others,4,24.7,111,232
26/8/2009,Delhi,Delhi,Pritampura,Residential and others,4,31.8,82,252
9/2/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,28.7,111,315
9/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,29.2,94,300
15/9/2009,Delhi,Delhi,Pritampura,Residential and others,4,33.5,168,528
18/9/2009,Delhi,Delhi,Pritampura,Residential and others,4,25.2,132,361
24/9/2009,Delhi,Delhi,Pritampura,Residential and others,4,30.2,168,423
10/1/2009,Delhi,Delhi,Pritampura,Residential and others,5.2,41.8,166,382
10/7/2009,Delhi,Delhi,Pritampura,Residential and others,4,39,157,334
10/12/2009,Delhi,Delhi,Pritampura,Residential and others,4,32.5,NA,490
20/10/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,36.2,223,571
23/10/2009,Delhi,Delhi,Pritampura,Residential and others,4.7,35,165,372
28/10/2009,Delhi,Delhi,Pritampura,Residential and others,4.3,41.2,222,472
11/4/2009,Delhi,Delhi,Pritampura,Residential and others,4,30.8,111,358
11/9/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,40.8,137,358
11/12/2009,Delhi,Delhi,Pritampura,Residential and others,4,36.7,313,642
17/11/2009,Delhi,Delhi,Pritampura,Residential and others,4.5,43.2,258,600
20/11/2009,Delhi,Delhi,Pritampura,Residential and others,4.2,36.8,323,544
25/11/2009,Delhi,Delhi,Pritampura,Residential and others,4.3,42.3,132,371
1/5/2009,Delhi,Delhi,Siri Fort,Residential and others,7.8,57.5,411,542
1/9/2009,Delhi,Delhi,Siri Fort,Residential and others,5.3,47.7,341,461
14/1/2009,Delhi,Delhi,Siri Fort,Residential and others,6.2,51,408,547
19/1/2009,Delhi,Delhi,Siri Fort,Residential and others,6.5,48.8,176,327
22/1/2009,Delhi,Delhi,Siri Fort,Residential and others,7.2,49.5,223,326
28/1/2009,Delhi,Delhi,Siri Fort,Residential and others,6.3,51.8,254,400
2/3/2009,Delhi,Delhi,Siri Fort,Residential and others,5.5,54.5,279,396
2/6/2009,Delhi,Delhi,Siri Fort,Residential and others,5.5,54,210,712
2/11/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,49.2,325,506
16/2/2009,Delhi,Delhi,Siri Fort,Residential and others,5,55.8,514,712
19/2/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,53,231,356
24/2/2009,Delhi,Delhi,Siri Fort,Residential and others,6.2,54.8,394,802
3/2/2009,Delhi,Delhi,Siri Fort,Residential and others,7.2,51,399,465
3/5/2009,Delhi,Delhi,Siri Fort,Residential and others,7.2,50.5,219,661
3/12/2009,Delhi,Delhi,Siri Fort,Residential and others,7.8,51.5,470,641
17/3/2009,Delhi,Delhi,Siri Fort,Residential and others,6.7,53.3,374,589
20/3/2009,Delhi,Delhi,Siri Fort,Residential and others,6.8,53.7,392,758
25/3/2009,Delhi,Delhi,Siri Fort,Residential and others,6.5,53.3,250,677
30/3/2009,Delhi,Delhi,Siri Fort,Residential and others,6.7,51.2,270,578
4/6/2009,Delhi,Delhi,Siri Fort,Residential and others,6.2,48.5,274,447
13/4/2009,Delhi,Delhi,Siri Fort,Residential and others,6.5,49.2,314,512
16/4/2009,Delhi,Delhi,Siri Fort,Residential and others,5.7,51.8,343,546
21/4/2009,Delhi,Delhi,Siri Fort,Residential and others,6.5,57.2,253,492
24/4/2009,Delhi,Delhi,Siri Fort,Residential and others,6,61.7,392,723
29/4/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,60.8,321,537
5/5/2009,Delhi,Delhi,Siri Fort,Residential and others,6,53.7,306,523
5/8/2009,Delhi,Delhi,Siri Fort,Residential and others,NA,NA,295,NA
13/5/2009,Delhi,Delhi,Siri Fort,Residential and others,5.7,55.7,287,593
18/5/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,53.8,367,672
21/5/2009,Delhi,Delhi,Siri Fort,Residential and others,5.7,53.2,304,520
26/5/2009,Delhi,Delhi,Siri Fort,Residential and others,5.5,53.3,238,507
6/1/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,60.3,396,709
6/4/2009,Delhi,Delhi,Siri Fort,Residential and others,5.5,62.8,400,825
6/9/2009,Delhi,Delhi,Siri Fort,Residential and others,5,56.8,285,563
6/12/2009,Delhi,Delhi,Siri Fort,Residential and others,5.2,55.7,426,960
17/6/2009,Delhi,Delhi,Siri Fort,Residential and others,5.7,60.5,NA,532
22/6/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,49.7,351,549
25/6/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,50.2,472,675
7/1/2009,Delhi,Delhi,Siri Fort,Residential and others,6.2,59.7,162,350
7/6/2009,Delhi,Delhi,Siri Fort,Residential and others,6.3,62.8,331,571
7/9/2009,Delhi,Delhi,Siri Fort,Residential and others,5.2,54.7,141,314
14/7/2009,Delhi,Delhi,Siri Fort,Residential and others,5.8,55.8,258,352
17/7/2009,Delhi,Delhi,Siri Fort,Residential and others,5.7,55.8,302,474
22/7/2009,Delhi,Delhi,Siri Fort,Residential and others,5.5,58.5,202,354
27/7/2009,Delhi,Delhi,Siri Fort,Residential and others,6.8,77.7,165,356
30/7/2009,Delhi,Delhi,Siri Fort,Residential and others,5.3,54,201,338
8/5/2009,Delhi,Delhi,Siri Fort,Residential and others,5.3,55,190,396
8/10/2009,Delhi,Delhi,Siri Fort,Residential and others,4.3,53.3,190,314
13/8/2009,Delhi,Delhi,Siri Fort,Residential and others,4.3,46,149,351
19/8/2009,Delhi,Delhi,Siri Fort,Residential and others,5.2,53.8,225,408
24/8/2009,Delhi,Delhi,Siri Fort,Residential and others,5,53.3,262,424
27/8/2009,Delhi,Delhi,Siri Fort,Residential and others,4.8,52.3,104,330
9/3/2009,Delhi,Delhi,Siri Fort,Residential and others,5.3,47.3,82,308
9/8/2009,Delhi,Delhi,Siri Fort,Residential and others,4.8,56.2,99,310
16/9/2009,Delhi,Delhi,Siri Fort,Residential and others,4.5,52.2,146,345
22/9/2009,Delhi,Delhi,Siri Fort,Residential and others,5,57.2,223,374
25/9/2009,Delhi,Delhi,Siri Fort,Residential and others,5,48.5,250,502
10/5/2009,Delhi,Delhi,Siri Fort,Residential and others,4.2,43.3,174,346
10/8/2009,Delhi,Delhi,Siri Fort,Residential and others,4.8,49.3,262,507
13/10/2009,Delhi,Delhi,Siri Fort,Residential and others,4.5,56.8,228,341
21/10/2009,Delhi,Delhi,Siri Fort,Residential and others,4.7,53,251,413
26/10/2009,Delhi,Delhi,Siri Fort,Residential and others,4.5,52.3,290,429
29/10/2009,Delhi,Delhi,Siri Fort,Residential and others,4.3,53.3,273,446
11/5/2009,Delhi,Delhi,Siri Fort,Residential and others,5.5,61,231,531
11/10/2009,Delhi,Delhi,Siri Fort,Residential and others,NA,NA,NA,NA
13/11/2009,Delhi,Delhi,Siri Fort,Residential and others,4.5,53,95,192
18/11/2009,Delhi,Delhi,Siri Fort,Residential and others,4,55.3,170,406
23/11/2009,Delhi,Delhi,Siri Fort,Residential and others,4.5,53.8,204,418
26/11/2009,Delhi,Delhi,Siri Fort,Residential and others,4.5,55,209,346
1/6/2009,Delhi,Delhi,Town Hall,Residential and others,16.8,73,259,481
1/7/2009,Delhi,Delhi,Town Hall,Residential and others,18.8,59.7,230,444
1/8/2009,Delhi,Delhi,Town Hall,Residential and others,18.5,64.2,247,458
13/1/2009,Delhi,Delhi,Town Hall,Residential and others,8.2,94.5,452,637
14/1/2009,Delhi,Delhi,Town Hall,Residential and others,11.3,74.2,326,490
15/1/2009,Delhi,Delhi,Town Hall,Residential and others,12.2,83.3,516,608
20/1/2009,Delhi,Delhi,Town Hall,Residential and others,7.5,62.5,223,344
21/1/2009,Delhi,Delhi,Town Hall,Residential and others,12.5,74.5,278,376
2/3/2009,Delhi,Delhi,Town Hall,Residential and others,10,107.3,466,686
2/4/2009,Delhi,Delhi,Town Hall,Residential and others,15,95.8,393,626
2/5/2009,Delhi,Delhi,Town Hall,Residential and others,25,94.7,397,544
2/10/2009,Delhi,Delhi,Town Hall,Residential and others,11.5,55.3,249,410
2/11/2009,Delhi,Delhi,Town Hall,Residential and others,11.5,41.8,176,297
17/2/2009,Delhi,Delhi,Town Hall,Residential and others,15.7,70.8,289,423
18/2/2009,Delhi,Delhi,Town Hall,Residential and others,7,42.7,236,322
19/2/2009,Delhi,Delhi,Town Hall,Residential and others,14,61.8,283,403
17/3/2009,Delhi,Delhi,Town Hall,Residential and others,24.5,70,359,564
18/3/2009,Delhi,Delhi,Town Hall,Residential and others,20.7,67.7,407,591
19/3/2009,Delhi,Delhi,Town Hall,Residential and others,21.5,70.3,377,580
20/3/2009,Delhi,Delhi,Town Hall,Residential and others,12,51.7,400,663
23/3/2009,Delhi,Delhi,Town Hall,Residential and others,20.2,58,347,475
24/3/2009,Delhi,Delhi,Town Hall,Residential and others,12.7,58.5,294,531
25/3/2009,Delhi,Delhi,Town Hall,Residential and others,6.5,57.7,269,414
26/3/2009,Delhi,Delhi,Town Hall,Residential and others,5.7,57.2,236,365
4/1/2009,Delhi,Delhi,Town Hall,Residential and others,5,49.3,298,506
4/2/2009,Delhi,Delhi,Town Hall,Residential and others,4.5,48.5,463,665
4/3/2009,Delhi,Delhi,Town Hall,Residential and others,7.7,44.2,333,488
14/4/2009,Delhi,Delhi,Town Hall,Residential and others,4,62.8,318,645
15/4/2009,Delhi,Delhi,Town Hall,Residential and others,4.5,50,493,870
16/4/2009,Delhi,Delhi,Town Hall,Residential and others,8.5,49.8,351,488
21/4/2009,Delhi,Delhi,Town Hall,Residential and others,4.7,48,354,626
22/4/2009,Delhi,Delhi,Town Hall,Residential and others,4.8,44.5,429,675
5/12/2009,Delhi,Delhi,Town Hall,Residential and others,5.2,56,255,537
13/5/2009,Delhi,Delhi,Town Hall,Residential and others,7.3,39.2,145,484
14/5/2009,Delhi,Delhi,Town Hall,Residential and others,7.2,36.8,228,592
19/5/2009,Delhi,Delhi,Town Hall,Residential and others,4.7,49.8,463,726
20/5/2009,Delhi,Delhi,Town Hall,Residential and others,5.2,47.7,382,811
21/5/2009,Delhi,Delhi,Town Hall,Residential and others,6.8,47,193,599
26/5/2009,Delhi,Delhi,Town Hall,Residential and others,4.5,64.7,311,552
27/5/2009,Delhi,Delhi,Town Hall,Residential and others,6.8,61.7,NA,783
6/2/2009,Delhi,Delhi,Town Hall,Residential and others,NA,23.2,603,1045
6/3/2009,Delhi,Delhi,Town Hall,Residential and others,NA,22.7,538,1031
6/4/2009,Delhi,Delhi,Town Hall,Residential and others,NA,22.5,586,1042
6/9/2009,Delhi,Delhi,Town Hall,Residential and others,NA,64.2,352,600
6/10/2009,Delhi,Delhi,Town Hall,Residential and others,NA,32.5,424,600
6/11/2009,Delhi,Delhi,Town Hall,Residential and others,NA,34.5,432,801
6/12/2009,Delhi,Delhi,Town Hall,Residential and others,NA,41.2,510,886
13/6/2009,Delhi,Delhi,Town Hall,Residential and others,2.7,34,446,783
7/7/2009,Delhi,Delhi,Town Hall,Residential and others,NA,40.8,188,407
7/8/2009,Delhi,Delhi,Town Hall,Residential and others,NA,25.5,156,312
7/9/2009,Delhi,Delhi,Town Hall,Residential and others,NA,30.2,65,192
21/7/2009,Delhi,Delhi,Town Hall,Residential and others,2.7,28.7,154,369
22/7/2009,Delhi,Delhi,Town Hall,Residential and others,NA,30.7,164,288
23/7/2009,Delhi,Delhi,Town Hall,Residential and others,NA,28.7,152,215
28/7/2009,Delhi,Delhi,Town Hall,Residential and others,2.5,43.2,113,256
29/7/2009,Delhi,Delhi,Town Hall,Residential and others,NA,47.7,94,271
8/4/2009,Delhi,Delhi,Town Hall,Residential and others,NA,28.5,167,324
8/5/2009,Delhi,Delhi,Town Hall,Residential and others,NA,20.7,164,339
8/6/2009,Delhi,Delhi,Town Hall,Residential and others,4,28.1,113,384
18/8/2009,Delhi,Delhi,Town Hall,Residential and others,NA,25.8,110,246
19/8/2009,Delhi,Delhi,Town Hall,Residential and others,NA,25.8,178,385
20/8/2009,Delhi,Delhi,Town Hall,Residential and others,NA,14.6,159,285
25/8/2009,Delhi,Delhi,Town Hall,Residential and others,3.3,45.5,91,164
26/8/2009,Delhi,Delhi,Town Hall,Residential and others,8.7,45.7,127,254
9/1/2009,Delhi,Delhi,Town Hall,Residential and others,5.5,76.3,271,477
