Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
30-08-07,Delhi,Delhi,N.Y. School,Residential and others,3.5,48.9,60,172
10/3/2007,Delhi,Delhi,N.Y. School,Residential and others,2.8,117.3,217,375
10/4/2007,Delhi,Delhi,N.Y. School,Residential and others,6.7,147.5,213,432
16-10-07,Delhi,Delhi,N.Y. School,Residential and others,6.9,81.6,70,212
17-10-07,Delhi,Delhi,N.Y. School,Residential and others,3.5,97.5,162,340
27-10-07,Delhi,Delhi,N.Y. School,Residential and others,2.4,102.9,271,526
28-10-07,Delhi,Delhi,N.Y. School,Residential and others,5.2,129.1,268,504
29-10-07,Delhi,Delhi,N.Y. School,Residential and others,16.2,146.8,300,518
30-10-07,Delhi,Delhi,N.Y. School,Residential and others,9.6,144.4,306,528
1/4/2007,Delhi,Delhi,Nizamuddin,Residential and others,5.3,29.5,148,267
1/9/2007,Delhi,Delhi,Nizamuddin,Residential and others,5.2,28.8,NA,382
1/12/2007,Delhi,Delhi,Nizamuddin,Residential and others,5,76.3,NA,323
22-01-07,Delhi,Delhi,Nizamuddin,Residential and others,4.7,60.5,NA,427
25-01-07,Delhi,Delhi,Nizamuddin,Residential and others,4,51,NA,261
2/2/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,23.2,NA,280
2/7/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,24.7,NA,313
2/12/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,21.8,NA,148
15-02-07,Delhi,Delhi,Nizamuddin,Residential and others,4,23.5,NA,179
21-02-07,Delhi,Delhi,Nizamuddin,Residential and others,4,26.7,NA,197
26-02-07,Delhi,Delhi,Nizamuddin,Residential and others,4.3,29.5,NA,220
3/2/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,26.3,113,246
3/7/2007,Delhi,Delhi,Nizamuddin,Residential and others,4.3,31.5,61,178
15-03-07,Delhi,Delhi,Nizamuddin,Residential and others,4,31,79,185
20-03-07,Delhi,Delhi,Nizamuddin,Residential and others,4.2,30,60,244
23-03-07,Delhi,Delhi,Nizamuddin,Residential and others,4,27.5,NA,217
29-03-07,Delhi,Delhi,Nizamuddin,Residential and others,5,34.8,141,305
4/4/2007,Delhi,Delhi,Nizamuddin,Residential and others,4.4,27.8,206,394
4/10/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,37.2,123,373
13-04-07,Delhi,Delhi,Nizamuddin,Residential and others,4.7,41.8,211,595
18-04-07,Delhi,Delhi,Nizamuddin,Residential and others,4.3,46.8,229,858
23-04-07,Delhi,Delhi,Nizamuddin,Residential and others,4,44.2,319,846
26-04-07,Delhi,Delhi,Nizamuddin,Residential and others,4.8,40.2,203,799
5/3/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,34.3,103,230
5/8/2007,Delhi,Delhi,Nizamuddin,Residential and others,4.2,35.7,59,242
5/11/2007,Delhi,Delhi,Nizamuddin,Residential and others,5.4,39.6,98,303
16-05-07,Delhi,Delhi,Nizamuddin,Residential and others,4,25,79,510
21-05-07,Delhi,Delhi,Nizamuddin,Residential and others,4.2,30.3,227,642
24-05-07,Delhi,Delhi,Nizamuddin,Residential and others,4,27.7,132,286
29-05-07,Delhi,Delhi,Nizamuddin,Residential and others,4.3,38.3,102,186
6/4/2007,Delhi,Delhi,Nizamuddin,Residential and others,4.3,37.3,152,782
6/7/2007,Delhi,Delhi,Nizamuddin,Residential and others,4.5,37.2,140,624
6/12/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,26.3,92,445
15-06-07,Delhi,Delhi,Nizamuddin,Residential and others,4.8,20.3,51,276
25-06-07,Delhi,Delhi,Nizamuddin,Residential and others,4,37.2,75,234
28-06-07,Delhi,Delhi,Nizamuddin,Residential and others,4.3,41.8,76,338
7/4/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,37.7,52,205
7/9/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,39.2,80,196
17-07-07,Delhi,Delhi,Nizamuddin,Residential and others,4.7,40.7,85,352
20-07-07,Delhi,Delhi,Nizamuddin,Residential and others,4,19.7,82,327
25-07-07,Delhi,Delhi,Nizamuddin,Residential and others,4.8,21.6,43,270
30-07-07,Delhi,Delhi,Nizamuddin,Residential and others,4,37.3,80,211
8/3/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,36.3,50,187
8/8/2007,Delhi,Delhi,Nizamuddin,Residential and others,4.3,37.3,28,135
13-08-07,Delhi,Delhi,Nizamuddin,Residential and others,4,18.2,27,119
17-08-07,Delhi,Delhi,Nizamuddin,Residential and others,4.2,36.8,37,240
30-08-07,Delhi,Delhi,Nizamuddin,Residential and others,4,34,43,160
9/6/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,28.5,43,175
9/11/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,32.3,102,201
14-09-07,Delhi,Delhi,Nizamuddin,Residential and others,4,28.5,36,127
19-09-07,Delhi,Delhi,Nizamuddin,Residential and others,4,31,61,236
24-09-07,Delhi,Delhi,Nizamuddin,Residential and others,4,27.3,61,312
27-09-07,Delhi,Delhi,Nizamuddin,Residential and others,4,25.3,NA,137
10/4/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,18.8,64,233
10/9/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,20.5,54,264
10/12/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,21.5,106,395
17-10-07,Delhi,Delhi,Nizamuddin,Residential and others,4,20.3,47,254
22-10-07,Delhi,Delhi,Nizamuddin,Residential and others,4,20.8,45,325
25-10-07,Delhi,Delhi,Nizamuddin,Residential and others,4,23,108,441
30-10-07,Delhi,Delhi,Nizamuddin,Residential and others,4,21,67,273
11/5/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,24.5,182,497
14-11-07,Delhi,Delhi,Nizamuddin,Residential and others,4,25,191,406
19-11-07,Delhi,Delhi,Nizamuddin,Residential and others,4,26.8,251,582
22-11-07,Delhi,Delhi,Nizamuddin,Residential and others,4,26.5,238,547
27-11-07,Delhi,Delhi,Nizamuddin,Residential and others,4,28.8,263,562
12/3/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,29.8,154,468
12/6/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,29.8,147,449
12/11/2007,Delhi,Delhi,Nizamuddin,Residential and others,4,31.3,125,426
14-12-07,Delhi,Delhi,Nizamuddin,Residential and others,4,32.5,116,273
19-12-07,Delhi,Delhi,Nizamuddin,Residential and others,4,36,215,607
26-12-07,Delhi,Delhi,Nizamuddin,Residential and others,4,35.3,95,340
1/3/2007,Delhi,Delhi,Pritampura,Residential and others,5,36.7,106,284
1/8/2007,Delhi,Delhi,Pritampura,Residential and others,5.5,25,133,332
1/11/2007,Delhi,Delhi,Pritampura,Residential and others,4.3,26.7,105,244
16-01-07,Delhi,Delhi,Pritampura,Residential and others,4.7,59.3,116,276
19-01-07,Delhi,Delhi,Pritampura,Residential and others,4,57.7,106,287
24-01-07,Delhi,Delhi,Pritampura,Residential and others,4.3,47.2,103,236
2/1/2007,Delhi,Delhi,Pritampura,Residential and others,4.8,28.5,104,256
2/6/2007,Delhi,Delhi,Pritampura,Residential and others,4.5,22,106,366
2/9/2007,Delhi,Delhi,Pritampura,Residential and others,4,24.8,83,263
14-02-07,Delhi,Delhi,Pritampura,Residential and others,4.3,22.3,NA,160
23-02-07,Delhi,Delhi,Pritampura,Residential and others,4,30.7,NA,119
3/1/2007,Delhi,Delhi,Pritampura,Residential and others,4,14,NA,105
3/6/2007,Delhi,Delhi,Pritampura,Residential and others,7,26.5,NA,181
3/9/2007,Delhi,Delhi,Pritampura,Residential and others,5.5,24.2,NA,295
14-03-07,Delhi,Delhi,Pritampura,Residential and others,4.3,37.8,NA,149
19-03-07,Delhi,Delhi,Pritampura,Residential and others,4.3,41.8,256,400
22-03-07,Delhi,Delhi,Pritampura,Residential and others,4.2,31.7,188,332
28-03-07,Delhi,Delhi,Pritampura,Residential and others,4,31,195,212
4/3/2007,Delhi,Delhi,Pritampura,Residential and others,4,34.5,236,326
4/9/2007,Delhi,Delhi,Pritampura,Residential and others,4.2,35.3,174,267
4/12/2007,Delhi,Delhi,Pritampura,Residential and others,4.3,38.7,280,367
17-04-07,Delhi,Delhi,Pritampura,Residential and others,4,36,441,NA
20-04-07,Delhi,Delhi,Pritampura,Residential and others,4.8,28,457,NA
25-04-07,Delhi,Delhi,Pritampura,Residential and others,5.5,27.2,556,694
5/1/2007,Delhi,Delhi,Pritampura,Residential and others,4.7,39.7,456,NA
5/7/2007,Delhi,Delhi,Pritampura,Residential and others,4,36.8,182,NA
5/10/2007,Delhi,Delhi,Pritampura,Residential and others,4.3,32.5,235,NA
15-05-07,Delhi,Delhi,Pritampura,Residential and others,4.2,23.5,77,NA
18-05-07,Delhi,Delhi,Pritampura,Residential and others,4.2,20.8,164,NA
23-05-07,Delhi,Delhi,Pritampura,Residential and others,4,25.7,NA,NA
28-05-07,Delhi,Delhi,Pritampura,Residential and others,4,36.2,222,NA
6/1/2007,Delhi,Delhi,Pritampura,Residential and others,4,36.2,185,NA
6/6/2007,Delhi,Delhi,Pritampura,Residential and others,4,33.7,237,NA
6/11/2007,Delhi,Delhi,Pritampura,Residential and others,4.3,30.5,290,521
14-06-07,Delhi,Delhi,Pritampura,Residential and others,4.5,20.7,207,342
19-06-07,Delhi,Delhi,Pritampura,Residential and others,4,20,215,314
22-06-07,Delhi,Delhi,Pritampura,Residential and others,4,35.5,99,291
27-06-07,Delhi,Delhi,Pritampura,Residential and others,4.3,34.8,80,208
7/3/2007,Delhi,Delhi,Pritampura,Residential and others,4,34.4,116,233
7/6/2007,Delhi,Delhi,Pritampura,Residential and others,4,39.7,52,201
7/11/2007,Delhi,Delhi,Pritampura,Residential and others,4,35.8,54,155
16-07-07,Delhi,Delhi,Pritampura,Residential and others,4,16,40,113
19-07-07,Delhi,Delhi,Pritampura,Residential and others,4,15.5,103,430
24-07-07,Delhi,Delhi,Pritampura,Residential and others,4,18.2,50,232
27-07-07,Delhi,Delhi,Pritampura,Residential and others,4.3,19.5,42,339
8/2/2007,Delhi,Delhi,Pritampura,Residential and others,4,30.4,28,75
8/7/2007,Delhi,Delhi,Pritampura,Residential and others,4,34.7,15,140
8/10/2007,Delhi,Delhi,Pritampura,Residential and others,4,35.7,19,167
21-08-07,Delhi,Delhi,Pritampura,Residential and others,4,22.3,80,236
24-08-07,Delhi,Delhi,Pritampura,Residential and others,4,33,35,96
29-08-07,Delhi,Delhi,Pritampura,Residential and others,4,30.3,83,207
13-09-07,Delhi,Delhi,Pritampura,Residential and others,4,29.5,60,191
18-09-07,Delhi,Delhi,Pritampura,Residential and others,4,30.8,60,245
21-09-07,Delhi,Delhi,Pritampura,Residential and others,4,30.5,NA,259
26-09-07,Delhi,Delhi,Pritampura,Residential and others,4,28.5,18,93
10/3/2007,Delhi,Delhi,Pritampura,Residential and others,4,23,NA,279
10/8/2007,Delhi,Delhi,Pritampura,Residential and others,4,15,NA,381
10/11/2007,Delhi,Delhi,Pritampura,Residential and others,4,19,NA,277
16-10-07,Delhi,Delhi,Pritampura,Residential and others,4,21.5,NA,392
19-10-07,Delhi,Delhi,Pritampura,Residential and others,4,18.8,185,333
24-10-07,Delhi,Delhi,Pritampura,Residential and others,4,23.8,195,468
29-10-07,Delhi,Delhi,Pritampura,Residential and others,4,30.3,228,450
11/2/2007,Delhi,Delhi,Pritampura,Residential and others,4,31.5,NA,473
13-11-07,Delhi,Delhi,Pritampura,Residential and others,4,35,472,824
16-11-07,Delhi,Delhi,Pritampura,Residential and others,4,31,368,477
21-11-07,Delhi,Delhi,Pritampura,Residential and others,4,40.5,209,423
26-11-07,Delhi,Delhi,Pritampura,Residential and others,4,43.8,479,877
29-11-07,Delhi,Delhi,Pritampura,Residential and others,4,33.5,218,521
12/5/2007,Delhi,Delhi,Pritampura,Residential and others,4,34.7,230,450
12/10/2007,Delhi,Delhi,Pritampura,Residential and others,4,34.8,363,710
13-12-07,Delhi,Delhi,Pritampura,Residential and others,4,38.5,211,412
18-12-07,Delhi,Delhi,Pritampura,Residential and others,4,38.2,200,441
24-12-07,Delhi,Delhi,Pritampura,Residential and others,4,41,205,434
28-12-07,Delhi,Delhi,Pritampura,Residential and others,4,37.5,199,453
1/4/2007,Delhi,Delhi,Siri Fort,Residential and others,5.7,31.8,201,381
1/9/2007,Delhi,Delhi,Siri Fort,Residential and others,6.2,32.7,260,456
1/12/2007,Delhi,Delhi,Siri Fort,Residential and others,5.5,59.3,269,452
17-01-07,Delhi,Delhi,Siri Fort,Residential and others,4,46.5,223,455
22-01-07,Delhi,Delhi,Siri Fort,Residential and others,4.5,56,308,496
25-01-07,Delhi,Delhi,Siri Fort,Residential and others,4,45.7,241,477
2/2/2007,Delhi,Delhi,Siri Fort,Residential and others,5,40.5,351,694
2/7/2007,Delhi,Delhi,Siri Fort,Residential and others,5.2,30.8,172,438
2/12/2007,Delhi,Delhi,Siri Fort,Residential and others,4.5,33,99,127
15-02-07,Delhi,Delhi,Siri Fort,Residential and others,4.5,32.2,135,209
21-02-07,Delhi,Delhi,Siri Fort,Residential and others,4.3,37.7,166,335
26-02-07,Delhi,Delhi,Siri Fort,Residential and others,4.3,40.5,175,302
3/2/2007,Delhi,Delhi,Siri Fort,Residential and others,4.7,28.2,59,222
3/7/2007,Delhi,Delhi,Siri Fort,Residential and others,5,37.2,98,165
15-03-07,Delhi,Delhi,Siri Fort,Residential and others,4,35,79,159
20-03-07,Delhi,Delhi,Siri Fort,Residential and others,4,35,88,234
23-03-07,Delhi,Delhi,Siri Fort,Residential and others,4,29,87,190
29-03-07,Delhi,Delhi,Siri Fort,Residential and others,4.3,25.3,176,363
4/4/2007,Delhi,Delhi,Siri Fort,Residential and others,4.3,36,338,410
4/10/2007,Delhi,Delhi,Siri Fort,Residential and others,4,34,195,338
13-04-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,43,267,464
18-04-07,Delhi,Delhi,Siri Fort,Residential and others,4,39.5,433,735
23-04-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,29.5,270,668
26-04-07,Delhi,Delhi,Siri Fort,Residential and others,4.3,25.3,NA,416
5/3/2007,Delhi,Delhi,Siri Fort,Residential and others,4,37,216,336
5/8/2007,Delhi,Delhi,Siri Fort,Residential and others,4,36.5,143,235
5/11/2007,Delhi,Delhi,Siri Fort,Residential and others,4.2,38.5,159,385
16-05-07,Delhi,Delhi,Siri Fort,Residential and others,4.3,36.8,274,762
21-05-07,Delhi,Delhi,Siri Fort,Residential and others,4,41.3,368,699
24-05-07,Delhi,Delhi,Siri Fort,Residential and others,4,26.3,123,269
29-05-07,Delhi,Delhi,Siri Fort,Residential and others,4,35.8,174,239
6/4/2007,Delhi,Delhi,Siri Fort,Residential and others,4,40.5,396,857
6/7/2007,Delhi,Delhi,Siri Fort,Residential and others,4,41.3,379,844
6/12/2007,Delhi,Delhi,Siri Fort,Residential and others,4.2,32.3,210,540
15-06-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,22.2,82,233
20-06-07,Delhi,Delhi,Siri Fort,Residential and others,4,24.3,202,243
25-06-07,Delhi,Delhi,Siri Fort,Residential and others,4,41.5,100,264
28-06-07,Delhi,Delhi,Siri Fort,Residential and others,4,35.7,45,80
7/4/2007,Delhi,Delhi,Siri Fort,Residential and others,4,36.3,66,102
7/9/2007,Delhi,Delhi,Siri Fort,Residential and others,4,36.8,NA,105
7/12/2007,Delhi,Delhi,Siri Fort,Residential and others,4,18.8,60,127
17-07-07,Delhi,Delhi,Siri Fort,Residential and others,4,37.2,83,210
20-07-07,Delhi,Delhi,Siri Fort,Residential and others,4,25.8,168,270
25-07-07,Delhi,Delhi,Siri Fort,Residential and others,4.5,20.7,114,203
30-07-07,Delhi,Delhi,Siri Fort,Residential and others,4,37.5,167,355
8/3/2007,Delhi,Delhi,Siri Fort,Residential and others,4,37.3,47,104
8/8/2007,Delhi,Delhi,Siri Fort,Residential and others,4,39.3,215,323
13-08-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,21.5,56,151
17-08-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,34.7,94,249
22-08-07,Delhi,Delhi,Siri Fort,Residential and others,4,37.7,113,262
27-08-07,Delhi,Delhi,Siri Fort,Residential and others,4,33.5,100,287
30-08-07,Delhi,Delhi,Siri Fort,Residential and others,4,34.5,60,196
9/6/2007,Delhi,Delhi,Siri Fort,Residential and others,4.2,38.2,63,126
9/11/2007,Delhi,Delhi,Siri Fort,Residential and others,4,36.5,117,210
14-09-07,Delhi,Delhi,Siri Fort,Residential and others,4,29.3,56,127
19-09-07,Delhi,Delhi,Siri Fort,Residential and others,4,33,106,241
24-09-07,Delhi,Delhi,Siri Fort,Residential and others,4,33.7,129,230
27-09-07,Delhi,Delhi,Siri Fort,Residential and others,4,26.8,NA,163
10/4/2007,Delhi,Delhi,Siri Fort,Residential and others,4,44,NA,420
10/9/2007,Delhi,Delhi,Siri Fort,Residential and others,4,43,NA,319
10/12/2007,Delhi,Delhi,Siri Fort,Residential and others,4,35.2,NA,267
17-10-07,Delhi,Delhi,Siri Fort,Residential and others,4,27.8,NA,162
22-10-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,46.7,NA,437
25-10-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,47,303,508
30-10-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,56.5,287,462
11/5/2007,Delhi,Delhi,Siri Fort,Residential and others,4.3,53.5,297,529
14-11-07,Delhi,Delhi,Siri Fort,Residential and others,4,42.5,182,398
19-11-07,Delhi,Delhi,Siri Fort,Residential and others,5.3,55.3,285,450
22-11-07,Delhi,Delhi,Siri Fort,Residential and others,4.8,59.8,230,383
27-11-07,Delhi,Delhi,Siri Fort,Residential and others,4.8,60.8,316,516
12/3/2007,Delhi,Delhi,Siri Fort,Residential and others,4.3,50.7,158,530
12/6/2007,Delhi,Delhi,Siri Fort,Residential and others,4.2,47,150,241
12/11/2007,Delhi,Delhi,Siri Fort,Residential and others,4.7,72.7,199,619
14-12-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,55.7,191,446
19-12-07,Delhi,Delhi,Siri Fort,Residential and others,4.2,68,304,568
26-12-07,Delhi,Delhi,Siri Fort,Residential and others,4,70,177,352
2/6/2007,Delhi,Delhi,Town Hall,Residential and others,17.6,85,181,452
2/7/2007,Delhi,Delhi,Town Hall,Residential and others,15.4,74.9,139,480
13-02-07,Delhi,Delhi,Town Hall,Residential and others,9.2,58.6,86,236
14-02-07,Delhi,Delhi,Town Hall,Residential and others,11,73,193,562
20-02-07,Delhi,Delhi,Town Hall,Residential and others,12.9,53,120,401
21-02-07,Delhi,Delhi,Town Hall,Residential and others,17.3,73.3,138,485
26-02-07,Delhi,Delhi,Town Hall,Residential and others,21.2,93.1,229,653
27-02-07,Delhi,Delhi,Town Hall,Residential and others,17,45.7,89,320
5/9/2007,Delhi,Delhi,Town Hall,Residential and others,16,70.2,85,485
5/10/2007,Delhi,Delhi,Town Hall,Residential and others,16.8,92.5,90,440
15-05-07,Delhi,Delhi,Town Hall,Residential and others,18,81.6,115,619
16-05-07,Delhi,Delhi,Town Hall,Residential and others,10.8,73,64,479
22-05-07,Delhi,Delhi,Town Hall,Residential and others,14.5,94.9,114,517
23-05-07,Delhi,Delhi,Town Hall,Residential and others,9.5,86.4,129,583
29-05-07,Delhi,Delhi,Town Hall,Residential and others,7.7,81.8,116,374
30-05-07,Delhi,Delhi,Town Hall,Residential and others,17.1,83.3,162,523
8/7/2007,Delhi,Delhi,Town Hall,Residential and others,NA,48,92,193
8/8/2007,Delhi,Delhi,Town Hall,Residential and others,NA,42.8,73,167
8/9/2007,Delhi,Delhi,Town Hall,Residential and others,9.1,67.7,64,186
21-08-07,Delhi,Delhi,Town Hall,Residential and others,NA,49.8,72,217
22-08-07,Delhi,Delhi,Town Hall,Residential and others,2.4,56.9,85,220
23-08-07,Delhi,Delhi,Town Hall,Residential and others,NA,48.8,116,236
29-08-07,Delhi,Delhi,Town Hall,Residential and others,4.7,40.7,64,188
30-08-07,Delhi,Delhi,Town Hall,Residential and others,3.6,38.5,83,181
10/9/2007,Delhi,Delhi,Town Hall,Residential and others,5.6,127,178,514
10/10/2007,Delhi,Delhi,Town Hall,Residential and others,9.4,135.7,185,524
10/11/2007,Delhi,Delhi,Town Hall,Residential and others,4.4,142.4,218,556
16-10-07,Delhi,Delhi,Town Hall,Residential and others,9.5,87.7,85,300
17-10-07,Delhi,Delhi,Town Hall,Residential and others,7.8,103.7,207,506
18-10-07,Delhi,Delhi,Town Hall,Residential and others,8,126.3,205,583
23-10-07,Delhi,Delhi,Town Hall,Residential and others,8.9,151.9,381,883
24-10-07,Delhi,Delhi,Town Hall,Residential and others,5.4,152.9,327,832
11/5/2007,Delhi,Delhi,Town Hall,Residential and others,10.2,116.8,485,807
11/6/2007,Delhi,Delhi,Town Hall,Residential and others,29.1,150.2,606,1002
11/12/2007,Delhi,Delhi,Town Hall,Residential and others,24.5,158.1,392,819
13-11-07,Delhi,Delhi,Town Hall,Residential and others,31.3,159.2,416,869
14-11-07,Delhi,Delhi,Town Hall,Residential and others,6.4,125,450,862
19-11-07,Delhi,Delhi,Town Hall,Residential and others,21.7,137.2,440,903
20-11-07,Delhi,Delhi,Town Hall,Residential and others,19.7,96.8,329,722
21-11-07,Delhi,Delhi,Town Hall,Residential and others,22.5,145,597,1044
12/4/2007,Delhi,Delhi,Town Hall,Residential and others,22.2,115.4,294,633
12/5/2007,Delhi,Delhi,Town Hall,Residential and others,23,143.8,429,787
12/10/2007,Delhi,Delhi,Town Hall,Residential and others,31.2,110.7,441,795
12/11/2007,Delhi,Delhi,Town Hall,Residential and others,27,93.7,268,534
12/12/2007,Delhi,Delhi,Town Hall,Residential and others,19.8,94.5,356,671
17-12-07,Delhi,Delhi,Town Hall,Residential and others,15.7,101.5,319,627
18-12-07,Delhi,Delhi,Town Hall,Residential and others,15,145.2,604,922
19-12-07,Delhi,Delhi,Town Hall,Residential and others,16.2,95.3,438,762
