Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Type of Location,SO2,NO2,RSPM/PM10,SPM
18-08-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,38.2,107,255
21-08-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,NA,47.4,141,193
22-08-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,2.5,40.2,105,184
10/3/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,17.1,104.4,259,526
10/4/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,17.9,102.1,304,609
10/9/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,7.6,88.7,273,580
10/10/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,17,89.5,347,602
23-10-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.7,126,516,917
24-10-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,16.5,118.9,447,802
25-10-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.3,117.1,426,854
26-10-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22.3,116,426,803
11/2/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,14,121,500,887
11/3/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23.6,135.1,532,851
11/4/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,15.2,115.1,707,1070
11/5/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,18.6,112,598,850
13-11-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,26.1,142.1,457,708
14-11-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,23,136.9,468,785
20-11-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,26.6,91.6,371,737
21-11-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.1,105.5,618,1009
12/4/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,22.1,92.9,397,644
12/5/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.6,111.8,466,764
12/11/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,28,109.2,313,469
12/12/2007,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.7,99.2,360,612
17-12-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,25.3,91.7,436,669
18-12-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,24.1,98.2,559,882
28-12-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,27.5,99.2,381,646
29-12-07,Delhi,Delhi,Mayapuri Indl. Area,Industrial Areas,28.5,98,367,600
1/3/2007,Delhi,Delhi,Shahdara,Industrial Areas,6.3,53.3,212,452
1/8/2007,Delhi,Delhi,Shahdara,Industrial Areas,8.3,62.7,440,810
1/11/2007,Delhi,Delhi,Shahdara,Industrial Areas,6.3,60.5,361,587
16-01-07,Delhi,Delhi,Shahdara,Industrial Areas,4.7,62.7,233,446
19-01-07,Delhi,Delhi,Shahdara,Industrial Areas,5,58.8,127,427
24-01-07,Delhi,Delhi,Shahdara,Industrial Areas,4.7,50.8,241,443
2/1/2007,Delhi,Delhi,Shahdara,Industrial Areas,6.8,53.5,293,563
2/6/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,36.7,265,629
2/9/2007,Delhi,Delhi,Shahdara,Industrial Areas,5.5,48.5,196,450
14-02-07,Delhi,Delhi,Shahdara,Industrial Areas,5.3,58.8,264,530
20-02-07,Delhi,Delhi,Shahdara,Industrial Areas,5.2,51,110,322
23-02-07,Delhi,Delhi,Shahdara,Industrial Areas,4.7,56.2,81,286
3/1/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.3,26.3,79,175
3/6/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.3,42,138,306
3/9/2007,Delhi,Delhi,Shahdara,Industrial Areas,5.8,49,154,493
14-03-07,Delhi,Delhi,Shahdara,Industrial Areas,5,42.3,68,205
19-03-07,Delhi,Delhi,Shahdara,Industrial Areas,5,54.2,137,518
22-03-07,Delhi,Delhi,Shahdara,Industrial Areas,4.5,40.5,117,300
28-03-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,37.7,115,315
4/3/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.3,37,178,397
4/9/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.5,38.5,83,318
4/12/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.5,41.2,157,450
17-04-07,Delhi,Delhi,Shahdara,Industrial Areas,4.8,48.5,126,568
20-04-07,Delhi,Delhi,Shahdara,Industrial Areas,4.8,55.3,172,678
25-04-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,46,NA,722
5/1/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.7,51,NA,599
5/7/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.3,46,NA,452
5/10/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.5,52,NA,537
15-05-07,Delhi,Delhi,Shahdara,Industrial Areas,4.2,45.8,NA,490
18-05-07,Delhi,Delhi,Shahdara,Industrial Areas,4.2,56.7,NA,356
23-05-07,Delhi,Delhi,Shahdara,Industrial Areas,4,58.2,NA,406
28-05-07,Delhi,Delhi,Shahdara,Industrial Areas,4.7,52.2,NA,505
6/1/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.2,40.5,NA,355
6/6/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.2,44.2,NA,705
6/11/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.7,52.2,164,681
14-06-07,Delhi,Delhi,Shahdara,Industrial Areas,4.2,44.8,158,353
19-06-07,Delhi,Delhi,Shahdara,Industrial Areas,5,43,116,264
22-06-07,Delhi,Delhi,Shahdara,Industrial Areas,4.2,40.8,NA,202
27-06-07,Delhi,Delhi,Shahdara,Industrial Areas,4,41.2,NA,233
7/3/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,36.2,NA,141
7/6/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.2,39.7,NA,224
16-07-07,Delhi,Delhi,Shahdara,Industrial Areas,4.8,40,NA,314
19-07-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,31,NA,453
24-07-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,33.7,75,287
27-07-07,Delhi,Delhi,Shahdara,Industrial Areas,4,35.3,NA,357
8/2/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,36.5,NA,188
8/7/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,39.2,106,329
8/10/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,40.3,70,195
16-08-07,Delhi,Delhi,Shahdara,Industrial Areas,4.5,44,139,460
21-08-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,36.7,62,240
24-08-07,Delhi,Delhi,Shahdara,Industrial Areas,4,27,50,150
29-08-07,Delhi,Delhi,Shahdara,Industrial Areas,4,32.3,NA,272
9/5/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,35.3,NA,322
9/10/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,34.5,73,191
13-09-07,Delhi,Delhi,Shahdara,Industrial Areas,4,35.3,89,220
18-09-07,Delhi,Delhi,Shahdara,Industrial Areas,5,42.5,142,345
21-09-07,Delhi,Delhi,Shahdara,Industrial Areas,4.5,41.3,161,533
26-09-07,Delhi,Delhi,Shahdara,Industrial Areas,4,25,38,120
10/3/2007,Delhi,Delhi,Shahdara,Industrial Areas,4,46,238,564
10/8/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.2,51.2,162,459
10/11/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.2,49,167,472
16-10-07,Delhi,Delhi,Shahdara,Industrial Areas,4,42.3,98,346
19-10-07,Delhi,Delhi,Shahdara,Industrial Areas,4.2,51.3,187,480
24-10-07,Delhi,Delhi,Shahdara,Industrial Areas,4.7,56.2,253,639
29-10-07,Delhi,Delhi,Shahdara,Industrial Areas,4,52.5,282,555
11/2/2007,Delhi,Delhi,Shahdara,Industrial Areas,5,61.5,294,713
11/7/2007,Delhi,Delhi,Shahdara,Industrial Areas,4.3,62.5,251,742
13-11-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,61.5,308,607
16-11-07,Delhi,Delhi,Shahdara,Industrial Areas,4.5,64.8,NA,494
21-11-07,Delhi,Delhi,Shahdara,Industrial Areas,4.5,55.5,229,426
26-11-07,Delhi,Delhi,Shahdara,Industrial Areas,5.8,75.8,375,775
29-11-07,Delhi,Delhi,Shahdara,Industrial Areas,5.7,79.8,281,786
12/5/2007,Delhi,Delhi,Shahdara,Industrial Areas,5.5,76.7,331,722
12/10/2007,Delhi,Delhi,Shahdara,Industrial Areas,5,78.8,296,624
13-12-07,Delhi,Delhi,Shahdara,Industrial Areas,5.5,71.5,160,441
18-12-07,Delhi,Delhi,Shahdara,Industrial Areas,4.5,53.3,131,454
24-12-07,Delhi,Delhi,Shahdara,Industrial Areas,4.8,56.3,157,585
28-12-07,Delhi,Delhi,Shahdara,Industrial Areas,4.3,58,123,580
1/2/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,46.2,235,281
1/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.2,28.5,106,235
1/10/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5,32.8,230,322
15-01-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.3,66.2,172,301
18-01-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,53.2,184,351
23-01-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.2,62.3,140,308
29-01-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,36,166,427
2/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.3,32.5,150,403
2/8/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,31.8,150,324
13-02-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.8,32.4,77,118
19-02-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,30.7,98,234
22-02-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,34.7,111,272
27-02-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,28,145,326
3/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,30.3,80,286
3/8/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,34.5,170,330
13-03-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,32.2,69,140
16-03-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,36.2,82,266
21-03-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,37.5,137,297
26-03-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,35.3,126,304
4/2/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.2,30,79,284
4/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,41.3,114,308
4/11/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,39,188,610
16-04-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.8,42.5,276,971
19-04-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.8,45.5,110,398
24-04-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,45.8,218,624
27-04-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.8,43.7,236,570
5/4/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,38.3,131,329
5/9/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,40.5,190,374
14-05-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,5.2,35.3,136,268
17-05-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,30.3,75,203
22-05-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,30.5,118,284
25-05-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,25.2,NA,458
30-05-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,39.5,NA,258
6/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,42.2,NA,526
6/8/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.7,37.7,129,481
13-06-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,6.2,44,179,508
18-06-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.2,22.4,72,202
21-06-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,29.2,65,276
26-06-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,41,94,262
7/2/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,41.7,70,240
7/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,40.8,72,241
13-07-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,29,47,206
18-07-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,38.8,69,329
23-07-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.5,19.5,84,355
26-07-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,27.3,94,424
8/1/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,36,77,206
8/6/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,36.2,55,140
8/9/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,33.8,52,168
14-08-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,37.5,68,280
20-08-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,11.5,33,150
23-08-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,31.5,82,190
28-08-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,30,67,207
9/3/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,29.8,70,191
9/7/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,30.5,53,182
9/12/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,32.8,102,284
17-09-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,31.8,65,244
20-09-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,31,73,239
25-09-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,31.3,NA,262
10/1/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,42,76,293
10/5/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.8,35.5,175,294
10/10/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,39.3,99,311
15-10-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,30.5,144,445
18-10-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,29.3,NA,312
23-10-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,33.3,195,509
26-10-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,33.5,171,457
11/1/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,33.5,272,569
11/6/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4.3,38,351,774
11/12/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,39,295,579
15-11-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,40.3,343,686
20-11-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,44.3,414,753
23-11-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,42.8,443,771
28-11-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,39.8,315,705
12/4/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,38,253,606
12/7/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,39.8,325,714
12/12/2007,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,42.7,300,651
17-12-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,39.3,282,650
20-12-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,39,302,621
27-12-07,Delhi,Delhi,Shahzada Bagh,Industrial Areas,4,40.3,213,518
1/2/2007,Delhi,Delhi,Janakpuri,Residential and others,6.2,60,181,397
1/5/2007,Delhi,Delhi,Janakpuri,Residential and others,5,52.2,177,396
1/10/2007,Delhi,Delhi,Janakpuri,Residential and others,6.8,55.2,NA,405
15-01-07,Delhi,Delhi,Janakpuri,Residential and others,4.7,59.5,NA,443
18-01-07,Delhi,Delhi,Janakpuri,Residential and others,5,54.7,220,525
23-01-07,Delhi,Delhi,Janakpuri,Residential and others,4.7,50.7,298,587
29-01-07,Delhi,Delhi,Janakpuri,Residential and others,4.7,38,156,514
2/5/2007,Delhi,Delhi,Janakpuri,Residential and others,7.2,43.5,342,858
2/8/2007,Delhi,Delhi,Janakpuri,Residential and others,5.2,44.5,170,460
13-02-07,Delhi,Delhi,Janakpuri,Residential and others,5,36.8,81,184
19-02-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,31.2,153,375
22-02-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,34.8,130,326
27-02-07,Delhi,Delhi,Janakpuri,Residential and others,5,46,159,625
3/5/2007,Delhi,Delhi,Janakpuri,Residential and others,4.8,47.7,210,458
3/8/2007,Delhi,Delhi,Janakpuri,Residential and others,4.5,56.5,104,141
13-03-07,Delhi,Delhi,Janakpuri,Residential and others,6,47.7,63,166
16-03-07,Delhi,Delhi,Janakpuri,Residential and others,4,34.7,39,209
21-03-07,Delhi,Delhi,Janakpuri,Residential and others,4,32.5,101,233
26-03-07,Delhi,Delhi,Janakpuri,Residential and others,4,32.8,86,260
4/2/2007,Delhi,Delhi,Janakpuri,Residential and others,5.2,58.3,86,275
4/5/2007,Delhi,Delhi,Janakpuri,Residential and others,4,42.8,62,201
4/11/2007,Delhi,Delhi,Janakpuri,Residential and others,4.3,37.3,135,380
16-04-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,39.8,173,609
19-04-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,42,156,324
24-04-07,Delhi,Delhi,Janakpuri,Residential and others,5.5,47.3,308,648
27-04-07,Delhi,Delhi,Janakpuri,Residential and others,4.3,41.3,181,302
5/4/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,40,169,367
5/9/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,41.2,199,446
14-05-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,50,85,241
17-05-07,Delhi,Delhi,Janakpuri,Residential and others,4.8,40.7,90,390
22-05-07,Delhi,Delhi,Janakpuri,Residential and others,4,44.2,122,320
25-05-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,37.3,153,374
30-05-07,Delhi,Delhi,Janakpuri,Residential and others,4,39,133,223
6/5/2007,Delhi,Delhi,Janakpuri,Residential and others,4.3,38.8,156,526
6/8/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,36.7,157,543
13-06-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,42.5,156,287
18-06-07,Delhi,Delhi,Janakpuri,Residential and others,4,22.5,88,145
21-06-07,Delhi,Delhi,Janakpuri,Residential and others,4.3,30.7,47,193
26-06-07,Delhi,Delhi,Janakpuri,Residential and others,4,39.3,46,132
7/2/2007,Delhi,Delhi,Janakpuri,Residential and others,4,38,120,164
7/5/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,41.5,67,167
7/10/2007,Delhi,Delhi,Janakpuri,Residential and others,4,38.8,105,129
13-07-07,Delhi,Delhi,Janakpuri,Residential and others,4,18.2,37,174
23-07-07,Delhi,Delhi,Janakpuri,Residential and others,4,27,68,265
26-07-07,Delhi,Delhi,Janakpuri,Residential and others,4,30.5,75,281
8/1/2007,Delhi,Delhi,Janakpuri,Residential and others,4.3,37.7,55,278
8/6/2007,Delhi,Delhi,Janakpuri,Residential and others,4,38.2,71,242
8/9/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,39.8,93,230
14-08-07,Delhi,Delhi,Janakpuri,Residential and others,4,39,78,370
20-08-07,Delhi,Delhi,Janakpuri,Residential and others,4.8,47.7,NA,173
23-08-07,Delhi,Delhi,Janakpuri,Residential and others,4,36.3,NA,183
9/3/2007,Delhi,Delhi,Janakpuri,Residential and others,4,30,NA,248
9/7/2007,Delhi,Delhi,Janakpuri,Residential and others,4,38.5,NA,148
9/12/2007,Delhi,Delhi,Janakpuri,Residential and others,4,35.8,NA,258
17-09-07,Delhi,Delhi,Janakpuri,Residential and others,4,39,50,195
20-09-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,36.5,75,232
25-09-07,Delhi,Delhi,Janakpuri,Residential and others,4,37,86,297
10/1/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,37.2,121,337
10/5/2007,Delhi,Delhi,Janakpuri,Residential and others,4,57,180,387
10/10/2007,Delhi,Delhi,Janakpuri,Residential and others,4,47.3,200,414
15-10-07,Delhi,Delhi,Janakpuri,Residential and others,NA,NA,127,NA
18-10-07,Delhi,Delhi,Janakpuri,Residential and others,4,32.7,132,NA
23-10-07,Delhi,Delhi,Janakpuri,Residential and others,4,41.8,NA,NA
26-10-07,Delhi,Delhi,Janakpuri,Residential and others,NA,NA,NA,NA
11/1/2007,Delhi,Delhi,Janakpuri,Residential and others,4.2,51.2,510,NA
11/6/2007,Delhi,Delhi,Janakpuri,Residential and others,4,48.3,349,NA
11/12/2007,Delhi,Delhi,Janakpuri,Residential and others,4,61,257,542
15-11-07,Delhi,Delhi,Janakpuri,Residential and others,4.5,65,406,NA
20-11-07,Delhi,Delhi,Janakpuri,Residential and others,4.5,58.8,246,488
23-11-07,Delhi,Delhi,Janakpuri,Residential and others,4.3,51,192,382
28-11-07,Delhi,Delhi,Janakpuri,Residential and others,4.5,49.3,183,397
12/4/2007,Delhi,Delhi,Janakpuri,Residential and others,4.3,49,167,475
12/7/2007,Delhi,Delhi,Janakpuri,Residential and others,4.5,76.7,230,527
12/12/2007,Delhi,Delhi,Janakpuri,Residential and others,4.5,67.8,221,483
17-12-07,Delhi,Delhi,Janakpuri,Residential and others,4.2,52.5,217,438
20-12-07,Delhi,Delhi,Janakpuri,Residential and others,4,53.8,397,594
27-12-07,Delhi,Delhi,Janakpuri,Residential and others,4.5,59.8,198,324
2/6/2007,Delhi,Delhi,N.Y. School,Residential and others,13.9,74.9,190,390
2/7/2007,Delhi,Delhi,N.Y. School,Residential and others,16.4,52.6,130,317
16-02-07,Delhi,Delhi,N.Y. School,Residential and others,4.8,56.7,120,223
17-02-07,Delhi,Delhi,N.Y. School,Residential and others,8.4,59,131,199
20-02-07,Delhi,Delhi,N.Y. School,Residential and others,6.1,51.4,141,223
21-02-07,Delhi,Delhi,N.Y. School,Residential and others,9.5,60.3,152,299
26-02-07,Delhi,Delhi,N.Y. School,Residential and others,11.4,68.9,194,368
27-02-07,Delhi,Delhi,N.Y. School,Residential and others,4.1,35.8,102,207
3/6/2007,Delhi,Delhi,N.Y. School,Residential and others,NA,54.2,87,194
3/7/2007,Delhi,Delhi,N.Y. School,Residential and others,4.1,53.8,72,187
13-03-07,Delhi,Delhi,N.Y. School,Residential and others,3.9,46,56,124
14-03-07,Delhi,Delhi,N.Y. School,Residential and others,2.5,47,59,156
20-03-07,Delhi,Delhi,N.Y. School,Residential and others,7.2,43.2,74,183
21-03-07,Delhi,Delhi,N.Y. School,Residential and others,9.2,52.5,81,266
26-03-07,Delhi,Delhi,N.Y. School,Residential and others,NA,40.7,84,250
27-03-07,Delhi,Delhi,N.Y. School,Residential and others,3.3,45.2,97,248
5/1/2007,Delhi,Delhi,N.Y. School,Residential and others,3.6,47.6,199,480
5/2/2007,Delhi,Delhi,N.Y. School,Residential and others,10.4,96.9,116,278
5/9/2007,Delhi,Delhi,N.Y. School,Residential and others,10.1,65,89,436
5/10/2007,Delhi,Delhi,N.Y. School,Residential and others,11.3,77.3,116,357
18-05-07,Delhi,Delhi,N.Y. School,Residential and others,16.4,73.1,101,333
19-05-07,Delhi,Delhi,N.Y. School,Residential and others,9.8,56.5,121,430
22-05-07,Delhi,Delhi,N.Y. School,Residential and others,7.2,86.8,127,381
23-05-07,Delhi,Delhi,N.Y. School,Residential and others,4.2,80.3,137,389
8/1/2007,Delhi,Delhi,N.Y. School,Residential and others,NA,79.2,48,91
8/2/2007,Delhi,Delhi,N.Y. School,Residential and others,NA,55.4,32,76
17-08-07,Delhi,Delhi,N.Y. School,Residential and others,NA,33.7,82,263
18-08-07,Delhi,Delhi,N.Y. School,Residential and others,NA,33.8,75,179
25-08-07,Delhi,Delhi,N.Y. School,Residential and others,NA,62.5,96,204
26-08-07,Delhi,Delhi,N.Y. School,Residential and others,3,53.5,97,220
29-08-07,Delhi,Delhi,N.Y. School,Residential and others,NA,35,65,135
