Stn Code,Sampling Date,State,City/Town/Village/Area,Agency,Type of Location,SO2,NO2,RSPM/PM10,SPM
55,11/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,45,165,385
55,17-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,48,97,350
55,20-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,42,122,369
55,25-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15,45,125,461
55,12/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,45,197,576
55,12/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,46,198,365
55,12/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,50,189,429
55,16-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,52,114,234
55,19-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,49,127,281
55,24-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16,57,141,265
55,30-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,52,147,335
56,1/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,22,119,324
56,1/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,32,201,431
56,13-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,248,412
56,16-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,31,168,349
56,21-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,31,204,569
56,24-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,24,94,295
56,29-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,25,127,254
56,2/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,32,129,407
56,2/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,33,131,397
56,13-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,34,121,377
56,21-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,33,89,326
56,26-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,33,87,213
56,3/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,13,186,591
56,3/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,30,69,306
56,3/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,24,76,217
56,18-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,130,230
56,24-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,92,NA
56,27-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,105,NA
56,4/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,17,76,NA
56,4/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,22,134,NA
56,4/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,18,150,NA
56,17-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,16,231,NA
56,23-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,27,206,NA
56,28-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,17,89,NA
56,5/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,33,168,468
56,5/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,35,133,345
56,5/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,33,117,427
56,19-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,36,179,647
56,22-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,37,NA,NA
56,27-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,25,255,587
56,6/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,26,316,NA
56,6/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,32,242,NA
56,6/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,53,NA,NA
56,13-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,30,225,396
56,18-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,30,70,287
56,23-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,37,66,237
56,26-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,34,107,407
56,7/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,32,64,246
56,15-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,38,89,232
56,18-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,27,68,192
56,23-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,34,101,238
56,28-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,28,50,90
56,8/1/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,22,89,341
56,8/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,23,156,492
56,8/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,31,82,167
56,14-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,31,34,164
56,21-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,29,75,282
56,26-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,26,78,211
56,9/1/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,35,90,615
56,9/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,27,84,172
56,9/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,37,77,251
56,9/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,39,85,346
56,17-09-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,25,47,100
56,10/1/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,38,48,292
56,10/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,29,105,348
56,10/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,34,194,530
56,15-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,41,124,615
56,20-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,53,122,601
56,28-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,45,221,483
56,11/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,47,181,436
56,11/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,45,159,437
56,11/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,49,144,387
56,14-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,39,175,464
56,19-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,44,155,440
56,12/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,49,207,461
56,12/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,43,163,335
56,15-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,41,134,290
56,29-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,43,192,333
57,1/1/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,29,101,233
57,1/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,36,172,350
57,1/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,38,189,396
57,14-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,38,178,293
57,17-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,38,265,469
57,22-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,32,130,282
57,27-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,26,98,189
57,30-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,29,141,333
57,2/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,42,129,380
57,2/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,41,130,346
57,14-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,42,150,425
57,19-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,43,89,130
57,24-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,28,207,279
57,27-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,44,200,277
57,3/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,37,114,281
57,3/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,29,80,263
57,13-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,63,NA
57,20-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,80,256
57,28-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,44,145
57,4/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,41,132,230
57,4/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,39,99,259
57,21-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,351,NA
57,24-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,40,202,399
57,29-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,39,116,249
57,5/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,41,137,418
57,5/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,38,142,643
57,13-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,341,NA
57,20-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,43,NA,NA
57,23-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,NA,310
57,28-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,38,NA,745
57,6/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,33,406,744
57,6/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,40,301,NA
57,6/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,40,NA,NA
57,16-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,35,NA,456
57,19-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,25,NA,307
57,24-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,35,NA,361
57,27-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,24,NA,283
57,7/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,32,NA,303
57,16-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,37,NA,240
57,21-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,16,72,115
57,24-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,27,130,269
57,29-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,26,70,219
57,8/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,28,121,432
57,8/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,28,213,283
57,8/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,34,160,300
57,18-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,38,119,310
57,22-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,33,NA,432
57,27-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,30,NA,180
57,9/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,36,NA,262
57,9/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,46,157,409
57,9/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,34,113,235
57,15-09-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,36,106,377
57,18-09-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,34,66,151
57,23-09-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,30,205,406
57,26-09-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,40,58,219
57,10/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,4,33,139,410
57,10/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,5,44,120,420
57,13-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,34,204,490
57,16-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,41,129,522
57,21-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,47,132,396
57,29-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,50,265,526
57,11/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,52,208,327
57,11/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,57,138,402
57,11/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,61,240,614
57,17-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,56,129,475
57,20-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,57,206,506
57,25-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,57,140,432
57,12/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,55,200,427
57,12/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,65,186,381
57,12/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,56,151,397
57,16-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,54,153,278
57,19-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,51,198,400
57,24-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,229,NA
57,30-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,60,223,433
58,1/2/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,34,171,351
58,1/7/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,43,143,311
58,1/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,35,150,314
58,15-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,36,239,510
58,20-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,28,164,396
58,23-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,42,223,475
58,28-01-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,24,96,238
58,2/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,26,97,200
58,2/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,41,129,405
58,2/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,38,119,343
58,17-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,26,99,385
58,20-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,28,92,453
58,25-02-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,33,71,235
58,3/3/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,33,180,NA
58,3/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,25,62,184
58,3/11/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,37,100,276
58,17-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,32,98,264
58,21-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,30,77,340
58,26-03-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,31,105,246
58,4/1/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,21,136,272
58,4/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,38,165,542
58,4/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,28,110,419
58,16-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,26,100,281
58,22-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,26,106,316
58,25-04-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,34,135,359
58,14-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,34,123,315
58,21-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,41,NA,645
58,26-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,35,176,533
58,29-05-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,39,217,603
58,6/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,30,162,741
58,6/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,35,271,498
58,6/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,33,151,599
58,17-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,31,154,426
58,20-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,34,18,58
58,25-06-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,31,26,73
58,7/1/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,26,152,588
58,7/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,37,177,424
58,7/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,18,NA,215
58,14-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,22,63,127
58,17-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,21,70,134
58,22-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,9,20,43,165
58,25-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,28,211,361
58,30-07-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,6,20,112,172
58,8/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,36,96,252
58,8/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,16,123,213
58,13-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,10,28,152,296
58,19-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,31,87,281
58,25-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,16,30,64,178
58,28-08-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,7,15,81,179
58,9/8/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,34,46,152
58,29-09-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,8,22,61,219
58,10/6/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,34,80,242
58,10/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15,39,140,453
58,14-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,34,129,417
58,17-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15,39,125,337
58,22-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,17,49,174,458
58,27-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,21,49,167,423
58,30-10-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,19,49,154,525
58,11/5/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,18,52,341,536
58,11/10/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15,45,213,513
58,13-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,15,42,208,439
58,18-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,120,NA
58,21-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,13,38,263,NA
58,27-11-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,14,40,254,NA
58,12/4/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,211,NA
58,12/9/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,12,32,127,NA
58,12/12/2003,Delhi,Delhi,Central Pollution Control Board,Industrial Area,11,35,107,334
58,17-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,83,NA
58,22-12-03,Delhi,Delhi,Central Pollution Control Board,Industrial Area,NA,NA,179,NA
59,1/2/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,162,NA
59,1/7/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,71,NA
59,1/10/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,63,NA
59,15-01-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,200,NA
59,20-01-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,189,NA
59,23-01-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,144,NA
59,28-01-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",8,24,89,NA
59,2/3/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13,35,108,227
59,2/6/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",8,40,62,NA
59,2/11/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",8,26,100,NA
59,17-02-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",8,30,102,NA
59,20-02-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",9,33,147,NA
59,25-02-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",10,37,129,NA
59,3/3/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",NA,NA,150,NA
59,3/6/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",7,28,75,171
59,3/11/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",11,41,78,193
59,17-03-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13,42,124,247
59,21-03-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",9,36,96,175
59,26-03-03,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",12,44,101,179
59,4/1/2003,Delhi,Delhi,Central Pollution Control Board,"Residential, Rural and other Areas",13,40,189,270
